com.samsung.shealth.activity.day_summary,6305105,6
movement_type,create_sh_ver,energy_type,exercise_time,step_count,exercise_calorie_target,active_time,target,others_time,modify_sh_ver,update_time,floors_target,create_time,floor_count,dynamic_active_time_target,exercise_time_target,goal,longest_active_time,score,move_hourly_count,duration_type,move_hourly_target,distance,dynamic_active_time,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
,,,,6173,,3986546,90,0,,2021-09-23 06:13:30.071,,2021-09-22 07:00:00.361,,,,-1,180000,73,,,,4578.24,,242.05005,147977d9-638a-48cc-8b96-eb8e671c9531.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,3986546,24000000,147977d9-638a-48cc-8b96-eb8e671c9531,2021-09-22 00:00:00.000,
,,,,2751,,1802114,90,0,,2021-09-24 03:15:30.215,,2021-09-23 07:00:00.752,,,,-1,180000,33,,,,2035.82,,105.52999,10e0accb-4ef4-46fd-844e-12d712a63c80.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1802114,25740000,10e0accb-4ef4-46fd-844e-12d712a63c80,2021-09-23 00:00:00.000,
,,,,2667,,1693820,90,0,,2021-09-25 01:53:06.448,,2021-09-24 06:00:02.386,,,,-1,180000,31,,,,1990.9501,,101.22001,1caabaae-b0f9-4471-ad88-3d5d3b437897.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1693820,28380000,1caabaae-b0f9-4471-ad88-3d5d3b437897,2021-09-24 00:00:00.000,
,,,,809,,519533,90,0,,2021-09-26 01:35:02.088,,2021-09-25 05:00:00.773,,,,-1,60000,8,,,,609.76,,30.010002,fd40b15a-0527-48fc-b849-75a2410ea6b7.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,519533,57660000,fd40b15a-0527-48fc-b849-75a2410ea6b7,2021-09-25 00:00:00.000,
,,,,3838,,2498312,90,0,,2021-09-27 03:22:22.946,,2021-09-26 04:00:01.013,,,,-1,240000,45,,,,2874.5693,,143.63994,99d4fa7f-e9c7-456b-bcca-02640a61963a.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,2498312,36420000,99d4fa7f-e9c7-456b-bcca-02640a61963a,2021-09-26 00:00:00.000,
,,,,272,,176725,90,0,,2021-09-28 00:19:32.252,,2021-09-27 04:00:00.794,,,,-1,60000,2,,,,200.85,,10.49,042e8594-9fbe-4e19-b65b-08fe4065b073.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,176725,49200000,042e8594-9fbe-4e19-b65b-08fe4065b073,2021-09-27 00:00:00.000,
,,,,2268,,1473223,90,0,,2021-09-29 03:40:55.410,,2021-09-28 04:00:00.565,,,,-1,120000,26,,,,1680.98,,86.739975,f743a354-1d5c-4c53-aa22-52fe1c80d073.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1473223,30480000,f743a354-1d5c-4c53-aa22-52fe1c80d073,2021-09-28 00:00:00.000,
,,,,2394,,1547987,90,0,,2021-09-30 04:00:00.588,,2021-09-29 04:00:02.096,,,,-1,60000,27,,,,1776.3901,,90.91999,5c8255ff-169f-4fb7-87b4-1fe4fdb9b63d.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1547987,26400000,5c8255ff-169f-4fb7-87b4-1fe4fdb9b63d,2021-09-29 00:00:00.000,
,,,,2229,,1451849,90,0,,2021-10-01 02:15:02.579,,2021-09-30 04:00:00.517,,,,-1,180000,26,,,,1643.55,,86.6,1399fe11-93b9-422b-8885-4a9cfbbd2948.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1451849,33360000,1399fe11-93b9-422b-8885-4a9cfbbd2948,2021-09-30 00:00:00.000,
,,,,1576,,1005019,90,0,,2021-10-02 04:55:02.235,,2021-10-01 04:00:01.224,,,,-1,120000,17,,,,1168.8201,,59.780003,442a14f0-8268-456f-ab1e-4d6c9b86d51d.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1005019,41160000,442a14f0-8268-456f-ab1e-4d6c9b86d51d,2021-10-01 00:00:00.000,
,,,,3656,,2375377,90,0,,2021-10-03 04:00:00.556,,2021-10-02 05:00:00.613,,,,-1,120000,43,,,,2756.22,,134.6,b23cda29-6a49-4628-b56a-49b94896bba4.extra_data.json,jBfEgmLJSx,400,com.sec.android.app.shealth,2374977,10499999,b23cda29-6a49-4628-b56a-49b94896bba4,2021-10-02 00:00:00.000,
,,,,3295,,2123368,90,0,,2021-10-04 04:55:02.906,,2021-10-03 04:00:00.416,,,,-1,120000,38,,,,2463.1702,,122.77,c3e024bd-f97b-47e2-ae7e-0ee5be85edfc.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,2123368,12900000,c3e024bd-f97b-47e2-ae7e-0ee5be85edfc,2021-10-03 00:00:00.000,
,,,,3288,,2170904,90,0,,2021-10-05 06:15:02.124,,2021-10-04 05:00:01.664,,,,-1,120000,40,,,,2441.53,,125.99002,0c662d74-05a9-4ecd-a945-98afd20d26b5.extra_data.json,jBfEgmLJSx,2000,com.sec.android.app.shealth,2168904,11040000,0c662d74-05a9-4ecd-a945-98afd20d26b5,2021-10-04 00:00:00.000,
,,,,6096,,3998125,90,0,,2021-10-06 06:08:37.980,,2021-10-05 07:00:00.471,,,,-1,360000,73,,,,4442.69,,238.58994,0091e467-8cfd-4d8f-af80-0419cf942897.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,3998125,42960000,0091e467-8cfd-4d8f-af80-0419cf942897,2021-10-05 00:00:00.000,
,,,,2119,,1370505,90,0,,2021-10-07 05:56:51.248,,2021-10-06 07:00:02.206,,,,-1,120000,24,,,,1571.4705,,81.179985,9f65f7bf-46cc-4836-85e9-73733a5d8ea6.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1370505,43380000,9f65f7bf-46cc-4836-85e9-73733a5d8ea6,2021-10-06 00:00:00.000,
,,,,741,,482848,90,0,,2021-10-08 01:24:20.384,,2021-10-07 06:00:00.538,,,,-1,60000,8,,,,547.4,,28.310001,f5fd4444-93fb-4905-9d76-8b4608249be3.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,482848,22740000,f5fd4444-93fb-4905-9d76-8b4608249be3,2021-10-07 00:00:00.000,
,,,,3153,,2078829,90,0,,2021-10-09 04:55:02.254,,2021-10-08 05:00:01.224,,,,-1,120000,37,,,,2340.1003,,118.21997,3e0e462f-c9d7-4e38-aa59-a7972600e382.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,2078829,44520000,3e0e462f-c9d7-4e38-aa59-a7972600e382,2021-10-08 00:00:00.000,
,,,,3024,,1899923,90,0,,2021-10-10 05:02:04.922,,2021-10-09 05:00:00.632,,,,-1,240000,34,,,,2273.1301,,110.01,a4ad98c6-30a0-4ee6-a586-d91b0c472d45.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1899923,19920000,a4ad98c6-30a0-4ee6-a586-d91b0c472d45,2021-10-09 00:00:00.000,
,,,,2412,,1579128,90,0,,2021-10-11 02:38:01.062,,2021-10-10 06:00:00.471,,,,-1,60000,28,,,,1782.1198,,90.740005,110c9924-d2b8-471b-8b0c-664dd7ec3922.extra_data.json,jBfEgmLJSx,2400,com.sec.android.app.shealth,1576728,22740000,110c9924-d2b8-471b-8b0c-664dd7ec3922,2021-10-10 00:00:00.000,
,,,,7240,,4597098,90,0,,2021-10-12 04:46:06.100,,2021-10-11 07:00:01.879,,,,-1,780000,84,,,,5292.35,,286.13004,dbb23971-e8f5-4948-9eb1-ebd6a1b0cdfa.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,4597098,27840000,dbb23971-e8f5-4948-9eb1-ebd6a1b0cdfa,2021-10-11 00:00:00.000,
,,,,8662,,5475771,90,0,,2021-10-13 20:34:01.241,,2021-10-12 07:00:01.094,,,,-1,1245967,101,,,,6394.3247,,343.00833,2ded9d4e-9e75-4da7-9861-610061599ea5.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,5475771,17100000,2ded9d4e-9e75-4da7-9861-610061599ea5,2021-10-12 00:00:00.000,
,,,,1876,,1223098,90,0,,2021-10-14 02:32:03.322,,2021-10-13 07:00:00.736,,,,-1,180000,22,,,,1380.9697,,72.899994,426045a5-00ff-4187-8d4a-28d01a8a89a2.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1223098,32400000,426045a5-00ff-4187-8d4a-28d01a8a89a2,2021-10-13 00:00:00.000,
,,,,556,,370852,90,0,,2021-10-15 04:36:27.229,,2021-10-14 06:00:00.999,,,,-1,50692,6,,,,417.34003,,19.999998,7517c5c9-5185-41df-9bbb-8a4e20f1aea5.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,370852,25620000,7517c5c9-5185-41df-9bbb-8a4e20f1aea5,2021-10-14 00:00:00.000,
,,,,2283,,1463158,90,0,,2021-10-16 01:18:43.294,,2021-10-15 05:00:00.929,,,,-1,180000,26,,,,1714.47,,84.199974,c8553984-f5a8-47fe-a70a-a4dfb63a873f.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1463158,27840000,c8553984-f5a8-47fe-a70a-a4dfb63a873f,2021-10-15 00:00:00.000,
,,,,928,,618976,90,0,,2021-10-17 06:51:45.856,,2021-10-16 06:00:02.184,,,,-1,120000,11,,,,679.52,,35.079998,81a4983f-5763-46dc-8d09-b09633042657.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,618976,31860000,81a4983f-5763-46dc-8d09-b09633042657,2021-10-16 00:00:00.000,
,,,,694,,448194,90,0,,2021-10-18 07:00:02.472,,2021-10-17 07:00:00.409,,,,-1,60000,7,,,,525.06995,,24.809998,bec998d1-0457-49b7-8410-5f9fa6dc705b.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,448194,32399999,bec998d1-0457-49b7-8410-5f9fa6dc705b,2021-10-17 00:00:00.000,
,,,,2282,,1499296,90,0,,2021-10-19 02:11:34.072,,2021-10-18 07:00:02.391,,,,-1,60000,26,,,,1699.89,,87.999985,62f4d3c4-7312-4708-ad4d-b91b15db1d6b.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1499296,18480000,62f4d3c4-7312-4708-ad4d-b91b15db1d6b,2021-10-18 00:00:00.000,
,,,,2107,,1367230,90,0,,2021-10-20 06:00:02.126,,2021-10-19 07:00:02.594,,,,-1,60000,24,,,,1575.7197,,79.229996,b178e252-7efd-4bdb-beda-a62846f6fb36.extra_data.json,jBfEgmLJSx,3332,com.sec.android.app.shealth,1363898,28379999,b178e252-7efd-4bdb-beda-a62846f6fb36,2021-10-19 00:00:00.000,
,,,,1619,,1046343,90,0,,2021-10-21 02:45:17.095,,2021-10-20 06:00:01.690,,,,-1,120000,18,,,,1183.21,,63.07,79e1b0b8-d830-465c-91c8-8ae66b4074b4.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1046343,34860000,79e1b0b8-d830-465c-91c8-8ae66b4074b4,2021-10-20 00:00:00.000,
,,,,850,,563585,90,0,,2021-10-22 02:03:34.751,,2021-10-21 05:00:00.805,,,,-1,60000,10,,,,626.5101,,32.269993,c3e79939-698a-4f7c-8570-c2bfcc3b5ead.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,563585,44460000,c3e79939-698a-4f7c-8570-c2bfcc3b5ead,2021-10-21 00:00:00.000,
,,,,2822,,1815334,90,0,,2021-10-23 06:56:01.340,,2021-10-22 05:00:00.856,,,,-1,120000,33,,,,2127.57,,103.40001,b5051fe9-6dd3-4cae-bdfb-dcdea1f1d6f2.extra_data.json,jBfEgmLJSx,3938,com.sec.android.app.shealth,1811396,29340000,b5051fe9-6dd3-4cae-bdfb-dcdea1f1d6f2,2021-10-22 00:00:00.000,
,,,,1876,,1226523,90,0,,2021-10-24 04:15:49.661,,2021-10-23 07:00:00.440,,,,-1,120000,22,,,,1413.9797,,69.14,83cd7ef7-b3f2-463f-9c42-9833572bbe49.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1226523,16620000,83cd7ef7-b3f2-463f-9c42-9833572bbe49,2021-10-23 00:00:00.000,
,,,,1134,,716905,90,0,,2021-10-25 04:17:09.854,,2021-10-24 05:06:42.243,,,,-1,180000,12,,,,864.82,,39.48,bca2261f-1892-44b0-a72d-ae480ddd38b2.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,716905,21900000,bca2261f-1892-44b0-a72d-ae480ddd38b2,2021-10-24 00:00:00.000,
,,,,1900,,1198359,90,0,,2021-10-25 22:08:44.269,,2021-10-25 05:00:01.635,,,,-1,180000,21,,,,1389.7701,,74.899994,9e88da5b-933d-4244-8290-0afcddf8cab5.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1198359,38640000,9e88da5b-933d-4244-8290-0afcddf8cab5,2021-10-25 00:00:00.000,
,,,,1633,,1068474,90,0,,2021-10-27 00:13:02.867,,2021-10-26 07:47:07.410,,,,-1,60000,18,,,,1211.66,,61.010002,b764e07b-27bb-43dd-93c7-3d1298f0bd52.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1068474,23760000,b764e07b-27bb-43dd-93c7-3d1298f0bd52,2021-10-26 00:00:00.000,
,,,,2498,,1480036,90,0,,2021-10-28 03:43:31.864,,2021-10-27 04:00:01.072,,,,-1,420000,26,,,,1903.4598,,91.549995,f35392fb-f969-40a7-a421-b40b26665d82.extra_data.json,jBfEgmLJSx,1200,com.sec.android.app.shealth,1478836,64020000,f35392fb-f969-40a7-a421-b40b26665d82,2021-10-27 00:00:00.000,
,,,,2644,,1591107,90,0,,2021-10-29 02:05:11.466,,2021-10-28 04:00:00.500,,,,-1,300000,28,,,,2103.18,,100.87,74710059-23bd-44f6-b0f5-63258d19120f.extra_data.json,jBfEgmLJSx,69235,com.sec.android.app.shealth,1521872,35940000,74710059-23bd-44f6-b0f5-63258d19120f,2021-10-28 00:00:00.000,
,,,,1301,,866536,90,0,,2021-10-30 03:36:29.857,,2021-10-29 04:00:01.766,,,,-1,120000,15,,,,982.50995,,48.99999,2a5f32d6-73b9-496d-8e26-86faa0252dc3.extra_data.json,jBfEgmLJSx,800,com.sec.android.app.shealth,865736,46500000,2a5f32d6-73b9-496d-8e26-86faa0252dc3,2021-10-29 00:00:00.000,
,,,,1443,,940380,90,0,,2021-10-31 05:53:41.418,,2021-10-30 05:00:02.072,,,,-1,60000,16,,,,1072.4598,,54.38,90cd6044-d479-45ee-bf5f-8a687b22b834.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,940380,25740000,90cd6044-d479-45ee-bf5f-8a687b22b834,2021-10-30 00:00:00.000,
,,,,3586,,2328197,90,0,,2021-11-01 01:59:25.656,,2021-10-31 06:00:00.696,,,,-1,300000,42,,,,2641.2595,,138.33998,237d34cd-d79c-4fa1-a47e-93c9785c082f.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,2328197,32700000,237d34cd-d79c-4fa1-a47e-93c9785c082f,2021-10-31 00:00:00.000,
,,,,1412,,904999,90,0,,2021-11-02 00:12:01.304,,2021-11-01 07:00:02.659,,,,-1,60000,16,,,,1044.0101,,54.529995,a59b74c2-a621-4d12-8536-a66173028327.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,904999,27540000,a59b74c2-a621-4d12-8536-a66173028327,2021-11-01 00:00:00.000,
,,,,1286,,818199,90,0,,2021-11-02 22:49:12.292,,2021-11-02 05:00:02.100,,,,-1,120000,14,,,,947.23,,49.559998,a2666e2c-e144-4b3f-9131-2e4c80a6e289.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,818199,43380000,a2666e2c-e144-4b3f-9131-2e4c80a6e289,2021-11-02 00:00:00.000,
,,,,1074,,693620,90,0,,2021-11-04 04:55:08.035,,2021-11-03 04:00:01.989,,,,-1,60000,12,,,,803.4101,,41.999996,d1bf16b2-f4af-4166-bc1c-9ea3314755fe.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,693620,22380000,d1bf16b2-f4af-4166-bc1c-9ea3314755fe,2021-11-03 00:00:00.000,
,,,,2449,,1615324,90,0,,2021-11-05 04:35:15.867,,2021-11-04 06:00:01.180,,,,-1,120000,28,,,,1773.5602,,94.72002,faba70ae-6c49-4a61-a343-aa9ddce3363e.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1615324,33240000,faba70ae-6c49-4a61-a343-aa9ddce3363e,2021-11-04 00:00:00.000,
,,,,1081,,692226,90,0,,2021-11-06 10:14:02.385,,2021-11-05 07:00:01.785,,,,-1,120000,12,,,,796.97003,,42.01,a54b374a-a38a-4692-b994-cb5053bd5285.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,692226,32819999,a54b374a-a38a-4692-b994-cb5053bd5285,2021-11-05 00:00:00.000,
,,,,967,,644989,90,0,,2021-11-07 06:00:02.462,,2021-11-06 10:14:02.327,,,,-1,60000,11,,,,719.31006,,35.899998,38ad187b-0556-42e2-8c38-8de04954f30e.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,644989,24419999,38ad187b-0556-42e2-8c38-8de04954f30e,2021-11-06 00:00:00.000,
,,,,1660,,1089788,90,0,,2021-11-08 05:55:02.800,,2021-11-07 06:00:02.384,,,,-1,120000,20,,,,1214.83,,64.41998,8f23e2e9-c31b-4f4c-a241-9d6423fe3e14.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1089788,16560000,8f23e2e9-c31b-4f4c-a241-9d6423fe3e14,2021-11-07 00:00:00.000,
,,,,5714,,3711405,90,0,,2021-11-09 03:53:27.618,,2021-11-08 06:00:02.121,,,,-1,420000,67,,,,4228.3296,,215.03003,653998ce-5c16-46a8-99e7-0f25802b460e.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,3711405,24960000,653998ce-5c16-46a8-99e7-0f25802b460e,2021-11-08 00:00:00.000,
,,,,618,,401504,90,0,,2021-11-10 06:00:00.828,,2021-11-09 08:00:00.949,,,,-1,60000,6,,,,457.68997,,23.219995,8225f0e3-d81e-4d31-82b8-b1bfbaf1d4d8.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,401504,45539999,8225f0e3-d81e-4d31-82b8-b1bfbaf1d4d8,2021-11-09 00:00:00.000,
,,,,1063,,676855,90,0,,2021-11-11 01:24:19.858,,2021-11-10 06:00:00.727,,,,-1,60000,12,,,,787.62,,41.629997,7ba51f53-f482-4ac1-99e2-8f5d198ba009.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,676855,41280000,7ba51f53-f482-4ac1-99e2-8f5d198ba009,2021-11-10 00:00:00.000,
,,,,2287,,1497902,90,0,,2021-11-12 10:30:14.597,,2021-11-11 06:14:20.438,,,,-1,180000,26,,,,1694.7501,,87.21999,497b0ad4-91e1-4631-a575-2ebe33a2c30c.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1497902,33539999,497b0ad4-91e1-4631-a575-2ebe33a2c30c,2021-11-11 00:00:00.000,
,,,,2758,,1774677,90,0,,2021-11-13 06:55:22.666,,2021-11-12 10:30:14.504,,,,-1,120000,32,,,,2013.25,,107.62999,9e2aa7fc-ea19-4402-a17e-ac9e09a4c840.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1774677,30000000,9e2aa7fc-ea19-4402-a17e-ac9e09a4c840,2021-11-12 00:00:00.000,
,,,,379,,252793,90,0,,2021-11-14 02:13:08.406,,2021-11-13 07:00:00.449,,,,-1,31349,4,,,,271.46,,13.049999,acc10cd9-ef62-4e94-98e5-6990f2911d7a.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,252793,28680000,acc10cd9-ef62-4e94-98e5-6990f2911d7a,2021-11-13 00:00:00.000,
,,,,1875,,1228494,90,0,,2021-11-15 05:39:55.484,,2021-11-14 05:00:00.503,,,,-1,120000,22,,,,1375.2504,,73.469986,0b7ca4f4-d280-48b7-befd-0a43ba979081.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1228494,36960000,0b7ca4f4-d280-48b7-befd-0a43ba979081,2021-11-14 00:00:00.000,
,,,,1188,,787667,90,0,,2021-11-16 04:55:14.187,,2021-11-15 06:00:00.755,,,,-1,60000,14,,,,873.5101,,45.379993,93131b81-d400-4bc6-b68a-3be446e20758.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,787667,39660000,93131b81-d400-4bc6-b68a-3be446e20758,2021-11-15 00:00:00.000,
,,,,947,,623585,90,0,,2021-11-17 03:33:50.954,,2021-11-16 06:00:02.755,,,,-1,60000,11,,,,696.7799,,36.54,eb68fa98-f0ca-427f-80af-abb75a68fc48.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,623585,27180000,eb68fa98-f0ca-427f-80af-abb75a68fc48,2021-11-16 00:00:00.000,
,,,,4007,,2626466,90,0,,2021-11-18 05:58:08.091,,2021-11-17 06:13:02.679,,,,-1,60000,47,,,,2968.4597,,152.75,8cc0f4e7-42a5-4bba-bf9c-ca14bd627036.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,2626466,32880000,8cc0f4e7-42a5-4bba-bf9c-ca14bd627036,2021-11-17 00:00:00.000,
,,,,1965,,1278489,90,0,,2021-11-19 00:51:39.914,,2021-11-18 06:00:01.929,,,,-1,120000,23,,,,1446.3699,,76.78999,967efe19-9dd3-45ca-b1e7-8804737025c8.extra_data.json,jBfEgmLJSx,5159,com.sec.android.app.shealth,1273330,27780000,967efe19-9dd3-45ca-b1e7-8804737025c8,2021-11-18 00:00:00.000,
,,,,796,,512196,90,0,,2021-11-20 07:01:15.268,,2021-11-19 06:00:02.515,,,,-1,60000,8,,,,588.82,,30.35,14e4e6e5-5873-41f6-aad5-57aec2bf7332.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,512196,45660000,14e4e6e5-5873-41f6-aad5-57aec2bf7332,2021-11-19 00:00:00.000,
,,,,1383,,916368,90,0,,2021-11-20 23:20:06.378,,2021-11-20 07:00:00.544,,,,-1,60000,16,,,,1012.8301,,52.86,c6b4760f-b20a-4dda-b29e-1c67d9660493.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,916368,31740000,c6b4760f-b20a-4dda-b29e-1c67d9660493,2021-11-20 00:00:00.000,
,,,,1918,,1258672,90,0,,2021-11-22 05:15:03.137,,2021-11-21 07:00:01.012,,,,-1,60000,22,,,,1421.2102,,72.729996,d6076b15-3bf5-412b-8e68-73ed2c5633c7.extra_data.json,jBfEgmLJSx,800,com.sec.android.app.shealth,1257872,14880000,d6076b15-3bf5-412b-8e68-73ed2c5633c7,2021-11-21 00:00:00.000,
,,,,2257,,1496658,90,0,,2021-11-23 05:56:11.140,,2021-11-22 06:00:00.528,,,,-1,60000,26,,,,1657.05,,86.83,9b6df2cc-cbd8-45da-8ed2-b3eca3e8a39d.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1496658,25800000,9b6df2cc-cbd8-45da-8ed2-b3eca3e8a39d,2021-11-22 00:00:00.000,
,,,,3323,,2204538,90,0,,2021-11-24 05:47:37.931,,2021-11-23 06:20:31.395,,,,-1,60000,40,,,,2487.2002,,121.31999,12eee2e7-6314-447e-af2d-1f0e896abc5f.extra_data.json,jBfEgmLJSx,800,com.sec.android.app.shealth,2203738,19800000,12eee2e7-6314-447e-af2d-1f0e896abc5f,2021-11-23 00:00:00.000,
,,,,1309,,852306,90,0,,2021-11-25 01:35:04.642,,2021-11-24 06:00:03.042,,,,-1,60000,15,,,,985.24005,,48.8,e6152fe4-014c-4440-92cc-deafce49a245.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,852306,35700000,e6152fe4-014c-4440-92cc-deafce49a245,2021-11-24 00:00:00.000,
,,,,2094,,1367200,90,0,,2021-11-26 01:15:02.225,,2021-11-25 05:00:01.410,,,,-1,60000,24,,,,1530.99,,82.079994,81b6f669-0465-4b90-b988-e470da09596a.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1367200,34860000,81b6f669-0465-4b90-b988-e470da09596a,2021-11-25 00:00:00.000,
,,,,1555,,1002411,90,0,,2021-11-27 05:58:26.877,,2021-11-26 05:00:01.117,,,,-1,60000,17,,,,1143.85,,59.959995,d35b2c71-1683-49b6-96a3-ec9ad7048fa2.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1002411,24600000,d35b2c71-1683-49b6-96a3-ec9ad7048fa2,2021-11-26 00:00:00.000,
,,,,1666,,1103158,90,0,,2021-11-28 05:35:02.000,,2021-11-27 06:00:00.522,,,,-1,120000,20,,,,1239.9999,,61.80001,fbba275a-d5ee-43c5-81d5-17654521494e.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1103158,36480000,fbba275a-d5ee-43c5-81d5-17654521494e,2021-11-27 00:00:00.000,
,,,,996,,664332,90,0,,2021-11-29 07:39:36.537,,2021-11-28 08:00:00.847,,,,-1,60000,12,,,,728.1699,,38.54999,2e999936-6faa-4f66-8906-caecbae167f9.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,664332,26520000,2e999936-6faa-4f66-8906-caecbae167f9,2021-11-28 00:00:00.000,
,,,,4176,,2705239,90,0,,2021-11-30 03:01:51.982,,2021-11-29 08:00:01.032,,,,-1,1260000,50,,,,3076.1003,,163.71002,897d0bd8-3b5d-4aa7-a926-ce69bd517221.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,2705239,21480000,897d0bd8-3b5d-4aa7-a926-ce69bd517221,2021-11-29 00:00:00.000,
,,,,1182,,758289,90,0,,2021-11-30 22:11:56.402,,2021-11-30 08:00:00.850,,,,-1,120000,13,,,,876.21,,44.739998,6a257775-fab2-4dfa-818a-d300433e2dc4.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,758289,33720000,6a257775-fab2-4dfa-818a-d300433e2dc4,2021-11-30 00:00:00.000,
,,,,2389,,1546623,90,0,,2021-12-02 06:00:01.824,,2021-12-01 07:00:00.586,,,,-1,120000,27,,,,1788.27,,86.830025,8fd5182b-adda-4c12-9d99-a7251cbef54a.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1546623,18059999,8fd5182b-adda-4c12-9d99-a7251cbef54a,2021-12-01 00:00:00.000,
,,,,1022,,674307,90,0,,2021-12-03 06:00:00.617,,2021-12-02 06:00:01.744,,,,-1,60000,12,,,,761.69,,37.98,ac55b336-b3c4-488c-80e6-73738a065635.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,674307,18840000,ac55b336-b3c4-488c-80e6-73738a065635,2021-12-02 00:00:00.000,
,,,,3125,,2037668,90,0,,2021-12-04 03:35:03.879,,2021-12-03 06:00:00.523,,,,-1,120000,36,,,,2354.9402,,117.55001,31d46bd1-2586-4317-b6d9-fbfd2558864d.extra_data.json,jBfEgmLJSx,2770,com.sec.android.app.shealth,2034898,16800000,31d46bd1-2586-4317-b6d9-fbfd2558864d,2021-12-03 00:00:00.000,
,,,,1549,,1009718,90,0,,2021-12-05 06:00:00.570,,2021-12-04 05:00:00.955,,,,-1,120000,17,,,,1157.1998,,56.53,3f270060-4d6f-49a5-891a-9659a29c9ab1.extra_data.json,jBfEgmLJSx,0,com.sec.android.app.shealth,1009718,23639999,3f270060-4d6f-49a5-891a-9659a29c9ab1,2021-12-04 00:00:00.000,
,,,,3573,,2303428,90,0,,2021-12-06 06:51:17.303,,2021-12-05 06:00:00.482,,,,-1,120000,42,,,,2675.2502,,134.78001,a400aaf7-eb05-4a73-973a-76c3c65946ec.extra_data.json,jBfEgmLJSx,8908,com.sec.android.app.shealth,2294520,23340000,a400aaf7-eb05-4a73-973a-76c3c65946ec,2021-12-05 00:00:00.000,
