com.samsung.shealth.badge,6305105,1
number_of_streak,start_time,exercise_type,device_type,status,sleep_coaching_session_uuid,update_time,create_time,source_pkg_name,key,program_id,is_shown,time_offset,extra_data,deviceuuid,pkg_name,exercise_data_uuid,controller_id,end_time,datauuid
,2024-02-09 08:00:00.000,,100003,1,,2024-02-10 04:35:38.637,2024-02-10 04:35:38.637,com.sec.android.app.shealth,step_milestone_10k_steps,,,UTC-0800,7837.759948253632,6+THe69Q8P,com.sec.android.app.shealth,,tracker.pedometer,2024-02-09 08:00:00.000,cb0a91d3-4aa4-4271-b07e-ef3a4eabe1c4,
0,2025-10-01 00:00:00.000,,,0,,2025-10-16 01:06:55.328,2025-10-01 04:00:08.813,,daily_activity_month_streak_oct,,,UTC+0000,{"a":false},6+THe69Q8P,com.sec.android.app.shealth,,tracker.daily_activity,2025-10-15 00:00:00.000,e33bda8d-b5f0-4884-819c-06692fcef205,
