com.samsung.shealth.exercise.weather,6305105,3
uv_index,sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,deviceuuid,exercise_id,pkg_name,wind_speed_unit,forecast_time,wind_speed,icon_info_id,datauuid
0.0,,2019-11-08 05:29:35.650,32.191814,,,Clear,,1,TWC,2019-11-08 05:44:48.811,2019-11-08 05:44:48.811,0,-110.84472,18.0,42,UTC+0000,BfdGMJKwGJ,4c443360-f337-71cb-c4d4-c071716f6891,com.sec.android.app.shealth,,,,18,7f0c7f0b-740c-6d09-1bb1-c6ca0bcc79cf,
