com.samsung.shealth.tracker.floors_day_summary,6305105,1
create_sh_ver,binning_data,modify_sh_ver,update_time,create_time,floor_count,version_code,deviceuuid,pkg_name,datauuid,day_time
62810050,,62810050,2024-10-23 16:51:13.227,2024-10-23 16:51:13.227,5,1,6+THe69Q8P,com.sec.android.app.shealth,af169f07-c25f-4468-a2dc-62ceadbdcfb5,1587859200000,
62810050,,62810050,2024-10-23 16:51:13.230,2024-10-23 16:51:13.230,3,1,6+THe69Q8P,com.sec.android.app.shealth,f920a8fd-642a-49df-b8c8-04ed22234c82,1584403200000,
62810050,,62810050,2024-10-23 16:51:13.234,2024-10-23 16:51:13.234,2,1,6+THe69Q8P,com.sec.android.app.shealth,b8e543a1-25c8-4462-92c2-907824b5ea99,1582675200000,
62810050,,62810050,2024-10-23 16:51:13.237,2024-10-23 16:51:13.237,1,1,6+THe69Q8P,com.sec.android.app.shealth,89dd215b-9fcc-4f75-ae8a-5a23b3f67b69,1600560000000,
62810050,,62810050,2024-10-23 16:51:13.240,2024-10-23 16:51:13.240,3,1,6+THe69Q8P,com.sec.android.app.shealth,1977dc78-747c-438b-ae1e-4e185d01f53e,1623024000000,
62810050,,62810050,2024-10-23 16:51:13.244,2024-10-23 16:51:13.244,28,1,6+THe69Q8P,com.sec.android.app.shealth,d0c7e76d-e855-419c-bc65-96dda2c5e1f3,1590710400000,
62810050,,62810050,2024-10-23 16:51:13.247,2024-10-23 16:51:13.247,4,1,6+THe69Q8P,com.sec.android.app.shealth,717199c9-a202-4c2d-bfe0-9a865af06308,1683849600000,
62810050,,62810050,2024-10-23 16:51:13.250,2024-10-23 16:51:13.250,6,1,6+THe69Q8P,com.sec.android.app.shealth,957e13e4-a4d3-4c6b-a97e-7def7cf75250,1588982400000,
62810050,,62810050,2024-10-23 16:51:13.254,2024-10-23 16:51:13.254,2,1,6+THe69Q8P,com.sec.android.app.shealth,7fd1022b-0f8e-4ae6-8865-ad847368a350,1583798400000,
62810050,,62810050,2024-10-23 16:51:13.257,2024-10-23 16:51:13.257,4,1,6+THe69Q8P,com.sec.android.app.shealth,f30407de-62f2-4fbd-9d5c-daa0cf4140a5,1587254400000,
62810050,,62810050,2024-10-23 16:51:13.260,2024-10-23 16:51:13.260,1,1,6+THe69Q8P,com.sec.android.app.shealth,2f2f4665-3119-455a-81c6-1b6d8cd63526,1652745600000,
62810050,,62810050,2024-10-23 16:51:13.263,2024-10-23 16:51:13.263,13,1,6+THe69Q8P,com.sec.android.app.shealth,8a4149cc-c55b-4740-af26-4a0da02c2f73,1587772800000,
62810050,,62810050,2024-10-23 16:51:13.266,2024-10-23 16:51:13.266,4,1,6+THe69Q8P,com.sec.android.app.shealth,95ee9d9f-350b-4949-aeb0-16b92edd64c3,1589500800000,
62810050,,62810050,2024-10-23 16:51:13.269,2024-10-23 16:51:13.269,3,1,6+THe69Q8P,com.sec.android.app.shealth,cb8f3001-a447-420c-a297-289e452bfcea,1571097600000,
62810050,,62810050,2024-10-23 16:51:13.273,2024-10-23 16:51:13.273,3,1,6+THe69Q8P,com.sec.android.app.shealth,8009e184-5b6d-4241-badb-be00c9f9b332,1588377600000,
62810050,,62810050,2024-10-23 16:51:13.277,2024-10-23 16:51:13.277,24,1,6+THe69Q8P,com.sec.android.app.shealth,32c04707-48bf-4371-b089-f7509da88361,1591833600000,
62810050,,62810050,2024-10-23 16:51:13.280,2024-10-23 16:51:13.280,2,1,6+THe69Q8P,com.sec.android.app.shealth,ae0c1c33-950c-41b5-bf4d-84b31a0d4199,1593561600000,
62810050,,62810050,2024-10-23 16:51:13.283,2024-10-23 16:51:13.283,1,1,6+THe69Q8P,com.sec.android.app.shealth,2677a893-cc4d-4e5a-9e20-1ee68ab8dd4a,1613692800000,
62810050,,62810050,2024-10-23 16:51:13.287,2024-10-23 16:51:13.287,2,1,6+THe69Q8P,com.sec.android.app.shealth,b9bb4a38-0fa1-4eda-b39f-4aa4c80e82ca,1572134400000,
62810050,,62810050,2024-10-23 16:51:13.289,2024-10-23 16:51:13.289,2,1,6+THe69Q8P,com.sec.android.app.shealth,937f2958-6ee2-4d64-98cd-e8acd157c472,1592956800000,
62810050,,62810050,2024-10-23 16:51:13.292,2024-10-23 16:51:13.292,4,1,6+THe69Q8P,com.sec.android.app.shealth,a189ff46-1e05-48c0-b45d-c2c8b8d03180,1571616000000,
62810050,,62810050,2024-10-23 16:51:13.295,2024-10-23 16:51:13.295,13,1,6+THe69Q8P,com.sec.android.app.shealth,7059997b-2332-4598-af6b-6fb9ff95abdb,1591747200000,
62810050,,62810050,2024-10-23 16:51:13.298,2024-10-23 16:51:13.298,1,1,6+THe69Q8P,com.sec.android.app.shealth,2b062c5e-de93-40dc-b8a5-79477fb31fc9,1590019200000,
62810050,,62810050,2024-10-23 16:51:13.300,2024-10-23 16:51:13.300,13,1,6+THe69Q8P,com.sec.android.app.shealth,6129be9b-8782-46bc-a087-60d7a9242fa3,1588291200000,
62810050,,62810050,2024-10-23 16:51:13.304,2024-10-23 16:51:13.304,11,1,6+THe69Q8P,com.sec.android.app.shealth,7fcb20d9-1318-40e5-aade-1d5ffe74ab8a,1674172800000,
62810050,,62810050,2024-10-23 16:51:13.307,2024-10-23 16:51:13.307,2,1,6+THe69Q8P,com.sec.android.app.shealth,12baf415-411d-49cb-b141-dbae0f5bdde0,1571011200000,
