com.samsung.shealth.tracker.pedometer_step_count,6305105,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
30940,4,0,42,2025-09-30 17:24:00.000,,,2025-09-30 17:27:27.851,2025-09-30 17:27:27.851,42,1.0,30.94,1.32,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:25:00.000,079b2a00-93ef-4295-bcbf-a27b36bfafbf,
5162,4,0,8,2025-09-30 17:25:00.000,,,2025-09-30 17:27:27.888,2025-09-30 17:27:27.888,8,1.2222222,6.31,0.25,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:26:00.000,23880b2e-9556-4bea-89b5-e2b1d203ef22,
49939,4,1,74,2025-09-30 17:29:00.000,,,2025-09-30 17:32:08.464,2025-09-30 17:32:08.464,75,1.1944444,59.65,2.65,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:30:00.000,8f1241fe-d33f-4f38-8cea-cf0203ece043,
5392,4,0,9,2025-09-30 17:30:00.000,,,2025-09-30 17:32:08.496,2025-09-30 17:32:08.496,9,1.25,6.74,0.27,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:31:00.000,1be8d688-30ed-48dc-81ac-9e0e62e3410b,
29152,4,0,42,2025-09-30 17:31:00.000,,,2025-09-30 17:32:08.514,2025-09-30 17:32:08.514,42,1.3055556,38.06,1.79,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:32:00.000,dd5c63f0-1db7-4764-9165-6b79e75a126e,
18510,4,0,29,2025-09-30 17:32:00.000,,,2025-09-30 17:32:58.951,2025-09-30 17:32:08.542,29,1.1587964,21.45,0.89,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:33:00.000,5cd9eb6e-efee-43dd-ab08-003438d17e25,
26279,4,0,43,2025-09-30 17:33:00.000,,,2025-09-30 17:35:01.720,2025-09-30 17:35:01.720,43,1.25,32.85,1.29,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:34:00.000,c62cc01f-c710-4eda-b1f3-f132aced2bc2,
40940,4,0,71,2025-09-30 17:34:00.000,,,2025-09-30 17:35:01.737,2025-09-30 17:35:01.737,71,1.3055556,53.45,2.17,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:35:00.000,1e53133b-0b77-4991-98d8-e6d30f206cbb,
13251,4,0,23,2025-09-30 17:35:00.000,,,2025-09-30 17:55:01.807,2025-09-30 17:55:01.807,23,1.3055556,17.3,0.69,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:36:00.000,51c494c7-48b3-448c-b8e3-793d22671d39,
42288,4,1,60,2025-09-30 17:36:00.000,,,2025-09-30 17:55:01.837,2025-09-30 17:55:01.837,61,1.25,52.86,2.44,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:37:00.000,b6a0f6c6-0f49-44a2-b444-0b807f160933,
27971,4,0,45,2025-09-30 17:37:00.000,,,2025-09-30 17:55:01.884,2025-09-30 17:55:01.884,45,1.1944444,33.41,1.39,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:38:00.000,9829e802-5f8d-4132-a9d1-1aa70583fc84,
23169,4,0,34,2025-09-30 17:38:00.000,,,2025-09-30 17:55:01.925,2025-09-30 17:55:01.925,34,1.0833334,25.1,1.05,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:39:00.000,6a2a1a19-b332-43e7-94c7-daf36687e4b6,
42210,4,0,62,2025-09-30 17:39:00.000,,,2025-09-30 17:55:01.956,2025-09-30 17:55:01.956,62,1.2222222,51.59,2.37,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:40:00.000,129778dd-b46f-4ecf-9a2a-d3022b5ff48d,
8804,4,0,15,2025-09-30 17:40:00.000,,,2025-09-30 17:55:01.991,2025-09-30 17:55:01.991,15,1.2777778,11.25,0.45,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:41:00.000,a4f94033-1b44-4541-b3b9-64bc8164bab3,
37936,4,0,62,2025-09-30 17:41:00.000,,,2025-09-30 17:55:02.007,2025-09-30 17:55:02.007,62,1.25,47.42,2.02,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:42:00.000,82b78e73-5e8f-4106-97ea-ed3d4e13d7c6,
47984,4,0,80,2025-09-30 17:42:00.000,,,2025-09-30 17:55:02.029,2025-09-30 17:55:02.029,80,1.25,59.98,2.44,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:43:00.000,5cc01c17-b4ca-4899-b8a8-c2b8fff62a6c,
37290,4,0,58,2025-09-30 17:43:00.000,,,2025-09-30 17:55:02.054,2025-09-30 17:55:02.054,58,1.1388888,42.47,1.79,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:44:00.000,82226048-2227-4c22-80f8-a3e92b443b2a,
25744,4,0,40,2025-09-30 17:44:00.000,,,2025-09-30 17:55:02.068,2025-09-30 17:55:02.068,40,1.1388888,29.32,1.22,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:45:00.000,4bb44d79-3059-48e8-8ccc-aa42a4e2b251,
6970,4,0,12,2025-09-30 17:45:00.000,,,2025-09-30 17:55:02.090,2025-09-30 17:55:02.090,12,1.3055556,9.1,0.38,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 17:46:00.000,f28afd5b-9449-40c6-8c99-26d64c55bcb7,
31956,4,0,48,2025-09-30 21:03:00.000,,,2025-09-30 21:10:45.409,2025-09-30 21:10:45.409,48,1.0833334,34.62,1.5,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 21:04:00.000,2c64537c-0cbf-47cf-8be3-751c06978720,
39647,4,0,58,2025-09-30 21:04:00.000,,,2025-09-30 21:10:45.436,2025-09-30 21:10:45.436,58,1.0555556,41.85,1.77,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 21:05:00.000,c91d87e3-4a70-4263-9c71-9adab184d972,
16163,4,0,24,2025-09-30 21:07:00.000,,,2025-09-30 21:10:45.486,2025-09-30 21:10:45.486,24,1.0833334,17.51,0.74,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 21:08:00.000,92ec2f10-a93e-4d17-8e3b-970d46c954f1,
4512,4,0,7,2025-09-30 21:10:00.000,,,2025-09-30 21:10:45.884,2025-09-30 21:10:45.884,7,1.1944444,5.39,0.23,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 21:11:00.000,3f42dc4d-0553-4899-b654-feb2ffa3fb3d,
32378,4,0,60,2025-09-30 22:36:00.000,,,2025-09-30 22:40:26.320,2025-09-30 22:40:26.320,60,1.4166666,45.87,1.84,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 22:37:00.000,aef0d1e9-50ee-4f9a-bd97-1e21c99674e2,
5171,4,0,8,2025-09-30 22:37:00.000,,,2025-09-30 22:40:26.343,2025-09-30 22:40:26.343,8,1.1388888,5.89,0.26,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 22:38:00.000,e6ce5757-f7ca-41d8-bc4f-5f0cbea2aa69,
25209,4,0,37,2025-09-30 23:28:00.000,,,2025-09-30 23:35:00.227,2025-09-30 23:35:00.227,37,1.0555556,26.61,1.17,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 23:29:00.000,46d8df07-a86a-4034-80a9-4fd795f6feac,
17448,4,0,22,2025-09-30 23:29:00.000,,,2025-09-30 23:35:00.244,2025-09-30 23:35:00.244,22,0.8888889,15.51,0.72,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 23:30:00.000,1636e3b1-dbda-4a75-8141-1d3336682d8f,
20530,4,0,28,2025-09-30 23:30:00.000,,,2025-09-30 23:35:00.263,2025-09-30 23:35:00.263,28,0.9722222,19.96,0.9,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 23:31:00.000,cc178336-d014-46d2-b2b2-1ee50d09b9b6,
37560,4,0,63,2025-09-30 23:31:00.000,,,2025-09-30 23:35:00.278,2025-09-30 23:35:00.278,63,1.25,46.95,1.91,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 23:32:00.000,49ac7fb7-cf5e-4500-aa82-89545f1b82a2,
25020,4,0,43,2025-09-30 23:32:00.000,,,2025-09-30 23:35:00.295,2025-09-30 23:35:00.295,43,1.2777778,31.97,1.33,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 23:33:00.000,47a35e83-193d-4b63-86d7-2728115166cd,
23969,4,0,38,2025-09-30 23:33:00.000,,,2025-09-30 23:35:00.313,2025-09-30 23:35:00.313,38,1.1944444,28.63,1.13,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 23:34:00.000,b42d3be1-7b33-4af1-9a37-992acd4e5cb1,
19707,4,0,27,2025-09-30 23:34:00.000,,,2025-09-30 23:35:00.328,2025-09-30 23:35:00.328,27,0.97222227,19.16,0.87,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 23:35:00.000,28947db6-e94c-43b5-a5ac-37452cb5883a,
35990,4,0,53,2025-09-30 23:35:00.000,,,2025-09-30 23:55:00.212,2025-09-30 23:55:00.212,53,1.0833334,38.99,1.62,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 23:36:00.000,5d925268-0c3f-4876-95b8-de25539c5d1c,
18968,4,0,32,2025-09-30 23:36:00.000,,,2025-09-30 23:55:00.232,2025-09-30 23:55:00.232,32,1.25,23.71,0.99,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 23:37:00.000,a77fe9ad-d534-409f-87a5-ca80566c7e8c,
54886,4,0,83,2025-09-30 23:37:00.000,,,2025-09-30 23:55:00.256,2025-09-30 23:55:00.256,83,1.1388888,62.51,2.69,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 23:38:00.000,3ac01fe5-f3a4-4c7b-8181-bb323bf9dbeb,
31531,4,0,42,2025-09-30 23:38:00.000,,,2025-09-30 23:55:00.278,2025-09-30 23:55:00.278,42,0.9444444,29.78,1.29,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 23:39:00.000,9f3e5cee-af9e-4752-86e0-c3b380c2c1b3,
47436,4,0,70,2025-09-30 23:39:00.000,,,2025-09-30 23:55:00.304,2025-09-30 23:55:00.304,70,1.0833334,51.39,2.14,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 23:40:00.000,9a6c9d13-7ff4-46d1-9c34-6478587d054c,
26803,4,0,44,2025-09-30 23:40:00.000,,,2025-09-30 23:55:00.330,2025-09-30 23:55:00.330,44,1.2222222,32.76,1.35,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-09-30 23:41:00.000,81f7a0fa-f025-4498-b483-65a7c699fd26,
51605,4,0,91,2025-10-01 13:33:00.000,,,2025-10-01 13:33:59.555,2025-10-01 13:33:11.578,91,1.3333846,68.80995,2.6699982,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 13:34:00.000,713cfff6-32b8-4aa5-beb4-e30ecf2bd230,
19162,4,0,28,2025-10-01 13:34:00.000,,,2025-10-01 13:34:59.375,2025-10-01 13:34:00.238,28,1.0536234,20.189999,0.9099997,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 13:35:00.000,e8b01c2b-e53b-418f-b9d4-0d61200e140b,
13467,4,0,19,2025-10-01 13:35:00.000,,,2025-10-01 13:35:13.124,2025-10-01 13:35:00.191,19,1.0106078,13.610001,0.5799999,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 13:36:00.000,1e9f02d4-e20c-4d6c-b338-40b9e2cd4206,
10819,4,0,17,2025-10-01 13:46:00.000,,,2025-10-01 13:46:59.907,2025-10-01 13:46:52.298,17,1.158046,12.529999,0.53,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 13:47:00.000,65703c0b-786b-44bd-a51b-d9e57a063fc2,
38554,4,0,68,2025-10-01 13:47:00.000,,,2025-10-01 13:47:43.529,2025-10-01 13:47:00.537,68,1.3357707,51.50001,2.0599988,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 13:48:00.000,bed922a5-8da9-4c69-a52b-f575d507e883,
11472,4,0,17,2025-10-01 16:56:00.000,,,2025-10-01 16:57:43.753,2025-10-01 16:57:43.753,17,1.0555555,12.11,0.57,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 16:57:00.000,33903952-37af-45c5-82fa-e8f8e44c310e,
38429,4,0,60,2025-10-01 16:57:00.000,,,2025-10-01 16:57:59.503,2025-10-01 16:57:43.799,60,1.1470221,44.080006,1.8199999,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 16:58:00.000,e3411267-11aa-4b2f-bf7c-fd0a6444ef5a,
33942,4,0,51,2025-10-01 16:58:00.000,,,2025-10-01 16:58:52.650,2025-10-01 16:58:00.162,51,1.09539,37.179996,1.5599991,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 16:59:00.000,5bbfed7a-a42d-42aa-90f1-8095c1acece2,
28870,4,0,41,2025-10-01 16:59:00.000,,,2025-10-01 17:03:48.489,2025-10-01 16:59:37.693,41,1.0259764,29.619999,1.25,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 17:00:00.000,b55abb6e-2b0f-408b-bdf3-0a8caba31199,
46876,4,0,81,2025-10-01 17:00:00.000,,,2025-10-01 17:03:48.526,2025-10-01 17:03:48.526,81,1.3055556,61.2,2.47,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 17:01:00.000,81a925f0-6df5-4cc8-8a88-9f21697c73f3,
32891,4,0,51,2025-10-01 17:01:00.000,,,2025-10-01 17:03:48.546,2025-10-01 17:03:48.546,51,1.1388888,37.46,1.55,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 17:02:00.000,00c7eb88-5ff3-4243-a8b4-64b87117032c,
26372,4,0,42,2025-10-01 17:02:00.000,,,2025-10-01 17:03:48.591,2025-10-01 17:03:48.591,42,1.1944444,31.5,1.27,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 17:03:00.000,8e7dc267-7f0b-428c-b6b5-851d23e24bc4,
45224,4,1,62,2025-10-01 17:03:00.000,,,2025-10-01 17:03:53.641,2025-10-01 17:03:48.625,63,1.1292472,51.07,2.3299997,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 17:04:00.000,d5d05fff-597c-41d2-8bc9-75a652192952,
28388,4,0,45,2025-10-01 17:05:00.000,,,2025-10-01 17:07:11.355,2025-10-01 17:07:11.355,45,1.1666666,33.12,1.38,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 17:06:00.000,c44c90db-cdb2-4ceb-a4a1-e4b907510940,
34595,4,0,54,2025-10-01 17:06:00.000,,,2025-10-01 17:07:11.388,2025-10-01 17:07:11.388,54,1.1388888,39.4,1.68,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 17:07:00.000,f2088a58-9046-418d-9d7e-48730680afa7,
17261,4,0,27,2025-10-01 17:07:00.000,,,2025-10-01 17:07:21.127,2025-10-01 17:07:11.418,27,1.1476655,19.809998,0.82999986,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 17:08:00.000,8473df78-6f1c-410c-9457-d950541095f3,
59428,4,0,85,2025-10-01 17:08:00.000,,,2025-10-01 17:09:27.532,2025-10-01 17:09:27.532,85,1.0555556,62.73,2.69,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 17:09:00.000,3e0bc7a0-580a-4db2-9716-0c66102a9398,
33261,4,3,47,2025-10-01 17:09:00.000,,,2025-10-01 17:13:57.642,2025-10-01 17:09:27.565,50,1.1328334,37.679996,1.6599998,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 17:10:00.000,5c187197-03d8-40e9-a316-06df52d01e7c,
28823,4,2,47,2025-10-01 17:10:00.000,,,2025-10-01 17:13:57.669,2025-10-01 17:13:57.669,49,1.2777778,36.83,1.54,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 17:11:00.000,f7c84fe2-278c-420d-84c1-974b52d2d1a0,
27375,4,0,48,2025-10-01 17:47:00.000,,,2025-10-01 17:55:01.977,2025-10-01 17:55:01.977,48,1.3055556,35.74,1.49,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 17:48:00.000,c62eaa31-4816-456f-9046-105e2b21eb99,
48772,4,0,86,2025-10-01 17:48:00.000,,,2025-10-01 17:55:01.995,2025-10-01 17:55:01.995,86,1.3333334,65.03,2.61,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 17:49:00.000,00a7fb64-4f42-42d7-8c72-28584257744c,
21670,4,0,43,2025-10-01 17:49:00.000,,,2025-10-01 17:55:02.009,2025-10-01 17:55:02.009,43,1.5555556,33.71,1.27,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 17:50:00.000,71ad50bd-bbe0-4e4a-9057-0f4017bd8359,
11225,4,0,18,2025-10-01 17:50:00.000,,,2025-10-01 17:55:02.026,2025-10-01 17:55:02.026,18,1.2222222,13.72,0.57,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 17:51:00.000,8fd4f3a2-38b3-4171-9eb5-c056ed636268,
9711,4,0,16,2025-10-01 17:52:00.000,,,2025-10-01 17:55:02.053,2025-10-01 17:55:02.053,16,1.2222222,11.87,0.5,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 17:53:00.000,72e5df87-0921-4d0d-8cce-59b01a329a99,
60000,4,0,105,2025-10-01 17:53:00.000,,,2025-10-01 17:55:02.067,2025-10-01 17:55:02.067,105,1.3180001,79.08,3.17,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 17:54:00.000,5516e461-7634-4bb7-b1b8-028712c5e5a6,
19057,4,0,33,2025-10-01 17:54:00.000,,,2025-10-01 17:55:02.080,2025-10-01 17:55:02.080,33,1.3055556,24.88,0.99,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 17:55:00.000,377c3cc9-524a-41cd-95a0-8c53d6e508cf,
21189,4,0,34,2025-10-01 18:15:00.000,,,2025-10-01 18:35:01.987,2025-10-01 18:35:01.987,34,1.1944444,25.31,1.06,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 18:16:00.000,90070d5c-5788-4ce5-bb48-b76f2a30915d,
49159,4,0,85,2025-10-01 18:16:00.000,,,2025-10-01 18:35:02.003,2025-10-01 18:35:02.003,85,1.3055556,64.18,2.57,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 18:17:00.000,dea01e83-94c1-44ff-b740-12b9c956bd9a,
20050,4,0,28,2025-10-01 18:22:00.000,,,2025-10-01 18:35:02.021,2025-10-01 18:35:02.021,28,1.0,20.05,0.89,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 18:23:00.000,4267b69b-8dd8-4830-8fa3-e4267c1b504b,
21132,4,0,32,2025-10-01 18:42:00.000,,,2025-10-01 18:55:02.028,2025-10-01 18:55:02.028,32,1.1111112,23.48,1.03,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 18:43:00.000,c54b053b-0285-41dc-9e14-5907d11be97c,
20561,4,0,28,2025-10-01 18:43:00.000,,,2025-10-01 18:55:02.045,2025-10-01 18:55:02.045,28,0.9722222,19.99,0.87,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 18:44:00.000,33ce2c7f-400e-46cb-92fc-b19af07eddff,
13746,4,0,20,2025-10-01 18:45:00.000,,,2025-10-01 18:55:02.073,2025-10-01 18:55:02.073,20,1.0555556,14.51,0.65,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 18:46:00.000,c24e50f2-f2fd-4e66-83a9-08ee571a0bae,
3276,4,0,5,2025-10-01 18:46:00.000,,,2025-10-01 18:55:02.088,2025-10-01 18:55:02.088,5,1.1111112,3.64,0.15,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 18:47:00.000,64c0b246-f017-41b2-918c-a7d029cc1b4c,
14506,4,0,20,2025-10-01 18:47:00.000,,,2025-10-01 18:55:02.104,2025-10-01 18:55:02.104,20,1.2222222,17.73,0.83,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 18:48:00.000,04881603-5401-4d5e-831d-9183eaef57ff,
23708,4,0,32,2025-10-01 18:50:00.000,,,2025-10-01 18:55:02.128,2025-10-01 18:55:02.128,32,0.9722222,23.05,1.01,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 18:51:00.000,915ef432-b347-44cd-9425-d4d0a3916a28,
8978,4,0,12,2025-10-01 18:51:00.000,,,2025-10-01 18:55:02.346,2025-10-01 18:55:02.346,12,0.94444436,8.48,0.39,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 18:52:00.000,3136cab6-d946-4db1-800d-df38ebe1cd19,
26916,4,0,39,2025-10-01 18:58:00.000,,,2025-10-01 19:15:02.029,2025-10-01 19:15:02.029,39,1.0833334,29.16,1.22,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 18:59:00.000,cb4f53a5-5444-496b-b35a-d383e37a9844,
24830,4,0,36,2025-10-01 18:59:00.000,,,2025-10-01 19:15:02.044,2025-10-01 19:15:02.044,36,1.0555556,26.21,1.1,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 19:00:00.000,69a41611-4a1b-4091-8cea-fbf3116ad991,
7087,4,0,9,2025-10-01 19:00:00.000,,,2025-10-01 19:15:02.061,2025-10-01 19:15:02.061,9,0.8888889,6.3,0.27,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 19:01:00.000,0248d72f-0ce5-405b-9939-f4a9aca94680,
48078,4,0,73,2025-10-01 19:03:00.000,,,2025-10-01 19:15:02.083,2025-10-01 19:15:02.083,73,1.111111,53.42,2.27,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 19:04:00.000,126a8fa2-5c98-4566-8f39-339cb4f887e1,
8649,4,0,13,2025-10-01 19:09:00.000,,,2025-10-01 19:15:02.107,2025-10-01 19:15:02.107,13,1.0833334,9.37,0.42,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 19:10:00.000,cc1fe93a-5809-4ef9-9dd4-6bbec8ab6776,
32314,4,0,47,2025-10-01 19:14:00.000,,,2025-10-01 19:15:02.124,2025-10-01 19:15:02.124,47,1.0555556,34.11,1.46,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 19:15:00.000,3133ed31-3eac-4242-bb16-a565f1270a10,
7162,4,0,10,2025-10-01 19:15:00.000,,,2025-10-01 19:17:45.934,2025-10-01 19:17:45.934,10,1.0555556,7.56,0.32,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 19:16:00.000,b235d23f-854f-4b6c-8c56-018155364e0c,
32178,4,0,54,2025-10-01 19:18:00.000,,,2025-10-01 19:18:59.710,2025-10-01 19:18:06.236,54,1.2791216,41.159992,1.6599994,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 19:19:00.000,4b27f6e0-dd96-412b-aa71-9e0011a661b1,
17371,4,0,25,2025-10-01 19:19:00.000,,,2025-10-01 19:22:49.709,2025-10-01 19:19:00.342,25,1.0373331,18.02,0.75,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 19:20:00.000,7da1562b-7855-434b-9b4a-774879b041b4,
9348,4,0,16,2025-10-01 19:22:00.000,,,2025-10-01 19:22:59.482,2025-10-01 19:22:53.565,16,1.273971,11.91,0.5,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 19:23:00.000,51321f3a-9fc1-4b85-a4de-436dc61b327d,
32966,4,0,58,2025-10-01 19:23:00.000,,,2025-10-01 19:35:02.032,2025-10-01 19:23:00.135,58,1.3289349,43.81,1.76,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 19:24:00.000,8c7ad4db-6a78-4f00-9868-ba17a5da369c,
52821,4,0,87,2025-10-01 19:25:00.000,,,2025-10-01 19:35:02.052,2025-10-01 19:35:02.052,87,1.2222222,64.56,2.63,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 19:26:00.000,fa47aef2-264f-4119-a300-9d86aa676ab9,
21313,4,0,35,2025-10-01 19:26:00.000,,,2025-10-01 19:35:02.065,2025-10-01 19:35:02.065,35,1.2222222,26.05,1.05,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 19:27:00.000,3a0a4fd4-1d93-4b6a-b4b6-80bdea43774a,
6546,4,0,12,2025-10-01 19:29:00.000,,,2025-10-01 19:35:02.078,2025-10-01 19:35:02.078,12,1.3611112,8.91,0.38,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 19:30:00.000,a3f30f16-4b2f-4c1e-b034-65e8f52286ff,
12523,4,5,19,2025-10-01 19:31:00.000,,,2025-10-01 19:35:02.091,2025-10-01 19:35:02.091,24,2.6111112,32.7,1.85,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 19:32:00.000,6aa0a6ba-b5b6-42b4-9b86-060342875d13,
12843,4,5,20,2025-10-01 19:41:00.000,,,2025-10-01 19:44:45.237,2025-10-01 19:44:45.237,25,2.0555556,26.4,1.46,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 19:42:00.000,2b36c025-1efb-470e-bb24-1e68d3ce7dac,
60000,4,0,108,2025-10-01 19:43:00.000,,,2025-10-01 19:44:45.270,2025-10-01 19:44:45.270,108,1.427,85.62,3.58,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 19:44:00.000,781e9804-efd9-4e12-9923-1f5ece063a84,
56102,4,0,98,2025-10-01 19:44:00.000,,,2025-10-01 19:44:59.961,2025-10-01 19:44:45.319,98,1.3204466,74.079994,2.9399993,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 19:45:00.000,cd420a98-26d6-4c4e-8721-1d907aeb78a5,
9576,4,0,16,2025-10-01 19:45:00.000,,,2025-10-01 19:45:09.817,2025-10-01 19:45:00.612,16,1.2394629,11.869998,0.48,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 19:46:00.000,3ea71116-62ba-4cb4-858b-18f50f9e4d63,
60000,4,0,118,2025-10-01 20:01:00.000,,,2025-10-01 20:15:02.121,2025-10-01 20:15:02.121,118,1.4908332,89.45,3.6,UTC-0400,6+THe69Q8P,com.sec.android.app.shealth,2025-10-01 20:02:00.000,933a2ead-f479-4ba4-bfb5-1656e69bbdd0,
