com.samsung.shealth.tracker.pedometer_step_count,6305105,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
22810,4,5,41,2025-09-21 18:33:00.000,,,2025-09-21 18:35:02.237,2025-09-21 18:35:02.237,46,1.6111112,36.75,1.57,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 18:34:00.000,0c3ba57f-d491-4e1f-9fea-04c560740c05,
30141,4,0,49,2025-09-21 18:34:00.000,,,2025-09-21 18:35:02.251,2025-09-21 18:35:02.251,49,1.2222222,36.84,1.49,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 18:35:00.000,e5e20457-718b-4f00-ad61-36d97f1a36d5,
16084,4,3,19,2025-09-21 18:36:00.000,,,2025-09-21 18:55:02.196,2025-09-21 18:55:02.196,22,1.6388888,26.36,1.43,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 18:37:00.000,d428e42c-5e5d-470f-b20f-ffaaf73e28fa,
57754,4,0,91,2025-09-21 18:38:00.000,,,2025-09-21 18:55:02.211,2025-09-21 18:55:02.211,91,1.1666666,67.38,2.77,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 18:39:00.000,e26e8ea8-387e-4385-b414-2ddee6dab1df,
58955,4,0,102,2025-09-21 18:39:00.000,,,2025-09-21 18:55:02.225,2025-09-21 18:55:02.225,102,1.3055556,76.97,3.06,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 18:40:00.000,eae1cd7d-89fe-4e51-a762-f8a079c9d63f,
31194,4,0,53,2025-09-21 18:40:00.000,,,2025-09-21 18:55:02.240,2025-09-21 18:55:02.240,53,1.2777778,39.86,1.59,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 18:41:00.000,7df89b96-f88d-448f-a52f-49aecaec8df1,
15514,4,0,30,2025-09-21 19:43:00.000,,,2025-09-21 19:49:50.895,2025-09-21 19:49:50.895,30,1.4444444,22.41,0.95,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 19:44:00.000,6d8c18e4-3162-486a-8d0a-78ae889ef750,
18732,4,0,40,2025-09-21 19:49:00.000,,,2025-09-21 19:49:50.994,2025-09-21 19:49:50.994,40,1.6388888,30.7,1.25,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 19:50:00.000,e8443570-ad6c-45d5-8b34-98f48cc112a9,
7192,4,0,12,2025-09-21 20:53:00.000,,,2025-09-21 20:53:38.837,2025-09-21 20:53:38.837,12,1.3055556,9.39,0.3,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 20:54:00.000,3504119c-013e-4379-89da-3cb6bd041c7f,
2694,4,1,6,2025-09-21 20:54:00.000,,,2025-09-21 20:54:03.130,2025-09-21 20:54:02.202,7,6.9444437,18.710001,1.15,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 20:55:00.000,e4ed55aa-2f33-4797-b8c1-d596e70a4506,
51752,4,0,85,2025-09-21 20:59:00.000,,,2025-09-21 20:59:59.686,2025-09-21 20:59:47.972,85,1.214048,62.829998,2.6099994,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 21:00:00.000,d45696ce-b48d-4137-a86b-431cbf909a5c,
45671,4,0,74,2025-09-21 21:00:00.000,,,2025-09-21 21:00:54.517,2025-09-21 21:00:00.401,74,1.2114772,55.330013,2.1699986,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 21:01:00.000,6b04237c-288c-49ba-9ade-a3cf4e139aef,
43835,4,0,66,2025-09-21 21:01:00.000,,,2025-09-21 21:01:59.368,2025-09-21 21:01:21.971,66,1.0890738,47.739998,2.0499992,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 21:02:00.000,9404cb3f-9079-4ea3-9ee6-7950523a2300,
8609,4,0,13,2025-09-21 21:02:00.000,,,2025-09-21 21:03:23.265,2025-09-21 21:02:00.208,13,1.0999291,9.47,0.41,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 21:03:00.000,5b7525b4-5dac-4a1e-90d7-20573f92aa74,
18452,4,0,29,2025-09-21 21:03:00.000,,,2025-09-21 21:03:48.062,2025-09-21 21:03:23.296,29,1.1640592,21.480001,0.9099999,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 21:04:00.000,af7357df-e1b0-4dc5-a5e8-96d2102e047d,
9362,4,0,15,2025-09-21 21:06:00.000,,,2025-09-21 21:06:54.408,2025-09-21 21:06:47.893,15,1.2219198,11.439999,0.46,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 21:07:00.000,dd51061d-6a51-4e86-b06a-f10250c87040,
6562,4,0,9,2025-09-21 21:07:00.000,,,2025-09-21 21:07:14.723,2025-09-21 21:07:12.189,9,0.978275,6.42,0.3,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 21:08:00.000,f1aa943b-e18a-4ce5-8d8b-c718ec353bd5,
9126,4,0,13,2025-09-21 21:09:00.000,,,2025-09-21 21:09:15.323,2025-09-21 21:09:09.644,13,1.0244807,9.35,0.41,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 21:10:00.000,7d53c79b-4611-48dd-812b-599dd6729974,
5884,4,0,11,2025-09-21 21:11:00.000,,,2025-09-21 21:11:20.493,2025-09-21 21:11:20.493,11,1.4444444,8.5,0.35,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 21:12:00.000,b3595e45-9a9f-4a6d-89ef-8fa8a2562241,
6576,4,0,10,2025-09-21 21:13:00.000,,,2025-09-21 21:15:00.329,2025-09-21 21:13:57.351,10,1.1388888,7.49,0.32,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 21:14:00.000,c98f1e3a-ab31-4b3d-9a94-e131a3c1c3b5,
38075,4,0,66,2025-09-21 21:14:00.000,,,2025-09-21 21:15:00.348,2025-09-21 21:15:00.348,66,1.3055556,49.71,2.02,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 21:15:00.000,375c3123-5d2f-4970-89df-af261a651452,
56813,4,0,110,2025-09-21 21:15:00.000,,,2025-09-21 21:35:00.422,2025-09-21 21:35:00.422,110,1.5,85.22,3.3,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 21:16:00.000,b8c46211-db76-4d33-9ccc-9f9cd20d3fb4,
37122,4,1,62,2025-09-21 21:16:00.000,,,2025-09-21 21:35:00.441,2025-09-21 21:35:00.441,63,1.4166666,52.59,2.32,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-21 21:17:00.000,e782077f-8bfb-4ade-9f2e-5e8a9f6d92fb,
49442,4,0,76,2025-09-22 02:53:00.000,,,2025-09-22 02:54:55.429,2025-09-22 02:54:55.429,76,1.3055556,64.55,2.9,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 02:54:00.000,acbb1c6f-dba1-4639-9f5c-2ac74fa80a7a,
15900,4,0,28,2025-09-22 03:06:00.000,,,2025-09-22 03:15:00.912,2025-09-22 03:15:00.912,28,1.3333334,21.2,0.88,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 03:07:00.000,229144dd-2e7f-4921-ac08-e486aff9a144,
43591,4,8,68,2025-09-22 03:07:00.000,,,2025-09-22 03:15:00.927,2025-09-22 03:15:00.927,76,1.6111112,70.23,3.29,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 03:08:00.000,ba188710-e63a-400c-bf43-4b68a0bfcc2e,
35701,4,0,62,2025-09-22 03:08:00.000,,,2025-09-22 03:15:00.949,2025-09-22 03:15:00.949,62,1.3055556,46.61,1.9,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 03:09:00.000,173684e9-331c-4685-88e4-72ec04fbf5b4,
44010,4,0,72,2025-09-22 03:09:00.000,,,2025-09-22 03:15:00.967,2025-09-22 03:15:00.967,72,1.2222222,53.79,2.26,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 03:10:00.000,a1d4966d-c15e-44e4-9ef5-6b53b34c1318,
34780,4,0,62,2025-09-22 03:10:00.000,,,2025-09-22 03:15:00.986,2025-09-22 03:15:00.986,62,1.3611112,47.34,1.9,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 03:11:00.000,3450d34b-ddc4-4f55-9ea1-6fb2029fa726,
32885,4,0,53,2025-09-22 03:11:00.000,,,2025-09-22 03:15:01.004,2025-09-22 03:15:01.004,53,1.1944444,39.28,1.66,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 03:12:00.000,43e6fd40-2a9b-42e0-9e13-a669305e42d4,
38019,4,0,59,2025-09-22 03:12:00.000,,,2025-09-22 03:15:01.020,2025-09-22 03:15:01.020,59,1.1388888,43.3,1.79,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 03:13:00.000,826031b8-2d21-4d93-85fd-2fa9332bf0bf,
32679,4,0,67,2025-09-22 03:13:00.000,,,2025-09-22 03:15:01.039,2025-09-22 03:15:01.039,67,1.6111112,52.65,2.04,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 03:14:00.000,970cecae-e052-42b0-9659-1779f20c1db0,
56300,4,3,80,2025-09-22 03:14:00.000,,,2025-09-22 03:15:01.057,2025-09-22 03:15:01.057,83,1.2777778,71.94,3.28,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 03:15:00.000,aa31440f-7cb1-4c61-bf30-87c45a21a877,
24920,4,4,44,2025-09-22 03:15:00.000,,,2025-09-22 03:35:00.932,2025-09-22 03:35:00.932,48,1.5,37.38,1.57,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 03:16:00.000,6e1dfb08-3d4c-4431-b63f-b39519ee4c30,
23911,4,0,44,2025-09-22 03:16:00.000,,,2025-09-22 03:35:00.947,2025-09-22 03:35:00.947,44,1.3888888,33.21,1.36,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 03:17:00.000,1aaf7122-43c9-495d-bbb3-e75b6ab08397,
8632,4,0,16,2025-09-22 03:17:00.000,,,2025-09-22 03:35:00.976,2025-09-22 03:35:00.976,16,1.4166666,12.23,0.5,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 03:18:00.000,9eb14710-abe5-4c77-b97a-f7d3105888b1,
7312,4,0,13,2025-09-22 06:02:00.000,,,2025-09-22 06:02:10.730,2025-09-22 06:02:10.169,13,1.3333334,9.75,0.33,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 06:03:00.000,2b79f26f-d3bc-4457-a9a4-5dc429a7fc78,
10242,4,0,19,2025-09-22 06:19:00.000,,,2025-09-22 06:35:01.183,2025-09-22 06:35:01.183,19,1.4166666,14.51,0.61,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 06:20:00.000,e5d78e4e-3bcd-4052-acca-903f639d362c,
10189,4,0,15,2025-09-22 06:44:00.000,,,2025-09-22 06:44:40.288,2025-09-22 06:44:38.757,15,1.3317673,13.57,0.55999994,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 06:45:00.000,a43ff77e-94a9-45d7-b05a-5ff403673598,
33488,4,0,46,2025-09-22 06:46:00.000,,,2025-09-22 06:55:01.165,2025-09-22 06:46:15.858,46,1.1487497,38.47,1.8299997,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 06:47:00.000,ff1fc3df-3850-4a95-bedc-23226e05e280,
9036,4,0,16,2025-09-22 06:47:00.000,,,2025-09-22 06:55:01.182,2025-09-22 06:55:01.182,16,1.3888888,12.55,0.51,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 06:48:00.000,40f949c9-8d61-4176-b35e-915e369284f7,
58155,4,0,102,2025-09-22 07:11:00.000,,,2025-09-22 07:15:01.324,2025-09-22 07:15:01.324,102,1.3333334,77.54,3.1,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 07:12:00.000,540e31aa-588f-4838-a1c0-fd6a0c33f4cf,
50971,4,0,87,2025-09-22 07:12:00.000,,,2025-09-22 07:15:01.340,2025-09-22 07:15:01.340,87,1.2777778,65.13,2.63,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 07:13:00.000,e555ca70-63f3-4fec-97c2-426cc7d3c301,
26017,4,0,45,2025-09-22 07:13:00.000,,,2025-09-22 07:15:01.358,2025-09-22 07:15:01.358,45,1.3333334,34.69,1.39,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 07:14:00.000,e3c83ae2-a206-461d-8bf0-90e4be0e0365,
1314,4,0,2,2025-09-22 07:14:00.000,,,2025-09-22 07:15:01.371,2025-09-22 07:15:01.371,2,1.1111112,1.46,0.06,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 07:15:00.000,568d78a3-beb8-4db4-8c1b-e7587025359c,
1561,4,0,7,2025-09-22 07:16:00.000,,,2025-09-22 07:16:11.129,2025-09-22 07:16:11.129,7,3.6944444,5.77,0.2,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 07:17:00.000,bb36690b-1ea2-4947-9fa7-7d694e401a53,
34836,4,0,46,2025-09-22 07:17:00.000,,,2025-09-22 07:19:24.608,2025-09-22 07:19:24.608,46,1.1944444,41.61,1.98,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 07:18:00.000,042c8866-7eed-4a3b-923a-aeed12580623,
10311,4,0,16,2025-09-22 07:18:00.000,,,2025-09-22 07:19:24.640,2025-09-22 07:19:24.640,16,1.1666666,12.03,0.52,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 07:19:00.000,15a2ab35-a24d-49d1-bfd7-fb34b8b40ee6,
32742,4,0,52,2025-09-22 07:21:00.000,,,2025-09-22 07:24:08.268,2025-09-22 07:24:08.268,52,1.1666666,38.2,1.6,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 07:22:00.000,78184b9e-2f3e-4c55-8213-18d6c260de35,
8883,4,2,9,2025-09-22 07:22:00.000,,,2025-09-22 07:24:08.317,2025-09-22 07:24:08.317,11,2.0555556,18.26,1.08,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 07:23:00.000,b2e7e8ff-c568-4ced-8e39-c49016ae098d,
18056,4,1,25,2025-09-22 07:23:00.000,,,2025-09-22 07:24:08.349,2025-09-22 07:24:08.349,26,1.4166666,25.58,1.28,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 07:24:00.000,65423fa8-708f-45f3-a6ed-4dde4d239426,
22881,4,0,42,2025-09-22 07:24:00.000,,,2025-09-22 07:35:01.438,2025-09-22 07:35:01.438,42,1.3888888,31.78,1.29,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 07:25:00.000,0990732d-0232-4521-a514-69d93a255078,
58707,4,0,110,2025-09-22 07:25:00.000,,,2025-09-22 07:35:01.448,2025-09-22 07:35:01.448,110,1.4444444,84.8,3.3,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 07:26:00.000,686fed85-6ef2-4934-9a56-ddff5f489b88,
17553,4,0,32,2025-09-22 07:26:00.000,,,2025-09-22 07:35:01.460,2025-09-22 07:35:01.460,32,1.3888888,24.38,0.96,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 07:27:00.000,24fc28fa-46f5-45d2-839b-b02efc8424a3,
14873,4,0,29,2025-09-22 08:16:00.000,,,2025-09-22 08:21:48.929,2025-09-22 08:21:48.929,29,1.5,22.31,0.91,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 08:17:00.000,86230cfa-bf2a-41fa-a807-9ddf7b7b2528,
18849,4,0,36,2025-09-22 08:17:00.000,,,2025-09-22 08:21:48.962,2025-09-22 08:21:48.962,36,1.4722222,27.75,1.11,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 08:18:00.000,ef795592-6cfb-4257-8285-61bf02909be6,
32713,4,0,56,2025-09-22 08:19:00.000,,,2025-09-22 08:21:49.075,2025-09-22 08:21:49.075,56,1.2777778,41.8,1.77,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 08:20:00.000,76f27b0e-03dd-453f-942c-48221ac47119,
7684,4,0,14,2025-09-22 11:02:00.000,,,2025-09-22 11:02:19.051,2025-09-22 11:02:18.263,14,1.4001646,10.76,0.36,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 11:03:00.000,26cb627b-d7f6-426a-9372-22ffd3b7d044,
5436,4,0,13,2025-09-22 11:14:00.000,,,2025-09-22 11:14:56.808,2025-09-22 11:14:56.318,13,1.9700674,10.71,0.33,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 11:15:00.000,70c54b1a-b625-4526-a90a-ccd7594176de,
4522,4,0,9,2025-09-22 11:15:00.000,,,2025-09-22 11:15:07.728,2025-09-22 11:15:03.526,9,1.5833334,7.16,0.28,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 11:16:00.000,a02d2308-80cf-4f2d-a282-58d06a29276e,
9687,4,0,20,2025-09-22 17:12:00.000,,,2025-09-22 17:15:02.292,2025-09-22 17:15:02.292,20,1.5555556,15.07,0.64,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:13:00.000,843364d5-c41b-41b0-bf32-f553d86a67f6,
16013,4,0,31,2025-09-22 17:15:00.000,,,2025-09-22 17:18:13.486,2025-09-22 17:18:13.486,31,1.5,24.02,0.99,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:16:00.000,12b99552-2e96-430f-9a8c-8580ec1cc8eb,
19376,4,0,27,2025-09-22 17:19:00.000,,,2025-09-22 17:19:23.896,2025-09-22 17:19:09.394,27,1.0099705,19.570002,0.8699998,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:20:00.000,d90e629b-16cd-4d04-a738-d17155d4d62e,
22853,4,0,31,2025-09-22 17:22:00.000,,,2025-09-22 17:22:53.342,2025-09-22 17:22:47.429,31,0.9963447,22.769993,0.9699998,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:23:00.000,4c0d618d-279a-443a-bbb0-105abd694025,
12313,4,0,20,2025-09-22 17:23:00.000,,,2025-09-22 17:23:26.291,2025-09-22 17:23:21.478,20,1.2416784,15.289999,0.53999996,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:24:00.000,7bbcc303-52fb-4527-941a-e6716aaba42e,
35004,4,0,62,2025-09-22 17:31:00.000,,,2025-09-22 17:31:59.627,2025-09-22 17:31:31.066,62,1.3295609,46.53998,1.8999987,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:32:00.000,9c28113f-d004-425c-b9b2-91971e399abf,
54878,4,0,109,2025-09-22 17:32:00.000,,,2025-09-22 17:32:59.572,2025-09-22 17:32:00.136,109,1.5503209,85.07996,3.2699974,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:33:00.000,e759b05c-dadc-439b-b1f1-e98ecd3f738b,
47406,4,0,82,2025-09-22 17:33:00.000,,,2025-09-22 17:33:59.677,2025-09-22 17:33:00.122,82,1.2983372,61.549976,2.4799984,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:34:00.000,87d5befc-191f-410d-b56b-c64bf252fb64,
37844,4,0,76,2025-09-22 17:34:00.000,,,2025-09-22 17:34:39.791,2025-09-22 17:34:00.348,76,1.5753989,59.62,2.2799983,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:35:00.000,c5d2d961-060c-43bc-ac7f-01f435073f0f,
5131,4,0,8,2025-09-22 17:42:00.000,,,2025-09-22 17:42:44.006,2025-09-22 17:42:42.550,8,1.1205167,5.7500005,0.26,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:43:00.000,3f0924f1-af75-4a79-a81b-081ae0351085,
19474,4,0,32,2025-09-22 17:43:00.000,,,2025-09-22 17:46:13.701,2025-09-22 17:43:42.965,32,1.209815,23.559998,0.9799997,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:44:00.000,3761d994-816e-465d-8d33-70769d495792,
56991,4,0,90,2025-09-22 17:44:00.000,,,2025-09-22 17:46:13.743,2025-09-22 17:46:13.743,90,1.1666666,66.49,2.7,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:45:00.000,d4e7a4d0-c344-43bd-8c65-d4c4471f3ac7,
31554,4,0,46,2025-09-22 17:45:00.000,,,2025-09-22 17:46:13.776,2025-09-22 17:46:13.776,46,1.1111112,35.06,1.54,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:46:00.000,ae1d7cb3-e55c-46ca-84f3-1d72447a6682,
15711,4,0,25,2025-09-22 17:46:00.000,,,2025-09-22 17:46:13.810,2025-09-22 17:46:13.810,25,1.1666666,18.33,0.77,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:47:00.000,071b8e0f-2fc3-45d5-b0d0-8285691cf28f,
31559,4,0,47,2025-09-22 17:47:00.000,,,2025-09-22 17:47:56.725,2025-09-22 17:47:15.577,47,1.0919175,34.459995,1.4699996,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:48:00.000,159b8105-5c97-4fb7-be77-d9b3ba8dc5b5,
16305,4,0,26,2025-09-22 17:48:00.000,,,2025-09-22 17:48:28.056,2025-09-22 17:48:10.125,26,1.1622025,18.949999,0.8399999,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:49:00.000,0d2256b7-f6ff-4f8c-897f-d8b99faf0d21,
11409,4,0,16,2025-09-22 17:49:00.000,,,2025-09-22 17:49:19.308,2025-09-22 17:49:01.718,16,1.020229,11.639999,0.53,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:50:00.000,d5b1c8a4-f199-4de7-afd4-6d53f64a7161,
26928,4,5,37,2025-09-22 17:51:00.000,,,2025-09-22 17:52:37.524,2025-09-22 17:51:19.114,42,1.6851971,45.379997,2.34,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:52:00.000,28a07144-eaeb-493a-95cd-d4ec66683747,
41997,4,0,65,2025-09-22 17:52:00.000,,,2025-09-22 17:55:00.176,2025-09-22 17:52:37.596,65,1.1381695,47.800003,1.9899998,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:53:00.000,d910f66f-35f4-4ce0-99da-44d1122eff08,
29771,4,0,48,2025-09-22 17:53:00.000,,,2025-09-22 17:55:00.202,2025-09-22 17:55:00.202,48,1.1944444,35.56,1.51,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:54:00.000,99db07bd-0cee-423f-8e56-cf3eccc7319f,
586,4,0,1,2025-09-22 17:54:00.000,,,2025-09-22 17:55:00.216,2025-09-22 17:55:00.216,1,1.2777778,0.75,0.03,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 17:55:00.000,725fe1f3-d03c-4d3b-ac4c-93a551135974,
9517,4,0,18,2025-09-22 18:02:00.000,,,2025-09-22 18:05:50.139,2025-09-22 18:02:23.444,18,1.4783589,14.070001,0.57,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 18:03:00.000,e3ec23de-3f26-49c1-be45-1b4d8b1ee188,
11808,4,0,24,2025-09-22 18:03:00.000,,,2025-09-22 18:05:50.172,2025-09-22 18:05:50.172,24,2.7777777,32.8,1.69,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 18:04:00.000,d5f3006e-39d2-48da-9e94-ed91dbfb3a0c,
49608,4,0,75,2025-09-22 18:04:00.000,,,2025-09-22 18:05:50.214,2025-09-22 18:05:50.214,75,1.1111112,55.12,2.29,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 18:05:00.000,9eae4dbc-2088-4edd-83cd-2356c72a9c08,
30467,4,11,40,2025-09-22 18:05:00.000,,,2025-09-22 18:05:50.241,2025-09-22 18:05:50.241,51,1.8888888,57.55,3.06,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 18:06:00.000,1b420880-cc89-40a5-bd99-6ddce97ef122,
34929,4,0,52,2025-09-22 18:06:00.000,,,2025-09-22 18:08:46.332,2025-09-22 18:08:46.332,52,1.0833334,37.84,1.61,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 18:07:00.000,c574aff4-e620-4621-8bc6-e0a684ad9001,
58015,4,0,97,2025-09-22 18:07:00.000,,,2025-09-22 18:08:46.353,2025-09-22 18:08:46.353,97,1.25,72.52,2.91,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 18:08:00.000,ba3c0a5a-6cda-4cee-b5e0-b293e5ca4b52,
45187,4,2,71,2025-09-22 18:08:00.000,,,2025-09-22 18:08:46.387,2025-09-22 18:08:46.387,73,1.3333334,60.25,2.69,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 18:09:00.000,4ee08b6a-38b3-44cb-8018-e66000c5b90d,
36938,4,5,53,2025-09-22 18:09:00.000,,,2025-09-22 18:10:39.280,2025-09-22 18:10:39.280,58,1.5555556,57.46,2.75,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 18:10:00.000,6c46e003-21be-4060-9aeb-cd2beaceabdd,
49581,4,0,80,2025-09-22 18:10:00.000,,,2025-09-22 18:10:52.351,2025-09-22 18:10:39.325,80,1.1950058,59.250023,2.4099996,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 18:11:00.000,a76ab0a7-e538-41a7-9507-ce7bda01c753,
40758,4,0,65,2025-09-22 18:11:00.000,,,2025-09-22 18:15:00.187,2025-09-22 18:11:08.851,65,1.1764431,47.95,2.0199993,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 18:12:00.000,9c9512aa-c9e9-4758-9aaa-ded97e273ded,
54352,4,0,91,2025-09-22 18:12:00.000,,,2025-09-22 18:15:00.208,2025-09-22 18:15:00.208,91,1.25,67.94,2.75,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 18:13:00.000,e87b6e60-2ad7-4fd1-ba10-40012eb47dda,
32368,4,0,54,2025-09-22 18:13:00.000,,,2025-09-22 18:15:00.226,2025-09-22 18:15:00.226,54,1.25,40.46,1.62,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 18:14:00.000,9a967125-24d6-41cc-ba47-76e12149f528,
16380,4,0,23,2025-09-22 18:14:00.000,,,2025-09-22 18:15:00.241,2025-09-22 18:15:00.241,23,1.0,16.38,0.75,UTC-0500,6+THe69Q8P,com.sec.android.app.shealth,2025-09-22 18:15:00.000,5f182f8f-bd8d-4076-97d1-62435732cd23,
