com.samsung.shealth.stand_day_summary,6305105,2
create_sh_ver,stand_time,modify_sh_ver,update_time,create_time,deviceuuid,pkg_name,datauuid,day_time
,14232096,,2020-08-01 04:44:37.225,2020-07-31 06:00:05.079,BfdGMJKwGJ,com.sec.android.app.shealth,a7ed801c-0a94-6933-6099-ec901cffd66e,1596153600000,
,256,,2020-08-01 13:40:07.288,2020-08-01 05:00:11.296,BfdGMJKwGJ,com.sec.android.app.shealth,0b61a9bc-f376-cdfd-6502-4e3afb8d6677,1596240000000,
,6656,,2020-08-02 17:28:07.282,2020-08-02 04:00:05.969,BfdGMJKwGJ,com.sec.android.app.shealth,eb3483b8-0be4-9193-d2dc-5c889887ad04,1596326400000,
,10485760,,2020-08-05 06:28:15.281,2020-08-05 02:12:12.546,BfdGMJKwGJ,com.sec.android.app.shealth,751a029b-f361-b1f9-51b2-f7248129e35d,1596499200000,
,2134018,,2020-08-06 03:15:03.784,2020-08-05 07:00:06.354,BfdGMJKwGJ,com.sec.android.app.shealth,ad771178-294d-494e-714e-ea1d31bc9d32,1596585600000,
,2245824,,2020-08-07 02:49:43.298,2020-08-06 11:23:21.573,BfdGMJKwGJ,com.sec.android.app.shealth,3bf94e92-f4f2-4044-04f4-17389b2c3174,1596672000000,
,0,,2020-08-07 05:00:28.437,2020-08-07 05:00:28.437,BfdGMJKwGJ,com.sec.android.app.shealth,cf31e8eb-c10b-c604-5cbb-fd6901a5ace2,1596758400000,
,8978512,,2020-08-09 04:05:16.244,2020-08-08 05:00:07.384,BfdGMJKwGJ,com.sec.android.app.shealth,dc8f3e84-d19c-391f-6db6-7ca1232bbb4c,1596844800000,
,512,,2020-08-09 14:46:24.227,2020-08-09 05:00:12.972,BfdGMJKwGJ,com.sec.android.app.shealth,d949f15a-4b98-8113-2a7b-1c14b0392d46,1596931200000,
,0,,2020-08-10 05:00:04.650,2020-08-10 05:00:04.650,BfdGMJKwGJ,com.sec.android.app.shealth,4e94b302-e54f-4dcb-8641-bcb7b6f0fa16,1597017600000,
,0,,2020-08-11 05:00:07.098,2020-08-11 05:00:07.098,BfdGMJKwGJ,com.sec.android.app.shealth,9df6eddf-14cd-81d4-13fc-bc6cbb555510,1597104000000,
,0,,2020-08-12 06:00:04.072,2020-08-12 06:00:04.071,BfdGMJKwGJ,com.sec.android.app.shealth,57555fba-9db7-ece0-4a5f-7d79725e6b25,1597190400000,
