com.samsung.shealth.tracker.pedometer_day_summary,6305105,7
create_sh_ver,step_count,binning_data,active_time,recommendation,modify_sh_ver,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
,9763,17620cd0-5327-492a-8a85-25da817118ba.binning_data.json,5650823,6000,,7,2020-03-26 04:55:06.437,com.sec.android.app.shealth,2020-03-25 20:24:44.535,17620cd0-5327-492a-8a85-25da817118ba.source_info.json,1.2813812,7240.86,349.76,9756,VfS0qUERdZ,com.sec.android.app.shealth,0,17620cd0-5327-492a-8a85-25da817118ba.achievement.json,17620cd0-5327-492a-8a85-25da817118ba,1585094400000,
,4663,0127878f-4e84-4bcc-904c-5b0a19e89906.binning_data.json,2658279,6000,,4,2019-11-05 06:55:12.617,com.sec.android.app.shealth,2019-11-04 08:37:19.986,0127878f-4e84-4bcc-904c-5b0a19e89906.source_info.json,1.2500924,3323.0952,245.63171,4659,VfS0qUERdZ,com.sec.android.app.shealth,0,0127878f-4e84-4bcc-904c-5b0a19e89906.achievement.json,0127878f-4e84-4bcc-904c-5b0a19e89906,1572825600000,
,8558,5e02489b-6cda-4467-88c4-aa6e527651d5.binning_data.json,4559609,6000,,189,2019-10-22 18:00:32.443,com.sec.android.app.shealth,2019-10-21 13:14:42.686,5e02489b-6cda-4467-88c4-aa6e527651d5.source_info.json,1.4093133,6425.9185,468.65555,8369,VfS0qUERdZ,com.sec.android.app.shealth,0,5e02489b-6cda-4467-88c4-aa6e527651d5.achievement.json,5e02489b-6cda-4467-88c4-aa6e527651d5,1571616000000,
,3200,94a147d9-4234-44e7-aff1-c57a414c1831.binning_data.json,1788844,6000,,17,2019-10-20 02:16:09.907,com.sec.android.app.shealth,2019-10-19 09:32:20.626,,3.8888886,2180.151,162.91,3183,BfdGMJKwGJ,com.sec.android.app.shealth,0,94a147d9-4234-44e7-aff1-c57a414c1831.achievement.json,94a147d9-4234-44e7-aff1-c57a414c1831,1571443200000,
,2551,cf5c1ad5-c14f-449c-8d49-eedbf1e64276.binning_data.json,1322573,6000,,42,2019-10-23 04:00:01.390,com.sec.android.app.shealth,2019-10-22 05:00:01.176,,4.067461,2108.1216,149.37573,2509,rkSVQ0chfP,com.sec.android.app.shealth,0,cf5c1ad5-c14f-449c-8d49-eedbf1e64276.achievement.json,cf5c1ad5-c14f-449c-8d49-eedbf1e64276,1571702400000,
,5211,49698915-284f-406f-8284-3315752c4d2f.binning_data.json,2757491,6000,,188,2019-10-28 08:35:13.339,com.sec.android.app.shealth,2019-10-27 05:55:01.327,49698915-284f-406f-8284-3315752c4d2f.source_info.json,1.4765629,4071.6096,316.12064,5023,VfS0qUERdZ,com.sec.android.app.shealth,0,49698915-284f-406f-8284-3315752c4d2f.achievement.json,49698915-284f-406f-8284-3315752c4d2f,1572134400000,
,9177,b7dec035-b2d4-444e-aa4b-f56ad71e6a1e.binning_data.json,4024974,6000,,696,2019-10-21 05:00:01.365,com.sec.android.app.shealth,2019-10-21 05:00:01.365,,6.9444447,8208.4,596.2008,8481,rkSVQ0chfP,com.sec.android.app.shealth,0,b7dec035-b2d4-444e-aa4b-f56ad71e6a1e.achievement.json,b7dec035-b2d4-444e-aa4b-f56ad71e6a1e,1571529600000,
,3145,f0730ed0-aa51-4543-9a9f-0ae12996c4c2.binning_data.json,1726022,6000,,100,2019-10-12 05:55:25.608,com.sec.android.app.shealth,2019-10-11 04:53:36.304,,2.288223,2250.036,164.06413,3045,BfdGMJKwGJ,com.sec.android.app.shealth,0,f0730ed0-aa51-4543-9a9f-0ae12996c4c2.achievement.json,f0730ed0-aa51-4543-9a9f-0ae12996c4c2,1570752000000,
,2437,40c0af0b-097b-4d22-bd86-e27183f46ea0.binning_data.json,1330136,6000,,19,2019-10-16 06:35:26.757,com.sec.android.app.shealth,2019-10-15 05:55:09.019,,6.9444447,1719.461,128.52,2418,BfdGMJKwGJ,com.sec.android.app.shealth,0,40c0af0b-097b-4d22-bd86-e27183f46ea0.achievement.json,40c0af0b-097b-4d22-bd86-e27183f46ea0,1571097600000,
,764,23f9bcd1-e300-4896-a5ad-941e6d370e4e.binning_data.json,391016,6000,,5,2019-11-07 07:00:02.913,com.sec.android.app.shealth,2019-11-06 08:55:08.226,23f9bcd1-e300-4896-a5ad-941e6d370e4e.source_info.json,1.6501082,645.2195,47.08764,759,VfS0qUERdZ,com.sec.android.app.shealth,0,23f9bcd1-e300-4896-a5ad-941e6d370e4e.achievement.json,23f9bcd1-e300-4896-a5ad-941e6d370e4e,1572998400000,
,5555,8f69ccb7-3560-43db-8b60-3eb0679d5043.binning_data.json,3147385,6000,,24,2019-10-19 08:35:10.247,com.sec.android.app.shealth,2019-10-18 08:39:14.972,,3.3354254,3767.488,278.54,5531,BfdGMJKwGJ,com.sec.android.app.shealth,0,8f69ccb7-3560-43db-8b60-3eb0679d5043.achievement.json,8f69ccb7-3560-43db-8b60-3eb0679d5043,1571356800000,
,3872,691c4735-ec85-4450-85cf-2571f3520776.binning_data.json,2178363,6000,,13,2019-10-28 08:35:13.750,com.sec.android.app.shealth,2019-10-27 09:15:38.731,,5.25,2652.75,199.82,3859,BfdGMJKwGJ,com.sec.android.app.shealth,0,691c4735-ec85-4450-85cf-2571f3520776.achievement.json,691c4735-ec85-4450-85cf-2571f3520776,1572134400000,
,6982,67d11b09-22b2-4c4e-aa64-032d12c25e14.binning_data.json,3740442,6000,,164,2019-10-19 08:35:10.107,com.sec.android.app.shealth,2019-10-18 08:39:14.881,67d11b09-22b2-4c4e-aa64-032d12c25e14.source_info.json,1.3846798,5179.314,384.67456,6818,VfS0qUERdZ,com.sec.android.app.shealth,0,67d11b09-22b2-4c4e-aa64-032d12c25e14.achievement.json,67d11b09-22b2-4c4e-aa64-032d12c25e14,1571356800000,
,6031,3bbc0d10-08f5-4831-963d-4f5db1d84fef.binning_data.json,3282637,6000,,23,2019-11-06 08:55:08.997,com.sec.android.app.shealth,2019-11-05 08:08:39.121,3bbc0d10-08f5-4831-963d-4f5db1d84fef.source_info.json,1.3160193,4320.0146,314.76102,6008,VfS0qUERdZ,com.sec.android.app.shealth,0,3bbc0d10-08f5-4831-963d-4f5db1d84fef.achievement.json,3bbc0d10-08f5-4831-963d-4f5db1d84fef,1572912000000,
,1001,eb1e0499-6d04-4fa9-8fbc-4cd5f72ffc1b.binning_data.json,520527,6000,,41,2019-10-20 06:00:01.413,com.sec.android.app.shealth,2019-10-20 06:00:01.413,,5.3385587,889.53516,68.54645,960,rkSVQ0chfP,com.sec.android.app.shealth,0,eb1e0499-6d04-4fa9-8fbc-4cd5f72ffc1b.achievement.json,eb1e0499-6d04-4fa9-8fbc-4cd5f72ffc1b,1571443200000,
,2757,cf6138bc-56d5-47e9-821d-ee4610c15e22.binning_data.json,1650903,6000,,8,2019-11-05 07:00:02.752,com.sec.android.app.shealth,2019-11-05 07:00:02.752,,6.9444447,2185.5713,157.16559,2749,rkSVQ0chfP,com.sec.android.app.shealth,0,cf6138bc-56d5-47e9-821d-ee4610c15e22.achievement.json,cf6138bc-56d5-47e9-821d-ee4610c15e22,1572825600000,
,585,a480da7b-db31-4c3d-a236-246763e76866.binning_data.json,296185,6000,,5,2019-11-07 07:00:01.637,com.sec.android.app.shealth,2019-11-07 07:00:01.637,,5.034641,528.1395,38.40764,580,rkSVQ0chfP,com.sec.android.app.shealth,0,a480da7b-db31-4c3d-a236-246763e76866.achievement.json,a480da7b-db31-4c3d-a236-246763e76866,1572998400000,
,2210,24867389-b1d2-4823-91a4-f7417886f83f.binning_data.json,1192617,6000,,20,2019-10-30 07:00:02.035,com.sec.android.app.shealth,2019-10-30 05:20:20.436,,6.9444447,1836.0996,131.24829,2190,rkSVQ0chfP,com.sec.android.app.shealth,0,24867389-b1d2-4823-91a4-f7417886f83f.achievement.json,24867389-b1d2-4823-91a4-f7417886f83f,1572307200000,
,4547,33389639-b813-40ba-b9c8-b0357c282f67.binning_data.json,2490917,6000,,66,2019-10-24 04:35:24.364,com.sec.android.app.shealth,2019-10-23 06:35:17.114,,2.3333333,3075.641,234.37,4481,BfdGMJKwGJ,com.sec.android.app.shealth,0,33389639-b813-40ba-b9c8-b0357c282f67.achievement.json,33389639-b813-40ba-b9c8-b0357c282f67,1571788800000,
,2716,5b5a3829-d357-4492-988e-313b58bbdf35.binning_data.json,1480774,6000,,42,2019-10-24 18:04:59.921,com.sec.android.app.shealth,2019-10-24 07:55:21.890,,2.8704276,1909.31,142.33,2674,BfdGMJKwGJ,com.sec.android.app.shealth,0,5b5a3829-d357-4492-988e-313b58bbdf35.achievement.json,5b5a3829-d357-4492-988e-313b58bbdf35,1571875200000,
,4009,b25bed1e-e9ab-40eb-ad7f-28a3005e7337.binning_data.json,2386871,6000,,8,2019-10-31 07:16:49.360,com.sec.android.app.shealth,2019-10-30 08:35:35.224,,2.6388888,2573.299,198.48,4001,BfdGMJKwGJ,com.sec.android.app.shealth,0,b25bed1e-e9ab-40eb-ad7f-28a3005e7337.achievement.json,b25bed1e-e9ab-40eb-ad7f-28a3005e7337,1572393600000,
,494,6f026358-e1da-427b-acc5-9cd0b7504309.binning_data.json,301370,6000,,0,2019-11-04 08:06:00.863,com.sec.android.app.shealth,2019-11-04 08:06:00.863,,2.8564913,393.5288,28.788147,494,rkSVQ0chfP,com.sec.android.app.shealth,0,6f026358-e1da-427b-acc5-9cd0b7504309.achievement.json,6f026358-e1da-427b-acc5-9cd0b7504309,1572739200000,
,1749,0fc2cfe7-023e-4cf8-a554-bc14bd04d954.binning_data.json,928695,6000,,72,2019-10-11 00:35:27.621,com.sec.android.app.shealth,2019-10-10 04:33:10.478,,2.5833333,1218.07,76.68,1677,BfdGMJKwGJ,com.sec.android.app.shealth,0,0fc2cfe7-023e-4cf8-a554-bc14bd04d954.achievement.json,0fc2cfe7-023e-4cf8-a554-bc14bd04d954,1570665600000,
,5047,fcf016f9-93cb-47b6-b226-d8aa84712c0e.binning_data.json,2741906,6000,,168,2019-10-13 04:55:14.053,com.sec.android.app.shealth,2019-10-12 05:55:35.601,,4.6944447,3656.31,275.41,4879,BfdGMJKwGJ,com.sec.android.app.shealth,0,fcf016f9-93cb-47b6-b226-d8aa84712c0e.achievement.json,fcf016f9-93cb-47b6-b226-d8aa84712c0e,1570838400000,
,6887,5418aa37-e93a-4aeb-9757-4593a7d61eb6.binning_data.json,3577763,6000,,211,2019-10-13 04:55:14.426,com.sec.android.app.shealth,2019-10-12 05:55:25.832,5418aa37-e93a-4aeb-9757-4593a7d61eb6.source_info.json,1.4968046,5355.213,393.93362,6676,VfS0qUERdZ,com.sec.android.app.shealth,0,5418aa37-e93a-4aeb-9757-4593a7d61eb6.achievement.json,5418aa37-e93a-4aeb-9757-4593a7d61eb6,1570838400000,
,6828,c5e8d13d-a662-4c75-ab7a-9f68928e689d.binning_data.json,3893051,6000,,14,2019-10-30 08:35:35.258,com.sec.android.app.shealth,2019-10-29 09:00:33.995,,2.3333333,4540.4614,341.0819,6814,BfdGMJKwGJ,com.sec.android.app.shealth,0,c5e8d13d-a662-4c75-ab7a-9f68928e689d.achievement.json,c5e8d13d-a662-4c75-ab7a-9f68928e689d,1572307200000,
,4378,5b4f6957-20b8-43e3-9021-f398b4a7bec8.binning_data.json,2120410,6000,,143,2019-10-24 04:00:01.979,com.sec.android.app.shealth,2019-10-24 04:00:01.979,,6.283,3741.129,264.9567,4235,rkSVQ0chfP,com.sec.android.app.shealth,0,5b4f6957-20b8-43e3-9021-f398b4a7bec8.achievement.json,5b4f6957-20b8-43e3-9021-f398b4a7bec8,1571788800000,
,2521,155b511b-970e-423e-8ed7-38705975f018.binning_data.json,1372364,6000,,13,2019-10-27 06:15:24.104,com.sec.android.app.shealth,2019-10-26 07:35:09.928,,2.416667,1740.71,130.8,2508,BfdGMJKwGJ,com.sec.android.app.shealth,0,155b511b-970e-423e-8ed7-38705975f018.achievement.json,155b511b-970e-423e-8ed7-38705975f018,1572048000000,
,4424,ebe0aece-f107-46e7-bae0-f22038cca15b.binning_data.json,2281539,6000,,209,2019-10-12 05:55:26.268,com.sec.android.app.shealth,2019-10-11 04:53:36.732,ebe0aece-f107-46e7-bae0-f22038cca15b.source_info.json,1.5602479,3559.767,267.7446,4215,VfS0qUERdZ,com.sec.android.app.shealth,0,ebe0aece-f107-46e7-bae0-f22038cca15b.achievement.json,ebe0aece-f107-46e7-bae0-f22038cca15b,1570752000000,
,1511,08b73c4d-18cc-4d13-a76e-62d3c7fd2f50.binning_data.json,812645,6000,,25,2019-10-31 07:00:01.805,com.sec.android.app.shealth,2019-10-31 07:00:01.805,,3.4334934,1212.0947,86.682915,1486,rkSVQ0chfP,com.sec.android.app.shealth,0,08b73c4d-18cc-4d13-a76e-62d3c7fd2f50.achievement.json,08b73c4d-18cc-4d13-a76e-62d3c7fd2f50,1572393600000,
,4307,59a415db-2d9f-4ecc-ac72-3a18ddb3dff4.binning_data.json,2356150,6000,,26,2019-10-15 05:55:09.423,com.sec.android.app.shealth,2019-10-14 08:54:23.562,59a415db-2d9f-4ecc-ac72-3a18ddb3dff4.source_info.json,1.4497947,3415.9336,265.01984,4281,VfS0qUERdZ,com.sec.android.app.shealth,0,59a415db-2d9f-4ecc-ac72-3a18ddb3dff4.achievement.json,59a415db-2d9f-4ecc-ac72-3a18ddb3dff4,1571011200000,
,205,9cc0b012-df8c-47b2-bb70-45ac3305cc3f.binning_data.json,118807,6000,,0,2019-11-08 15:17:38.790,com.sec.android.app.shealth,2019-11-08 08:55:09.275,,2.0000002,136.61,10.3,205,BfdGMJKwGJ,com.sec.android.app.shealth,0,9cc0b012-df8c-47b2-bb70-45ac3305cc3f.achievement.json,9cc0b012-df8c-47b2-bb70-45ac3305cc3f,1573171200000,
,13863,93eb6338-0264-4e9e-9030-da1527ed76d1.binning_data.json,7882096,6000,,25,2019-11-02 09:16:34.306,com.sec.android.app.shealth,2019-11-01 10:16:25.015,,2.6388888,9319.142,695.489,13838,BfdGMJKwGJ,com.sec.android.app.shealth,0,93eb6338-0264-4e9e-9030-da1527ed76d1.achievement.json,93eb6338-0264-4e9e-9030-da1527ed76d1,1572566400000,
,4854,a9114e9b-dcb0-4541-828a-a0705cb10c80.binning_data.json,2897459,6000,,82,2019-11-08 07:00:04.507,com.sec.android.app.shealth,2019-11-08 07:00:04.507,,6.45931,3857.63,279.95303,4772,rkSVQ0chfP,com.sec.android.app.shealth,0,a9114e9b-dcb0-4541-828a-a0705cb10c80.achievement.json,a9114e9b-dcb0-4541-828a-a0705cb10c80,1573084800000,
,1818,9b8445c5-65f4-493c-b3ae-93313a9fa600.binning_data.json,1056900,6000,,2,2019-10-10 02:47:18.243,com.sec.android.app.shealth,2019-10-10 02:47:18.243,,1.6944444,1159.34,57.26,1816,BfdGMJKwGJ,com.sec.android.app.shealth,0,9b8445c5-65f4-493c-b3ae-93313a9fa600.achievement.json,9b8445c5-65f4-493c-b3ae-93313a9fa600,1570579200000,
,1385,1e7bab6f-ebd6-4e9e-9b21-f2e43c29a97b.binning_data.json,755684,6000,,14,2019-10-27 05:00:01.688,com.sec.android.app.shealth,2019-10-27 05:00:01.688,,4.833925,1153.6338,83.21051,1371,rkSVQ0chfP,com.sec.android.app.shealth,0,1e7bab6f-ebd6-4e9e-9b21-f2e43c29a97b.achievement.json,1e7bab6f-ebd6-4e9e-9b21-f2e43c29a97b,1572048000000,
,5467,a657e0ba-c69d-4169-9f78-05cb44ac4b4e.binning_data.json,2956764,6000,,161,2019-10-17 03:15:23.999,com.sec.android.app.shealth,2019-10-16 07:20:27.219,a657e0ba-c69d-4169-9f78-05cb44ac4b4e.source_info.json,1.3842162,4092.8008,302.28748,5306,VfS0qUERdZ,com.sec.android.app.shealth,0,a657e0ba-c69d-4169-9f78-05cb44ac4b4e.achievement.json,a657e0ba-c69d-4169-9f78-05cb44ac4b4e,1571184000000,
,6632,ba8df695-62b8-4049-b590-9c8b913541ff.binning_data.json,3784892,6000,,46,2019-11-01 07:15:41.322,com.sec.android.app.shealth,2019-10-31 16:30:27.950,ba8df695-62b8-4049-b590-9c8b913541ff.source_info.json,1.2162783,4603.4824,342.8851,6586,VfS0qUERdZ,com.sec.android.app.shealth,0,ba8df695-62b8-4049-b590-9c8b913541ff.achievement.json,ba8df695-62b8-4049-b590-9c8b913541ff,1572480000000,
,490,d788850a-a331-4d78-b128-7c92dca468cd.binning_data.json,278954,6000,,0,2019-11-08 16:54:21.973,com.sec.android.app.shealth,2019-11-08 08:48:49.082,d788850a-a331-4d78-b128-7c92dca468cd.source_info.json,1.3061517,364.35706,26.1992,490,VfS0qUERdZ,com.sec.android.app.shealth,0,d788850a-a331-4d78-b128-7c92dca468cd.achievement.json,d788850a-a331-4d78-b128-7c92dca468cd,1573171200000,
,3029,ef7eea77-ef34-4cda-89ea-b8532963e027.binning_data.json,1622282,6000,,27,2019-10-27 06:15:23.918,com.sec.android.app.shealth,2019-10-26 05:28:34.583,ef7eea77-ef34-4cda-89ea-b8532963e027.source_info.json,1.3793677,2237.7244,167.62218,3002,VfS0qUERdZ,com.sec.android.app.shealth,0,ef7eea77-ef34-4cda-89ea-b8532963e027.achievement.json,ef7eea77-ef34-4cda-89ea-b8532963e027,1572048000000,
,2686,c416a71e-d330-453c-821c-743bb1fb10ea.binning_data.json,1369248,6000,,176,2019-10-28 07:00:01.273,com.sec.android.app.shealth,2019-10-28 07:00:01.273,,6.9444447,2395.0703,188.63708,2510,rkSVQ0chfP,com.sec.android.app.shealth,0,c416a71e-d330-453c-821c-743bb1fb10ea.achievement.json,c416a71e-d330-453c-821c-743bb1fb10ea,1572134400000,
,4898,d55eb0d4-5490-454e-bafb-683603c5bbac.binning_data.json,2626306,6000,,93,2019-10-23 06:35:17.015,com.sec.android.app.shealth,2019-10-22 04:00:01.296,d55eb0d4-5490-454e-bafb-683603c5bbac.source_info.json,1.3902645,3651.261,271.75427,4805,VfS0qUERdZ,com.sec.android.app.shealth,0,d55eb0d4-5490-454e-bafb-683603c5bbac.achievement.json,d55eb0d4-5490-454e-bafb-683603c5bbac,1571702400000,
,3419,86e21cd2-3a1a-4df0-933c-b4eaee716e7a.binning_data.json,1936674,6000,,27,2019-10-18 06:35:08.215,com.sec.android.app.shealth,2019-10-17 05:38:31.091,,2.4549522,2361.1199,176.48814,3392,BfdGMJKwGJ,com.sec.android.app.shealth,0,86e21cd2-3a1a-4df0-933c-b4eaee716e7a.achievement.json,86e21cd2-3a1a-4df0-933c-b4eaee716e7a,1571270400000,
,586,f64068e5-431a-4451-94b8-613752a802c9.binning_data.json,328627,6000,,0,2019-11-03 07:00:01.594,com.sec.android.app.shealth,2019-11-03 07:00:01.594,,6.321567,478.65918,34.005127,586,rkSVQ0chfP,com.sec.android.app.shealth,0,f64068e5-431a-4451-94b8-613752a802c9.achievement.json,f64068e5-431a-4451-94b8-613752a802c9,1572652800000,
,5085,b7f89fc5-27c1-4aba-9706-41d95a4ca155.binning_data.json,2843629,6000,,17,2019-10-21 05:35:17.671,com.sec.android.app.shealth,2019-10-20 08:03:37.888,,5.8888884,3509.56,258.79,5068,BfdGMJKwGJ,com.sec.android.app.shealth,0,b7f89fc5-27c1-4aba-9706-41d95a4ca155.achievement.json,b7f89fc5-27c1-4aba-9706-41d95a4ca155,1571529600000,
,3521,fe8f507d-ccb6-4201-af60-816671ff631d.binning_data.json,1726681,6000,,79,2019-10-13 04:00:01.506,com.sec.android.app.shealth,2019-10-13 04:00:01.506,,5.4450526,2958.7551,208.94608,3442,rkSVQ0chfP,com.sec.android.app.shealth,0,fe8f507d-ccb6-4201-af60-816671ff631d.achievement.json,fe8f507d-ccb6-4201-af60-816671ff631d,1570838400000,
,3638,36c7bf8f-3693-4e12-aecb-732decd946d6.binning_data.json,1996522,6000,,55,2019-10-20 03:15:01.285,com.sec.android.app.shealth,2019-10-19 09:32:20.450,36c7bf8f-3693-4e12-aecb-732decd946d6.source_info.json,1.3311167,2657.6047,201.21275,3583,VfS0qUERdZ,com.sec.android.app.shealth,0,36c7bf8f-3693-4e12-aecb-732decd946d6.achievement.json,36c7bf8f-3693-4e12-aecb-732decd946d6,1571443200000,
,6523,33660c83-95d0-4c46-ac96-6ccfff6f1718.binning_data.json,3199890,6000,,517,2019-10-25 05:00:02.124,com.sec.android.app.shealth,2019-10-25 05:00:02.124,,4.937969,5810.101,448.05707,6006,rkSVQ0chfP,com.sec.android.app.shealth,0,33660c83-95d0-4c46-ac96-6ccfff6f1718.achievement.json,33660c83-95d0-4c46-ac96-6ccfff6f1718,1571875200000,
,1831,f26565fc-4a15-4f13-8959-711067c2260b.binning_data.json,1062927,6000,,2,2019-10-10 03:44:50.155,com.sec.android.app.shealth,2019-10-10 02:47:18.596,f26565fc-4a15-4f13-8959-711067c2260b.source_info.json,1.1004614,1169.7103,57.711376,1829,VfS0qUERdZ,com.sec.android.app.shealth,0,f26565fc-4a15-4f13-8959-711067c2260b.achievement.json,f26565fc-4a15-4f13-8959-711067c2260b,1570579200000,
,6923,0e33ea87-35ad-424f-b669-1d30c7a9d966.binning_data.json,3901081,6000,,43,2019-11-08 08:55:10.244,com.sec.android.app.shealth,2019-11-07 10:41:30.613,0e33ea87-35ad-424f-b669-1d30c7a9d966.source_info.json,1.2764813,4979.6567,366.53436,6880,VfS0qUERdZ,com.sec.android.app.shealth,0,0e33ea87-35ad-424f-b669-1d30c7a9d966.achievement.json,0e33ea87-35ad-424f-b669-1d30c7a9d966,1573084800000,
,4712,206ebe77-6d84-4260-95ba-35c108d97572.binning_data.json,2628583,6000,,15,2019-10-17 03:15:23.829,com.sec.android.app.shealth,2019-10-16 09:38:51.790,,2.6111114,3265.018,239.35,4697,BfdGMJKwGJ,com.sec.android.app.shealth,0,206ebe77-6d84-4260-95ba-35c108d97572.achievement.json,206ebe77-6d84-4260-95ba-35c108d97572,1571184000000,
,4222,688c692b-6522-49c3-9b3e-f5ad6bb9ae92.binning_data.json,2178013,6000,,180,2019-10-22 05:00:01.181,com.sec.android.app.shealth,2019-10-22 05:00:01.181,,6.743133,3530.7773,253.80702,4042,rkSVQ0chfP,com.sec.android.app.shealth,0,688c692b-6522-49c3-9b3e-f5ad6bb9ae92.achievement.json,688c692b-6522-49c3-9b3e-f5ad6bb9ae92,1571616000000,
,736,6e673c4d-a3af-417e-9fa7-22d8b8e632af.binning_data.json,367486,6000,,16,2019-10-11 04:00:00.930,com.sec.android.app.shealth,2019-10-11 04:00:00.930,,5.4304953,673.169,51.5852,720,rkSVQ0chfP,com.sec.android.app.shealth,0,6e673c4d-a3af-417e-9fa7-22d8b8e632af.achievement.json,6e673c4d-a3af-417e-9fa7-22d8b8e632af,1570665600000,
,2890,b30fcd04-8547-4620-b341-eeeb4a3bfed0.binning_data.json,1661160,6000,,1,2019-11-03 06:15:16.603,com.sec.android.app.shealth,2019-11-02 09:16:34.047,,2.138889,1915.32,146.15,2889,BfdGMJKwGJ,com.sec.android.app.shealth,0,b30fcd04-8547-4620-b341-eeeb4a3bfed0.achievement.json,b30fcd04-8547-4620-b341-eeeb4a3bfed0,1572652800000,
,2566,530b6613-83c9-4867-9926-b38e186d8471.binning_data.json,1481431,6000,,6,2019-11-04 08:37:20.890,com.sec.android.app.shealth,2019-11-03 09:15:48.453,530b6613-83c9-4867-9926-b38e186d8471.source_info.json,1.1779351,1745.0305,131.26823,2560,VfS0qUERdZ,com.sec.android.app.shealth,0,530b6613-83c9-4867-9926-b38e186d8471.achievement.json,530b6613-83c9-4867-9926-b38e186d8471,1572739200000,
,6837,95d0af95-3093-4482-8c3c-43c14fc52f49.binning_data.json,3328878,6000,,242,2019-10-18 06:35:08.059,com.sec.android.app.shealth,2019-10-17 05:14:41.482,95d0af95-3093-4482-8c3c-43c14fc52f49.source_info.json,1.7052363,5676.524,424.32657,6595,VfS0qUERdZ,com.sec.android.app.shealth,0,95d0af95-3093-4482-8c3c-43c14fc52f49.achievement.json,95d0af95-3093-4482-8c3c-43c14fc52f49,1571270400000,
,2301,a8e1f15b-a2ec-4983-9f2e-285c6a7bad28.binning_data.json,1324492,6000,,6,2019-11-04 08:37:21.893,com.sec.android.app.shealth,2019-11-03 09:15:49.760,,2.1111112,1515.93,114.69,2295,BfdGMJKwGJ,com.sec.android.app.shealth,0,a8e1f15b-a2ec-4983-9f2e-285c6a7bad28.achievement.json,a8e1f15b-a2ec-4983-9f2e-285c6a7bad28,1572739200000,
,12222,5cbbf7c4-7987-4f9b-b465-5c409a034994.binning_data.json,5674194,6000,,702,2019-10-21 05:35:17.601,com.sec.android.app.shealth,2019-10-20 08:03:37.778,5cbbf7c4-7987-4f9b-b465-5c409a034994.source_info.json,1.8013487,10221.204,742.7603,11520,VfS0qUERdZ,com.sec.android.app.shealth,0,5cbbf7c4-7987-4f9b-b465-5c409a034994.achievement.json,5cbbf7c4-7987-4f9b-b465-5c409a034994,1571529600000,
,4864,fad7bc45-00e0-4f1f-93ab-931c5b6f6e5c.binning_data.json,2252994,6000,,222,2019-10-26 05:00:01.622,com.sec.android.app.shealth,2019-10-26 05:00:01.622,,6.9444447,4308.936,314.2311,4642,rkSVQ0chfP,com.sec.android.app.shealth,0,fad7bc45-00e0-4f1f-93ab-931c5b6f6e5c.achievement.json,fad7bc45-00e0-4f1f-93ab-931c5b6f6e5c,1571961600000,
,3797,e81b6f35-50ba-427f-ab54-2cd084cba41b.binning_data.json,2122655,6000,,52,2019-10-23 06:35:17.185,com.sec.android.app.shealth,2019-10-22 18:00:33.193,,4.648864,2571.73,197.21,3745,BfdGMJKwGJ,com.sec.android.app.shealth,0,e81b6f35-50ba-427f-ab54-2cd084cba41b.achievement.json,e81b6f35-50ba-427f-ab54-2cd084cba41b,1571702400000,
,3639,7e95a9be-1d69-494b-905c-2206931c3f07.binning_data.json,1846255,6000,,155,2019-10-16 06:35:27.493,com.sec.android.app.shealth,2019-10-15 05:55:08.829,7e95a9be-1d69-494b-905c-2206931c3f07.source_info.json,1.5734104,2904.9177,224.39421,3484,VfS0qUERdZ,com.sec.android.app.shealth,0,7e95a9be-1d69-494b-905c-2206931c3f07.achievement.json,7e95a9be-1d69-494b-905c-2206931c3f07,1571097600000,
,3277,7eec7f4b-01d1-41cd-a845-016f91a730d6.binning_data.json,1882583,6000,,1,2019-11-03 06:15:13.784,com.sec.android.app.shealth,2019-11-02 07:46:13.237,7eec7f4b-01d1-41cd-a845-016f91a730d6.source_info.json,1.1925488,2245.072,168.94229,3276,VfS0qUERdZ,com.sec.android.app.shealth,0,7eec7f4b-01d1-41cd-a845-016f91a730d6.achievement.json,7eec7f4b-01d1-41cd-a845-016f91a730d6,1572652800000,
,5208,b0e81c4d-ee30-4261-8b74-70c6dc4d8251.binning_data.json,2926041,6000,,16,2019-11-06 08:55:10.778,com.sec.android.app.shealth,2019-11-05 10:15:26.054,,3.2777774,3523.683,261.591,5192,BfdGMJKwGJ,com.sec.android.app.shealth,0,b0e81c4d-ee30-4261-8b74-70c6dc4d8251.achievement.json,b0e81c4d-ee30-4261-8b74-70c6dc4d8251,1572912000000,
,5838,7ec9db57-9bdd-4f92-ade4-993d2a98777a.binning_data.json,3350479,6000,,0,2019-11-08 08:55:09.252,com.sec.android.app.shealth,2019-11-07 21:35:15.282,,2.6666665,3865.9653,289.91147,5838,BfdGMJKwGJ,com.sec.android.app.shealth,0,7ec9db57-9bdd-4f92-ade4-993d2a98777a.achievement.json,7ec9db57-9bdd-4f92-ade4-993d2a98777a,1573084800000,
