com.samsung.shealth.insight.message_notification,6305105,1
message_id,device_type,status,update_time,create_time,time_offset,deviceuuid,pkg_name,issue_time,datauuid
Sleep_Weekly_2_2_new,1,0,2024-07-25 21:36:41.168,2024-07-25 21:36:41.168,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,,b3dd1e7b-4a31-498b-b8a2-ef515f5bcee2,
Sleep_Weekly_2_1_new,1,0,2024-09-16 20:39:20.870,2024-09-16 20:39:20.870,UTC-0800,6+THe69Q8P,com.sec.android.app.shealth,,29ce3a06-51ea-4546-abd7-9d93aa0b6b3a,
