com.samsung.health.floors_climbed,6305105,7
start_time,custom,update_time,create_time,client_data_id,client_data_ver,floor,raw_data,time_offset,deviceuuid,pkg_name,end_time,datauuid
2020-05-01 12:37:50.531,,2020-05-01 12:38:30.692,2020-05-01 12:38:30.681,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-01 12:38:12.536,6e2cacb1-d45c-b8dc-1e54-1b582e325fff,
2020-05-01 13:33:49.168,,2020-05-01 13:44:10.407,2020-05-01 13:44:10.382,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-01 13:34:03.169,e028e3f5-17aa-c462-84d2-7ff277aa1e07,
2020-05-01 13:37:10.169,,2020-05-01 13:44:10.599,2020-05-01 13:44:10.427,,,2.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-01 13:37:34.179,9ef4ae9b-8984-6493-bd09-7bcbb7cfe47a,
2020-05-01 14:06:47.883,,2020-05-01 14:09:30.596,2020-05-01 14:07:22.935,,,4.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-01 14:07:51.568,842af449-9c75-d9e4-4656-c96a245ab367,
2020-05-01 15:29:09.436,,2020-05-01 15:29:50.488,2020-05-01 15:29:50.456,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-01 15:29:23.438,4962ab70-cb9b-d5a5-b88e-99c04d1493f3,
2020-05-01 19:10:01.960,,2020-05-01 19:10:27.204,2020-05-01 19:10:27.156,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-01 19:10:12.963,0147757c-85b4-e86f-4c54-23040eb7dad8,
2020-05-01 20:06:19.545,,2020-05-01 20:08:31.581,2020-05-01 20:06:30.547,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-01 20:06:33.509,3b842ed1-b535-f581-cc37-f4a96e13f06f,
2020-05-01 20:13:33.329,,2020-05-01 20:15:52.364,2020-05-01 20:15:52.340,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-01 20:13:44.331,2e746b30-ca34-a6c2-56c0-b85957a21b7b,
2020-05-02 19:41:18.642,,2020-05-02 19:43:09.716,2020-05-02 19:43:09.677,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-02 19:41:34.644,2ca44d1d-fac7-2094-bc6a-ee891c36945f,
2020-05-02 20:16:41.766,,2020-05-02 20:19:09.934,2020-05-02 20:19:09.907,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-02 20:16:53.770,56bc41c0-c192-d64f-6934-4aad0bc5e2fd,
2020-05-02 21:43:22.786,,2020-05-02 21:49:39.848,2020-05-02 21:49:39.820,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-02 21:43:43.788,6ee433db-d2f2-0e1f-0a07-aeac416866d5,
2020-05-03 07:02:05.240,,2020-05-03 07:02:19.262,2020-05-03 07:02:19.242,,,1.0,,UTC-0600,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-03 07:02:18.242,143a9ad9-7360-d81b-0e27-a66e873f6eeb,
2020-05-03 15:14:19.326,,2020-05-03 15:16:03.359,2020-05-03 15:16:03.329,,,2.0,,UTC-0600,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-03 15:14:45.328,6a3c2284-bf1f-433d-82e2-fe371fd84f1b,
2020-05-03 16:27:17.388,,2020-05-03 16:28:23.385,2020-05-03 16:27:26.391,,,3.0,,UTC-0600,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-03 16:27:34.344,b1ed4bcc-c52b-b5f1-7a3c-76a328c138ac,
2020-05-03 16:47:02.445,,2020-05-03 16:50:31.523,2020-05-03 16:50:31.468,,,3.0,,UTC-0600,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-03 16:47:45.451,911cdbe4-84ac-f044-7404-5d7f2e5ebb15,
2020-05-04 18:21:27.323,,2020-05-04 18:29:21.563,2020-05-04 18:29:21.333,,,2.0,,UTC-0700,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-04 18:21:36.326,ee576d4f-6249-78c8-54f9-ec16a5fea63e,
2020-05-04 18:35:29.338,,2020-05-04 18:50:01.541,2020-05-04 18:50:01.346,,,1.0,,UTC-0700,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-04 18:35:44.342,e7576079-7504-696c-66e9-ffbbea132f74,
2020-05-05 19:35:35.636,,2020-05-05 19:35:44.703,2020-05-05 19:35:44.654,,,2.0,,UTC-0700,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-05 19:35:35.637,6f05c1c7-7662-61d1-44c3-0b7ec1cd8d95,
2020-05-07 16:49:50.281,,2020-05-07 16:51:51.703,2020-05-07 16:51:51.317,,,7.0,,UTC-0400,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-07 16:51:10.310,0436333e-27d2-e744-df72-309641f67079,
2020-05-07 18:55:52.417,,2020-05-07 19:27:27.484,2020-05-07 19:27:27.424,,,1.0,,UTC-0400,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-07 18:56:01.419,2a15260c-c3fc-f8ea-bc03-5272b2090d5e,
2020-05-07 19:04:05.419,,2020-05-07 19:27:27.514,2020-05-07 19:27:27.500,,,2.0,,UTC-0400,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-07 19:04:33.420,c5565724-29c5-27dc-a39c-3fb2aec25603,
2020-05-07 20:54:25.736,,2020-05-07 21:07:11.775,2020-05-07 21:07:11.745,,,1.0,,UTC-0400,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-07 20:54:38.738,cb3b7a84-d5b7-2639-9241-309d34c07056,
2020-05-09 19:53:45.671,,2020-05-09 19:55:31.718,2020-05-09 19:55:31.676,,,1.0,,UTC-0400,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-09 19:54:08.673,7d6e72ca-7dbe-de6a-1dd6-ef94612980f6,
2020-05-09 20:04:05.928,,2020-05-09 20:06:05.237,2020-05-09 20:06:05.186,,,1.0,,UTC-0400,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-09 20:04:34.931,6fa19817-9ea9-3892-853f-0b1af0d6ea38,
2020-05-09 20:55:13.772,,2020-05-09 20:57:44.800,2020-05-09 20:57:44.776,,,1.0,,UTC-0400,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-09 20:55:37.774,d5dd9e5f-12d0-8a2f-b65d-eda5a31ba99e,
2020-05-09 21:07:42.369,,2020-05-09 21:11:48.469,2020-05-09 21:11:48.399,,,2.0,,UTC-0400,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-09 21:09:15.379,cb3e89f5-939c-11b2-e9a9-5a2b59d6d698,
2020-05-09 21:16:18.553,,2020-05-09 21:36:02.594,2020-05-09 21:36:02.591,,,1.0,,UTC-0400,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-09 21:16:47.553,71506da4-4535-5202-ad16-683dd233d1fb,
2020-05-13 15:21:33.997,,2020-05-13 15:23:57.140,2020-05-13 15:23:57.058,,,1.0,,UTC-0400,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-13 15:21:51.000,0e088692-fc69-e4ba-8cca-396102998655,
2020-05-15 13:48:36.198,,2020-05-15 13:50:14.360,2020-05-15 13:50:14.338,,,1.0,,UTC-0400,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-15 13:48:46.324,0a2c8b8a-286c-6a91-67b0-aaaae35b88a5,
2020-05-15 13:50:15.353,,2020-05-15 13:51:24.552,2020-05-15 13:51:17.390,,,3.0,,UTC-0400,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-15 13:51:19.518,4b749b63-d225-c066-121a-e477191545da,
2020-05-19 10:31:02.413,,2020-05-19 10:31:43.415,2020-05-19 10:31:43.415,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-19 10:31:13.413,8cc8f65f-53e1-63fd-ecc5-6d5d70cd93bf,
2020-05-19 10:45:44.870,,2020-05-19 10:50:22.271,2020-05-19 10:50:22.240,,,2.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-19 10:46:20.130,17c244c9-f06e-33f9-831d-480e0a6cb291,
2020-05-19 21:16:06.849,,2020-05-19 21:44:22.968,2020-05-19 21:44:22.928,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-19 21:16:13.871,8c453b39-0e43-3475-6dbf-3cf607bced2f,
2020-05-21 17:28:16.635,,2020-05-21 17:28:39.861,2020-05-21 17:28:39.692,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-21 17:28:33.843,01a87602-562c-8a9d-ef86-c6b45d015114,
2020-05-23 19:02:21.839,,2020-05-23 19:10:56.021,2020-05-23 19:10:56.020,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-23 19:02:26.839,3a1430cb-4fa4-2929-134f-9ff39c5240a1,
2020-05-24 03:20:23.358,,2020-05-24 03:31:26.808,2020-05-24 03:31:26.766,,,2.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-24 03:20:35.360,4f26031a-8eb7-6488-fb1b-ed05abe589aa,
2020-05-24 03:21:50.360,,2020-05-24 03:31:26.871,2020-05-24 03:31:26.828,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-24 03:22:04.365,2c17bb6c-0409-2122-8492-0816080b083f,
2020-05-24 03:24:43.365,,2020-05-24 03:31:26.965,2020-05-24 03:31:26.898,,,2.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-24 03:24:58.368,e7fe57ce-150b-361d-b7a5-7d6e069e0194,
2020-05-24 03:26:20.368,,2020-05-24 03:31:27.045,2020-05-24 03:31:26.993,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-24 03:26:27.375,fbf5e184-c38e-b12a-fec3-957262c0145d,
2020-05-27 23:39:06.487,,2020-05-27 23:56:06.524,2020-05-27 23:56:06.489,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-27 23:39:17.489,0cd966a2-1e98-d1c6-a0ca-04de12f0b19a,
2020-05-28 02:41:55.799,,2020-05-28 03:03:03.881,2020-05-28 03:03:03.808,,,2.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-28 02:42:04.803,fc27b8fe-2b66-b0c9-56c9-f8e4be13ca7e,
2020-05-29 13:23:35.849,,2020-05-29 13:25:11.144,2020-05-29 13:23:56.863,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-29 13:23:57.428,647f6f60-a4ad-f1d7-2c09-4d9eadd415d5,
2020-05-29 13:38:13.964,,2020-05-29 13:38:26.993,2020-05-29 13:38:26.968,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-29 13:38:26.967,171d7a41-5a8c-3437-efa4-ca2a5d528fd0,
2020-05-29 14:25:35.906,,2020-05-29 14:44:54.959,2020-05-29 14:44:54.924,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-29 14:25:48.908,611c6aae-3acd-13da-ea5c-74054650f8c6,
2020-05-29 14:37:01.907,,2020-05-29 14:44:55.002,2020-05-29 14:44:54.974,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-29 14:37:13.909,1eccc556-729c-2b16-4cf0-05f37aa524cf,
2020-05-29 19:44:39.497,,2020-05-29 19:46:46.608,2020-05-29 19:46:46.525,,,4.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-29 19:45:21.503,f3ae2580-0366-a0b8-e0b5-14927832de7d,
2020-05-29 19:46:44.410,,2020-05-29 19:47:31.491,2020-05-29 19:47:09.434,,,2.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-29 19:47:23.465,1b89ff60-7083-ee2e-1f54-13781f3c95ed,
2020-05-29 19:48:44.418,,2020-05-29 19:49:31.456,2020-05-29 19:49:31.434,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-29 19:48:56.421,4b7b2f44-6e83-aa3f-b2fe-033d8915827a,
2020-05-29 19:50:26.475,,2020-05-29 19:54:15.533,2020-05-29 19:51:05.505,,,12.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-29 19:54:13.498,f636df22-99a0-5cfd-0efc-463f389987db,
2020-05-29 19:55:49.397,,2020-05-29 19:57:48.545,2020-05-29 19:56:29.431,,,2.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-29 19:56:47.523,6af567a2-817f-f51e-3bb3-7c06b85d17a9,
2020-05-29 19:58:55.494,,2020-05-29 19:59:30.592,2020-05-29 19:59:30.549,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-29 19:59:02.497,23619a42-9dd6-a4b9-e0b4-4d34c0881969,
2020-05-29 20:01:32.512,,2020-05-29 20:06:18.643,2020-05-29 20:06:18.632,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-29 20:01:44.514,c432dbc4-9f8f-4d1d-516e-a024454d64b0,
2020-05-29 23:02:15.351,,2020-05-29 23:04:25.384,2020-05-29 23:04:25.357,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-29 23:02:32.354,02a004a5-678c-bd1a-1a59-c821b70d5678,
2020-05-30 15:59:28.456,,2020-05-30 16:05:12.629,2020-05-30 16:05:12.514,,,7.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-30 16:00:32.462,f64d49b0-df63-caa6-caf7-4cffd601c508,
2020-05-30 16:25:58.518,,2020-05-30 16:27:38.707,2020-05-30 16:27:38.574,,,4.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-30 16:27:03.524,6bddf419-d0da-a5fc-e342-ecbe8987b78c,
2020-05-30 16:28:52.546,,2020-05-30 16:31:47.569,2020-05-30 16:31:47.550,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-30 16:29:00.548,672325bd-e635-b1b8-c3f9-6d72134a0ff2,
2020-05-30 16:30:53.548,,2020-05-30 16:31:47.607,2020-05-30 16:31:47.582,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-30 16:31:05.550,273f883e-0887-c9fc-9378-fe7c19e4975b,
2020-05-30 16:35:38.494,,2020-05-30 16:44:26.880,2020-05-30 16:44:26.829,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-30 16:35:46.497,c6170cd4-c067-4014-dabc-25549ac562a0,
2020-05-30 16:41:50.508,,2020-05-30 16:44:27.032,2020-05-30 16:44:26.895,,,5.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-30 16:43:10.724,c1217118-44bb-4be1-a477-893f548c8222,
2020-05-30 19:47:16.225,,2020-05-30 19:47:48.232,2020-05-30 19:47:48.232,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-05-30 19:47:29.225,4407a583-13a0-04eb-f041-044fe737f8b7,
2020-06-01 18:48:16.700,,2020-06-01 18:58:32.808,2020-06-01 18:58:32.704,,,2.0,,UTC-0700,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-01 18:48:36.703,bc75aafc-9c86-94a2-51e9-ee762dc02897,
2020-06-03 01:12:46.519,,2020-06-03 01:15:06.499,2020-06-03 01:13:03.525,,,2.0,,UTC-0600,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-03 01:13:27.460,4b55c32c-7a8f-cb63-2570-30899b9ef130,
2020-06-03 04:48:35.586,,2020-06-03 04:56:27.842,2020-06-03 04:56:27.817,,,1.0,,UTC-0600,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-03 04:48:46.600,8245fd8c-4a70-13e0-d967-e510d6b33726,
2020-06-10 15:50:22.647,,2020-06-10 16:14:56.696,2020-06-10 16:14:56.665,,,1.0,,UTC-0400,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-10 15:50:30.649,d0ea3fa2-9f25-c7fa-8ab2-d2e5deb562b4,
2020-06-10 19:45:51.591,,2020-06-10 19:47:37.889,2020-06-10 19:47:37.888,,,1.0,,UTC-0400,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-10 19:46:03.591,c6bd637e-7e31-c32a-f1c3-f5cf9f8f6f89,
2020-06-10 19:53:41.264,,2020-06-10 19:55:14.330,2020-06-10 19:55:14.289,,,1.0,,UTC-0400,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-10 19:53:51.266,8c117867-2a68-b530-8e5d-7caafb648860,
2020-06-10 20:03:27.530,,2020-06-10 20:06:11.855,2020-06-10 20:06:11.806,,,1.0,,UTC-0400,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-10 20:03:43.535,a5a6a01e-e3f2-b6ce-7438-580dbc2fd69f,
2020-06-10 22:45:36.798,,2020-06-10 22:52:55.846,2020-06-10 22:52:55.814,,,1.0,,UTC-0400,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-10 22:45:42.807,4d49561d-61ee-16b4-20c5-739c4feb87b2,
2020-06-11 01:26:00.031,,2020-06-11 01:55:11.384,2020-06-11 01:55:11.104,,,2.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-11 01:27:17.046,cd54cdca-921a-daba-74ae-220d33cd5898,
2020-06-11 01:30:05.046,,2020-06-11 01:55:11.465,2020-06-11 01:55:11.410,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-11 01:30:22.054,568e008e-877e-dc20-af2d-421aec2433c7,
2020-06-11 01:37:14.058,,2020-06-11 01:55:11.916,2020-06-11 01:55:11.493,,,3.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-11 01:38:09.083,774d3ea4-6a2d-f717-c534-d01f91a5554f,
2020-06-11 01:41:03.094,,2020-06-11 01:55:12.043,2020-06-11 01:55:11.962,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-11 01:41:10.097,de3ef3b9-e6f5-a54e-1a6d-fd204501992b,
2020-06-11 01:54:32.097,,2020-06-11 01:55:12.074,2020-06-11 01:55:12.074,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-11 01:54:37.097,541cebe5-2db5-78ea-2dfd-597c680a37d9,
2020-06-11 05:33:09.030,,2020-06-11 05:41:40.335,2020-06-11 05:41:40.099,,,3.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-11 05:34:37.048,82cd1b04-c07f-43ce-29bd-9e226d31ca8b,
2020-06-11 05:36:15.060,,2020-06-11 05:41:40.380,2020-06-11 05:41:40.349,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-11 05:36:27.064,2af82974-e762-b810-22c0-bc4f620cc070,
2020-06-11 05:39:06.072,,2020-06-11 05:48:38.309,2020-06-11 05:41:40.397,,,6.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-11 05:40:40.042,33d2360e-f4a6-7fe6-d0ae-f07281700205,
2020-06-11 05:42:01.042,,2020-06-11 05:48:38.398,2020-06-11 05:48:38.324,,,2.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-11 05:42:50.067,c445f3af-fd73-a018-d841-c723f5e5a670,
2020-06-11 05:45:54.067,,2020-06-11 06:01:03.134,2020-06-11 05:48:38.414,,,7.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-11 05:48:13.031,92e6b21a-430a-4bd3-a778-014942966824,
2020-06-11 05:55:38.030,,2020-06-11 06:01:03.263,2020-06-11 06:01:03.143,,,5.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-11 05:56:42.035,7fae45e8-5405-b818-818e-a3f74073e101,
2020-06-15 12:44:05.812,,2020-06-15 12:44:05.881,2020-06-15 12:44:05.839,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-15 12:44:05.815,c21fe51d-d436-9ef4-b53d-ebf2a4d36031,
2020-06-16 18:39:11.708,,2020-06-16 18:42:14.843,2020-06-16 18:42:14.714,,,1.0,,UTC-0700,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-16 18:39:20.711,8a696f73-eb11-3bd1-e446-c91d0dfa76c3,
2020-06-21 15:03:26.560,,2020-06-21 15:06:10.645,2020-06-21 15:06:10.587,,,2.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-21 15:03:57.563,730fcc83-e3b5-a838-874b-0cd0cb1ce365,
2020-06-21 15:08:37.664,,2020-06-21 15:11:09.755,2020-06-21 15:11:09.743,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-21 15:08:50.674,e969ae12-bfdb-8468-0a90-407480869349,
2020-06-21 15:10:45.674,,2020-06-21 15:11:09.807,2020-06-21 15:11:09.796,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-21 15:10:58.675,ad6955d0-89f2-9477-c101-84ede9d17442,
2020-06-21 15:14:53.151,,2020-06-21 15:18:13.475,2020-06-21 15:18:13.422,,,3.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-21 15:15:35.283,3318a624-c7cc-1a52-bf54-c490cd8c1cc7,
2020-06-21 15:16:54.282,,2020-06-21 15:20:13.667,2020-06-21 15:18:13.487,,,7.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-21 15:20:09.476,d06b035f-333a-3158-6d24-983d50d18e96,
2020-06-21 15:25:12.763,,2020-06-21 15:40:23.026,2020-06-21 15:40:23.002,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-21 15:25:19.767,1f553154-aad9-7175-99a6-e2be8acc7f03,
2020-06-22 13:21:22.780,,2020-06-22 13:48:42.813,2020-06-22 13:48:42.787,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-22 13:21:42.782,1a497c8b-555b-a737-e1d0-17f6c9ef294d,
2020-06-22 17:01:12.757,,2020-06-22 17:01:12.810,2020-06-22 17:01:12.762,,,2.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-22 17:01:12.759,747fca24-9c89-0df3-a529-c2047bb872c2,
2020-06-24 04:46:45.064,,2020-06-24 04:52:52.379,2020-06-24 04:52:52.353,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-24 04:46:55.068,a6f37f7a-d6d8-9828-bc21-5998f8e1042b,
2020-06-24 11:31:37.485,,2020-06-24 11:32:27.514,2020-06-24 11:32:27.490,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-24 11:31:49.487,ad8d8dd3-c9cd-5dbb-6431-f11b6b39c7d8,
2020-06-24 12:03:46.727,,2020-06-24 12:10:50.799,2020-06-24 12:10:50.734,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-06-24 12:03:57.729,13cc9f9a-1055-25a0-e3d6-cd4dbe7a7402,
2020-07-01 20:11:53.941,,2020-07-01 20:16:15.975,2020-07-01 20:16:15.945,,,1.0,,UTC-0700,BfdGMJKwGJ,com.sec.android.app.shealth,2020-07-01 20:12:08.943,40a57b66-0363-0ff2-a068-3547aaf4d4eb,
2020-07-01 21:15:34.870,,2020-07-01 21:35:11.994,2020-07-01 21:35:11.936,,,1.0,,UTC-0700,BfdGMJKwGJ,com.sec.android.app.shealth,2020-07-01 21:15:43.872,ccc04ca3-5163-78ae-c025-ab001b6fb541,
2020-07-09 23:50:20.672,,2020-07-10 00:04:00.955,2020-07-10 00:04:00.933,,,2.0,,UTC-0400,BfdGMJKwGJ,com.sec.android.app.shealth,2020-07-09 23:50:30.695,43875eb9-da77-9e4d-11c5-9e2f2239c4bc,
2020-07-11 03:35:25.603,,2020-07-11 03:40:42.630,2020-07-11 03:40:42.606,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-07-11 03:35:42.606,d4547a0a-7191-5e26-bc8e-d12121bedf2a,
2020-07-11 03:43:10.008,,2020-07-11 03:46:23.344,2020-07-11 03:46:23.292,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-07-11 03:43:28.010,969cdb98-1767-ded9-9713-0ed152399627,
2020-07-11 04:05:38.985,,2020-07-11 04:14:07.002,2020-07-11 04:14:06.991,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-07-11 04:05:51.986,0ea282e2-4f73-077d-9301-ce8fbb747dec,
2020-07-13 02:32:58.432,,2020-07-13 02:35:40.457,2020-07-13 02:35:40.435,,,1.0,,UTC-0600,BfdGMJKwGJ,com.sec.android.app.shealth,2020-07-13 02:33:08.434,6346f480-999f-4477-e4e7-43ab1cdf6434,
2020-07-13 03:03:18.472,,2020-07-13 03:05:28.509,2020-07-13 03:05:28.486,,,1.0,,UTC-0600,BfdGMJKwGJ,com.sec.android.app.shealth,2020-07-13 03:03:30.474,9e077ae1-d67b-011a-99d5-31f72729ef52,
2020-07-13 04:17:42.515,,2020-07-13 04:21:19.541,2020-07-13 04:21:19.519,,,1.0,,UTC-0600,BfdGMJKwGJ,com.sec.android.app.shealth,2020-07-13 04:17:53.518,b99c4dff-c511-b3a7-cdcc-70f005a174ac,
2020-07-13 04:41:55.413,,2020-07-13 04:44:24.483,2020-07-13 04:44:24.430,,,3.0,,UTC-0600,BfdGMJKwGJ,com.sec.android.app.shealth,2020-07-13 04:43:11.418,6e547c3c-1746-8b02-4317-f2f3792b7e2f,
2020-07-13 12:14:21.351,,2020-07-13 12:46:22.376,2020-07-13 12:46:22.355,,,1.0,,UTC-0600,BfdGMJKwGJ,com.sec.android.app.shealth,2020-07-13 12:14:32.353,1c074492-78b5-3a95-bdcd-f02bb7685f3c,
2020-07-14 02:06:28.336,,2020-07-14 02:07:06.405,2020-07-14 02:07:06.393,,,1.0,,UTC-0600,BfdGMJKwGJ,com.sec.android.app.shealth,2020-07-14 02:06:41.375,85a6c378-eab4-98ad-652a-a23554e04994,
2020-08-01 17:35:24.426,,2020-08-01 17:37:16.461,2020-08-01 17:37:16.432,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-08-01 17:35:41.429,0ce255f6-a0e7-529f-9820-84295f13eec0,
2020-08-02 22:08:26.467,,2020-08-02 22:09:54.513,2020-08-02 22:09:54.469,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-08-02 22:08:39.469,63d4b570-2e76-3e0c-ea42-74e51d804e77,
2020-08-02 22:39:00.683,,2020-08-02 22:44:44.863,2020-08-02 22:44:44.744,,,3.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-08-02 22:39:19.686,a912f5e3-a03b-4c00-0da4-84fca098cc65,
2020-08-02 22:44:46.379,,2020-08-02 22:55:29.413,2020-08-02 22:55:29.388,,,1.0,,UTC-0500,BfdGMJKwGJ,com.sec.android.app.shealth,2020-08-02 22:44:54.381,5e0cdafa-23c6-3501-c836-25f53eec95cb,
