com.samsung.shealth.sleep,6305105,11
total_sleep_time_weight,original_efficiency,mental_recovery,wake_score,factor_01,factor_02,factor_03,factor_04,factor_05,factor_06,factor_07,factor_08,factor_09,factor_10,deep_score,integrated_id,latency_weight,has_sleep_data,bedtime_detection_delay,sleep_efficiency_with_latency,wakeup_time_detection_delay,total_rem_duration,combined_id,nap_score,sleep_type,sleep_latency,data_version,latency_score,deep_weight,rem_weight,physical_recovery,original_wake_up_time,movement_awakening,is_integrated,original_bed_time,goal_bed_time,quality,extra_data,wake_weight,rem_score,goal_wake_up_time,sleep_cycle,total_light_duration,efficiency,sleep_score,sleep_duration,stage_analyzed_type,total_sleep_time_score,com.samsung.health.sleep.create_sh_ver,com.samsung.health.sleep.start_time,com.samsung.health.sleep.custom,com.samsung.health.sleep.modify_sh_ver,com.samsung.health.sleep.update_time,com.samsung.health.sleep.create_time,com.samsung.health.sleep.client_data_id,com.samsung.health.sleep.client_data_ver,com.samsung.health.sleep.time_offset,com.samsung.health.sleep.deviceuuid,com.samsung.health.sleep.comment,com.samsung.health.sleep.pkg_name,com.samsung.health.sleep.end_time,com.samsung.health.sleep.datauuid
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,370744d2-b8d3-e99f-4351-eb2ba5fb77e9.extra_data.json,,,,,,89.0,,,,,,2020-05-09 07:29:00.000,,,2020-05-09 12:50:52.420,2020-05-09 12:50:52.420,,,UTC-0400,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-05-09 12:46:00.000,370744d2-b8d3-e99f-4351-eb2ba5fb77e9,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,972fa49d-a243-9b3a-2f0f-fa422637626f.extra_data.json,,,,,,92.0,,,,,,2020-05-10 10:16:00.000,,,2020-05-10 14:42:43.449,2020-05-10 14:42:43.449,,,UTC-0400,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-05-10 14:24:00.000,972fa49d-a243-9b3a-2f0f-fa422637626f,
,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,57a7f8ed-e259-48e3-8859-93f5034d1b36.extra_data.json,,,,,,85.0,,,,,,2020-05-10 15:55:00.000,,,2020-05-10 18:35:03.269,2020-05-10 18:35:03.269,,,UTC-0400,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-05-10 17:59:00.000,57a7f8ed-e259-48e3-8859-93f5034d1b36,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,bc0843dc-4116-fcbf-b0ac-833946b414aa.extra_data.json,,,,,,90.0,,,,,,2020-05-11 09:31:00.000,,,2020-05-11 15:35:58.402,2020-05-11 15:35:58.402,,,UTC-0400,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-05-11 15:16:00.000,bc0843dc-4116-fcbf-b0ac-833946b414aa,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,67d35680-bf6e-9c6f-6902-11d53f51b121.extra_data.json,,,,,,85.0,,,,,,2020-05-12 05:52:00.000,,,2020-05-12 14:11:10.407,2020-05-12 14:11:10.407,,,UTC-0400,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-05-12 14:06:00.000,67d35680-bf6e-9c6f-6902-11d53f51b121,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,5f9f85db-7929-9a28-4fd3-02cec898453d.extra_data.json,,,,,,90.0,,,,,,2020-05-13 10:10:00.000,,,2020-05-13 14:51:05.826,2020-05-13 14:51:05.826,,,UTC-0400,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-05-13 14:45:00.000,5f9f85db-7929-9a28-4fd3-02cec898453d,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,41acdcbe-e375-fdb0-cd91-e7458bd7afef.extra_data.json,,,,,,83.0,,,,,,2020-05-14 07:01:00.000,,,2020-05-14 10:46:19.963,2020-05-14 10:46:19.963,,,UTC-0400,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-05-14 10:35:00.000,41acdcbe-e375-fdb0-cd91-e7458bd7afef,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,100e29df-9bb7-dbf3-46d3-7a81861e8430.extra_data.json,,,,,,80.0,,,,,,2020-05-14 21:16:00.000,,,2020-05-15 01:21:27.069,2020-05-15 01:21:27.069,,,UTC-0500,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-05-15 01:18:00.000,100e29df-9bb7-dbf3-46d3-7a81861e8430,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,dbac5ce4-8ac9-4939-a371-cc9f6afdd0f6.extra_data.json,,,,,,88.0,,,,,,2020-05-28 07:47:00.000,,,2020-05-28 14:39:51.403,2020-05-28 14:39:51.403,,,UTC-0500,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-05-28 14:27:00.000,dbac5ce4-8ac9-4939-a371-cc9f6afdd0f6,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,efcb3c4f-aa17-ca25-dafa-3931be086f58.extra_data.json,,,,,,88.0,,,,,,2020-06-02 04:52:00.000,,,2020-06-02 14:06:01.349,2020-06-02 14:06:01.349,,,UTC-0700,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-06-02 13:59:00.000,efcb3c4f-aa17-ca25-dafa-3931be086f58,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2a66640f-1550-43c9-1210-aefcee2cf024.extra_data.json,,,,,,90.0,,,,,,2020-06-11 19:37:00.000,,,2020-06-12 00:03:59.980,2020-06-12 00:03:59.980,,,UTC-0600,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-06-11 23:58:00.000,2a66640f-1550-43c9-1210-aefcee2cf024,
,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,f5d7434b-e917-5ef4-38a0-c15ed1b9469c.extra_data.json,,,,,,88.0,,,,,,2020-06-12 07:54:00.000,,,2020-06-12 13:00:41.383,2020-06-12 13:00:41.383,,,UTC-0600,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-06-12 12:42:00.000,f5d7434b-e917-5ef4-38a0-c15ed1b9469c,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,beee6d36-6368-165e-e107-d43b8aecd2c0.extra_data.json,,,,,,82.0,,,,,,2020-06-16 05:55:00.000,,,2020-06-16 10:13:16.356,2020-06-16 10:13:16.356,,,UTC-0600,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-06-16 10:09:00.000,beee6d36-6368-165e-e107-d43b8aecd2c0,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,bd3981b6-7562-8e31-33f6-9e38113d64b4.extra_data.json,,,,,,88.0,,,,,,2020-06-21 19:42:00.000,,,2020-06-21 21:01:13.703,2020-06-21 21:01:13.703,,,UTC-0500,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-06-21 20:42:00.000,bd3981b6-7562-8e31-33f6-9e38113d64b4,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,4f1dc180-79f3-e893-8310-58859ee92ede.extra_data.json,,,,,,81.0,,,,,,2020-06-21 21:58:00.000,,,2020-06-22 00:03:10.037,2020-06-22 00:03:10.037,,,UTC-0500,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-06-22 00:03:00.000,4f1dc180-79f3-e893-8310-58859ee92ede,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,fc2fd41b-3891-a2db-06e7-0da7b5abad57.extra_data.json,,,,,,85.0,,,,,,2020-06-22 00:14:00.000,,,2020-06-22 01:34:52.539,2020-06-22 01:34:52.539,,,UTC-0500,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-06-22 01:29:00.000,fc2fd41b-3891-a2db-06e7-0da7b5abad57,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,4c86123e-3839-beb6-1382-4988003d1b4a.extra_data.json,,,,,,68.0,,,,,,2020-06-22 06:25:00.000,,,2020-06-22 07:52:21.319,2020-06-22 07:52:21.319,,,UTC-0500,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-06-22 07:48:00.000,4c86123e-3839-beb6-1382-4988003d1b4a,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,c9459b91-0b45-09d5-4d9d-41ffe89fdbca.extra_data.json,,,,,,89.0,,,,,,2020-06-22 07:56:00.000,,,2020-06-22 11:52:07.430,2020-06-22 11:52:07.430,,,UTC-0500,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-06-22 11:48:00.000,c9459b91-0b45-09d5-4d9d-41ffe89fdbca,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,797fb0cf-34ad-2ee6-0531-0322e5c9830c.extra_data.json,,,,,,87.0,,,,,,2020-06-23 21:21:00.000,,,2020-06-24 00:42:57.416,2020-06-24 00:42:57.416,,,UTC-0500,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-06-24 00:24:00.000,797fb0cf-34ad-2ee6-0531-0322e5c9830c,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,e583cca8-ac37-b0de-71fe-38e9dd46f46f.extra_data.json,,,,,,77.0,,,,,,2020-06-24 20:40:00.000,,,2020-06-25 04:10:02.118,2020-06-25 04:10:02.118,,,UTC-0500,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-06-25 04:03:00.000,e583cca8-ac37-b0de-71fe-38e9dd46f46f,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,95a34936-353d-d79c-5437-ff47ad9d3da6.extra_data.json,,,,,,86.0,,,,,,2020-06-27 02:01:00.000,,,2020-06-27 05:16:56.000,2020-06-27 05:16:56.000,,,UTC-0600,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-06-27 05:11:00.000,95a34936-353d-d79c-5437-ff47ad9d3da6,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,75196534-697b-1460-08cd-af57d9c6e2f4.extra_data.json,,,,,,84.0,,,,,,2020-06-30 01:04:00.000,,,2020-06-30 09:30:17.488,2020-06-30 09:30:17.488,,,UTC-0500,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-06-30 09:20:00.000,75196534-697b-1460-08cd-af57d9c6e2f4,
,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3d9d4a2f-2fa0-924f-5909-70b950240760.extra_data.json,,,,,,81.0,,,,,,2020-07-03 01:23:00.000,,,2020-07-03 11:10:07.385,2020-07-03 11:10:07.385,,,UTC-0700,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-07-03 11:05:00.000,3d9d4a2f-2fa0-924f-5909-70b950240760,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,7ea901b7-0206-65d8-a89b-c120e2d774e9.extra_data.json,,,,,,87.0,,,,,,2020-07-04 08:50:00.000,,,2020-07-04 11:39:25.309,2020-07-04 11:39:25.309,,,UTC-0700,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-07-04 11:34:00.000,7ea901b7-0206-65d8-a89b-c120e2d774e9,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,c0ff0f8a-eff7-7a86-d9a9-c34c453686a4.extra_data.json,,,,,,83.0,,,,,,2020-07-04 11:46:00.000,,,2020-07-04 14:34:52.331,2020-07-04 14:34:52.331,,,UTC-0700,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-07-04 14:18:00.000,c0ff0f8a-eff7-7a86-d9a9-c34c453686a4,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,774ab56f-8b4e-8da2-879d-bacf7b2ee941.extra_data.json,,,,,,87.0,,,,,,2020-07-10 04:40:00.000,,,2020-07-10 08:57:03.444,2020-07-10 08:57:03.444,,,UTC-0400,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-07-10 08:41:00.000,774ab56f-8b4e-8da2-879d-bacf7b2ee941,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,f7fb3c74-001c-2107-cbd7-be2c9878bcc1.extra_data.json,,,,,,90.0,,,,,,2020-07-11 13:13:00.000,,,2020-07-11 14:33:49.905,2020-07-11 14:33:49.905,,,UTC-0500,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-07-11 14:17:00.000,f7fb3c74-001c-2107-cbd7-be2c9878bcc1,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,7981b685-48e1-caae-1036-322f79b02171.extra_data.json,,,,,,91.0,,,,,,2020-07-11 14:35:00.000,,,2020-07-11 19:12:57.413,2020-07-11 19:12:57.413,,,UTC-0500,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-07-11 19:00:00.000,7981b685-48e1-caae-1036-322f79b02171,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,caa92803-55a4-e24d-87c9-b7d5fff34f8e.extra_data.json,,,,,,85.0,,,,,,2020-07-13 06:22:00.000,,,2020-07-13 13:19:55.295,2020-07-13 13:19:55.295,,,UTC-0600,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-07-13 13:02:00.000,caa92803-55a4-e24d-87c9-b7d5fff34f8e,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,87a3721b-1a3d-837d-7e82-51d4c5bcf959.extra_data.json,,,,,,93.0,,,,,,2020-07-13 19:47:00.000,,,2020-07-13 22:10:18.289,2020-07-13 22:10:18.289,,,UTC-0600,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-07-13 22:03:00.000,87a3721b-1a3d-837d-7e82-51d4c5bcf959,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,19f0c4ff-6eda-9d3c-b7fa-088a78ff5502.extra_data.json,,,,,,88.0,,,,,,2020-08-01 05:19:00.000,,,2020-08-01 11:21:30.409,2020-08-01 11:21:30.409,,,UTC-0500,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-08-01 11:18:00.000,19f0c4ff-6eda-9d3c-b7fa-088a78ff5502,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0170430a-4cc3-ac7c-e570-c8cfc8644e28.extra_data.json,,,,,,86.0,,,,,,2020-08-05 10:34:00.000,,,2020-08-05 12:48:48.326,2020-08-05 12:48:48.326,,,UTC-0700,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-08-05 12:44:00.000,0170430a-4cc3-ac7c-e570-c8cfc8644e28,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,b845d128-902c-9078-778a-5bc8e53fbbae.extra_data.json,,,,,,88.0,,,,,,2020-08-07 04:55:00.000,,,2020-08-07 11:18:57.424,2020-08-07 11:18:57.424,,,UTC-0500,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-08-07 11:12:00.000,b845d128-902c-9078-778a-5bc8e53fbbae,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,4195e7a0-41ed-5329-9a59-ba203d5d7e4b.extra_data.json,,,,,,90.0,,,,,,2020-08-07 11:51:00.000,,,2020-08-07 15:02:55.302,2020-08-07 15:02:55.302,,,UTC-0500,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-08-07 14:46:00.000,4195e7a0-41ed-5329-9a59-ba203d5d7e4b,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,c5270dc0-ad7e-0097-393f-206483b73c7e.extra_data.json,,,,,,89.0,,,,,,2020-08-08 11:53:00.000,,,2020-08-08 16:13:26.314,2020-08-08 16:13:26.314,,,UTC-0500,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-08-08 16:02:00.000,c5270dc0-ad7e-0097-393f-206483b73c7e,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,afd0a76c-73d7-f5ff-3334-ee5670df9c5e.extra_data.json,,,,,,79.0,,,,,,2020-08-09 07:34:00.000,,,2020-08-09 13:35:47.337,2020-08-09 13:35:47.337,,,UTC-0500,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-08-09 13:19:00.000,afd0a76c-73d7-f5ff-3334-ee5670df9c5e,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,6125bc69-1350-64c5-3b92-83c78ce3c440.extra_data.json,,,,,,99.0,,,,,,2020-09-21 23:15:00.000,,,2020-09-22 03:12:48.318,2020-09-22 03:12:48.318,,,UTC-0400,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-09-22 01:02:00.000,6125bc69-1350-64c5-3b92-83c78ce3c440,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,5b6c5a77-ab82-9c6b-edb9-6a62a0fd25ae.extra_data.json,,,,,,89.0,,,,,,2020-12-13 03:18:00.000,,,2020-12-13 04:42:55.368,2020-12-13 04:42:55.368,,,UTC-0700,BfdGMJKwGJ,,com.sec.android.app.shealth,2020-12-13 04:33:00.000,5b6c5a77-ab82-9c6b-edb9-6a62a0fd25ae,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,38a4c0b4-ea2a-917b-d1f4-490019bbc4b9.extra_data.json,,,,,,64.0,,,,,,2021-01-28 07:38:00.000,,,2021-01-28 09:45:50.306,2021-01-28 09:45:50.306,,,UTC-0700,BfdGMJKwGJ,,com.sec.android.app.shealth,2021-01-28 09:32:00.000,38a4c0b4-ea2a-917b-d1f4-490019bbc4b9,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,b296910f-f41c-5e87-2df4-cad52fe564c2.extra_data.json,,,,,,71.0,,,,,,2021-01-30 05:58:00.000,,,2021-01-30 07:17:10.696,2021-01-30 07:17:10.696,,,UTC-0700,BfdGMJKwGJ,,com.sec.android.app.shealth,2021-01-30 07:08:00.000,b296910f-f41c-5e87-2df4-cad52fe564c2,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,361ad963-df98-efa9-5eab-fee0b478e517.extra_data.json,,,,,,83.0,,,,,,2021-01-30 08:04:00.000,,,2021-01-30 08:53:40.333,2021-01-30 08:53:40.333,,,UTC-0700,BfdGMJKwGJ,,com.sec.android.app.shealth,2021-01-30 08:41:00.000,361ad963-df98-efa9-5eab-fee0b478e517,
