com.samsung.shealth.rewards,6305105,5
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,2020-05-02 05:00:00.000,,1899999,,2020-05-30 04:42:10.358,2020-05-02 23:54:50.621,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6871}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2020-05-02 05:00:00.000,ce829cbb-baa7-4c1c-baee-d0a928e6aa80,1,
,2020-05-06 21:04:07.288,,,,2020-05-09 18:22:13.308,2020-05-06 21:04:07.304,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":true,""mValue"":88,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-05-06 21:04:07.288,506f18b1-c136-4757-91a9-05aff22fa1e5,0,
,2020-05-09 03:59:59.999,,,,2020-05-09 20:02:23.394,2020-05-09 18:22:13.332,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":60,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-05-09 03:59:59.999,4e9c213b-c81a-463f-b8ab-5e72d5f22d81,0,
,2020-05-09 20:02:23.374,,,,2020-05-13 03:40:59.871,2020-05-09 20:02:23.399,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":115,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-05-09 20:02:23.374,3a170a83-1a38-45a8-b41b-27d29ef9e6ae,0,
,2020-05-09 06:00:00.000,,1899999,,2020-06-03 02:28:43.278,2020-05-09 21:11:52.228,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":10207}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2020-05-09 06:00:00.000,5dcb2c01-e7e9-41fe-ba89-e63ceca7a480,1,
,2020-05-09 05:00:00.000,,10009,,2020-05-15 05:00:02.281,2020-05-09 21:42:31.728,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":8304}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2020-05-09 05:00:00.000,d81b131e-46ae-4d5a-b392-ee73c9be5e5e,1,
,2020-05-13 03:40:59.858,,,,2020-05-13 23:33:06.014,2020-05-13 03:40:59.879,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":66,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-05-13 03:40:59.858,6051a514-d247-42ba-a974-284b55e5d94a,0,
,2020-05-13 23:33:05.992,,,,2020-05-19 06:55:14.194,2020-05-13 23:33:06.016,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":62,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-05-13 23:33:05.992,aee5c555-9bd7-4bfe-92ff-2f73a671db64,0,
,2020-05-19 04:59:59.999,,,,2020-05-21 02:15:36.851,2020-05-19 06:55:14.203,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":true,""mValue"":60,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-05-19 04:59:59.999,d5560c35-69e9-4781-80e8-134469c03ecb,0,
,2020-05-21 02:15:36.836,,,,2020-05-22 21:28:54.558,2020-05-21 02:15:36.852,,,goal_activity_reward_goal_achieved,UTC-0600,"{""mIsCompleted"":true,""mValue"":77,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-05-21 02:15:36.836,04b31c68-4ec4-4336-be70-be32083129c7,0,
,2020-05-20 07:00:00.000,,1899999,,2020-06-17 05:06:21.704,2020-05-21 02:35:08.099,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6950}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2020-05-20 07:00:00.000,9b17b44f-b1c3-4000-8f29-c487ceff3d97,1,
,2020-05-22 21:28:54.538,,,,2020-06-10 12:48:59.812,2020-05-22 21:28:54.567,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":false,""mValue"":71,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-05-22 21:28:54.538,e3e10700-c874-42c9-b354-39be64d3ae36,0,
,2020-05-22 05:00:00.000,,10009,,2020-05-28 05:00:00.664,2020-05-23 05:00:02.337,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6540}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2020-05-22 05:00:00.000,da4e4a3e-fe54-4b1c-859c-a986f326f9ec,1,
,2020-06-03 03:59:59.999,,,,2020-06-11 02:15:44.771,2020-06-10 12:48:59.815,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":60,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-06-03 03:59:59.999,c4fc7782-85ce-4dcf-9e5e-6f1ecdc460f7,0,
,2020-06-11 02:15:44.753,,,,2020-06-11 05:16:28.842,2020-06-11 02:15:44.777,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":true,""mValue"":67,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-06-11 02:15:44.753,7cd9957b-6fc4-4f58-a5ad-b5bdc2cf9deb,0,
,2020-06-11 16:55:14.091,,,,2020-06-22 16:16:00.614,2020-06-11 16:55:14.115,,,goal_activity_reward_goal_achieved,UTC-0600,"{""mIsCompleted"":true,""mValue"":80,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-06-11 16:55:14.091,064a13dd-e761-4e57-9e36-2ca02f0677f3,0,
,2020-06-11 07:00:00.000,,1899999,,2020-07-05 04:57:49.617,2020-06-12 03:11:59.312,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6124}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2020-06-11 07:00:00.000,c8344aba-5ed9-4d63-8d9d-1b93ecea8212,1,
,2020-06-22 16:16:00.591,,,,2020-07-02 03:50:04.830,2020-06-22 16:16:00.628,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":true,""mValue"":148,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-06-22 16:16:00.591,704a5bbf-aecf-486b-a3f6-d3c7ef4c90c3,0,
,2020-06-22 04:00:00.000,,1899999,,2020-07-10 04:35:35.909,2020-06-22 16:33:44.298,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":13182}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2020-06-22 04:00:00.000,5b01bf80-5702-4da5-bc58-61fdddc929ec,1,
,2020-06-22 05:00:00.000,,10009,,2020-06-28 05:00:00.831,2020-06-22 17:58:31.423,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":9477}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2020-06-22 05:00:00.000,8918ee67-a461-4953-a3d6-2b7fdc5f19d1,1,
,2020-07-02 03:50:04.816,,,,2020-07-02 22:48:00.746,2020-07-02 03:50:04.832,,,goal_activity_reward_goal_achieved,UTC-0700,"{""mIsCompleted"":false,""mValue"":68,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-07-02 03:50:04.816,b6dc789b-a51d-4432-8e49-aef9caefb1d7,0,
,2020-07-01 04:00:00.000,,1899999,,2020-07-10 04:35:35.994,2020-07-02 06:55:06.736,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6006}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2020-07-01 04:00:00.000,8c0b5165-69a4-407d-9c29-bc508cc5605c,1,
,2020-07-02 22:48:00.717,,,,2020-07-14 03:43:12.420,2020-07-02 22:48:00.760,,,goal_activity_reward_goal_achieved,UTC-0700,"{""mIsCompleted"":false,""mValue"":80,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-07-02 22:48:00.717,54338002-a861-4864-aac1-583138a8b4a1,0,
,2020-07-02 04:00:00.000,,1899999,,2020-07-10 04:35:35.998,2020-07-03 05:00:27.656,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6894}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2020-07-02 04:00:00.000,82da079b-7160-41ec-9184-6da1d09852c8,1,
,2020-07-14 03:43:12.404,,,,2020-08-06 15:35:17.233,2020-07-14 03:43:12.425,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":true,""mValue"":80,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-07-14 03:43:12.404,58b2fa35-9a5a-4b17-9bfa-58dab66c11b4,0,
,2020-07-13 05:00:00.000,,1899999,,2020-07-19 05:00:03.331,2020-07-14 06:00:04.382,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7401}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2020-07-13 05:00:00.000,97551484-adc0-4b02-9123-0822968d2c29,1,
,2020-08-06 15:35:17.208,,,,2020-08-09 19:16:26.297,2020-08-06 15:35:17.238,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":true,""mValue"":111,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-08-06 15:35:17.208,fa78b3e5-ad0c-4f79-b143-3b1919aed40d,0,
,2020-08-06 06:00:00.000,,1899999,,2020-08-12 06:00:03.171,2020-08-07 05:00:04.864,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":8658}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2020-08-06 06:00:00.000,b5c3413d-16e6-4d1a-973a-f173bbbe2a8f,1,
,2020-08-09 19:16:26.252,,,,2020-09-17 13:05:00.284,2020-08-09 19:16:26.299,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":false,""mValue"":63,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-08-09 19:16:26.252,15756662-68b8-43d2-bb84-d4022826df8c,0,
,2020-09-17 13:05:00.256,,,,2020-09-19 20:19:26.863,2020-09-17 13:05:00.292,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":127,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-09-17 13:05:00.256,359cb580-8606-4457-91da-199c180445a1,0,
,2020-09-17 04:00:00.000,,10009,,2020-09-23 04:00:02.905,2020-09-18 04:00:01.728,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":12484}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2020-09-17 04:00:00.000,aee599dd-ea33-41d3-a10c-fbf90e6fb1eb,1,
,2020-09-17 04:00:00.000,,10009,,2020-09-18 04:00:01.764,2020-09-18 04:00:01.764,,,tracker_pedometer_reward_most_walking_day,UTC-0400,"{""mTarget"":-1,""mValue"":12484}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2020-09-17 04:00:00.000,99b9f781-88fa-49a7-b8bb-6d3a7d433073,1,
,2020-09-19 20:19:26.820,,,,2020-09-24 00:19:32.285,2020-09-19 20:19:26.874,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":88,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-09-19 20:19:26.820,778b9726-879d-4a53-b1a0-35ebc69160b1,0,
,2020-09-19 04:00:00.000,,1899999,,2020-09-25 04:00:04.229,2020-09-20 04:00:05.111,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":7052}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2020-09-19 04:00:00.000,4bcb0476-3064-4b86-aede-b96447da45d2,1,
,2020-09-24 00:19:32.273,,,,2020-09-26 23:50:42.822,2020-09-24 00:19:32.295,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":79,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-09-24 00:19:32.273,e5d3a40d-7479-4a2e-a335-8f64deebed7a,0,
,2020-09-23 05:00:00.000,,1899999,,2020-09-29 05:00:04.713,2020-09-24 04:00:05.115,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6130}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2020-09-23 05:00:00.000,2e67a9d2-35a1-479a-a1f5-a17341e24c66,1,
,2020-09-26 23:50:42.810,,,,2020-09-27 22:25:00.885,2020-09-26 23:50:42.836,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":68,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-09-26 23:50:42.810,ac2490a3-8fea-43f7-9542-732127f4f364,0,
,2020-09-27 22:25:00.855,,,,2020-10-14 03:15:17.287,2020-09-27 22:25:00.889,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":false,""mValue"":75,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-09-27 22:25:00.855,b533bcf8-cb3e-42c6-833e-b6b77da0389e,0,
,2020-09-27 07:00:00.000,,10009,,2020-10-03 19:03:56.722,2020-09-28 05:00:01.528,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":7110}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2020-09-27 07:00:00.000,aae38e95-00e9-4bae-906a-4a312ca4c7b2,1,
,2020-10-14 03:15:17.255,,,,2020-11-03 06:00:00.633,2020-10-14 03:15:17.307,,,goal_activity_reward_goal_achieved,UTC-0700,"{""mIsCompleted"":false,""mValue"":62,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-10-14 03:15:17.255,01b479df-4a2c-4cf3-a304-0039d760d14a,0,
,2020-11-03 06:00:00.597,,,,2021-02-22 07:15:27.428,2020-11-03 06:00:00.645,,,goal_activity_reward_goal_achieved,UTC-0800,"{""mIsCompleted"":false,""mValue"":71,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2020-11-03 06:00:00.597,c191e92e-9752-4de8-a1ec-e2d188a7112b,0,
,2020-11-02 06:00:00.000,,10009,,2020-11-08 18:41:14.077,2020-11-03 08:00:02.449,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":6632}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2020-11-02 06:00:00.000,5585a29e-e27c-493a-abb7-010fc91a4757,1,
,2021-01-30 08:41:00.000,,,,2021-01-30 23:46:40.617,2021-01-30 23:46:40.617,,,goal_sleep_TYPE_GOAL_DAILY_BED_TIME,UTC-0700,6,jBfEgmLJSx,com.sec.android.app.shealth,Sleep.Goal,2021-01-30 05:58:00.000,f9095d57-8ff5-498a-b0b5-9681f7a7379c,1,
,2020-07-13 13:02:00.000,,,,2021-01-30 23:46:40.617,2021-01-30 23:46:40.617,,,goal_sleep_TYPE_GOAL_DAILY_WAKEUP_TIME,UTC-0600,8,jBfEgmLJSx,com.sec.android.app.shealth,Sleep.Goal,2020-07-13 06:22:00.000,fcde4df0-3cf9-4df1-b21a-71480b4c62f3,1,
,2020-07-04 14:18:00.000,,,,2021-01-30 23:46:40.618,2021-01-30 23:46:40.618,,,goal_sleep_TYPE_GOAL_DAILY_WAKEUP_TIME,UTC-0700,7,jBfEgmLJSx,com.sec.android.app.shealth,Sleep.Goal,2020-07-04 08:50:00.000,0b3cda4e-3dc2-49b3-beb2-a0de345541d3,0,
,2020-06-22 11:48:00.000,,,,2021-01-30 23:46:40.618,2021-01-30 23:46:40.618,,,goal_sleep_TYPE_GOAL_DAILY_WAKEUP_TIME,UTC-0500,6,jBfEgmLJSx,com.sec.android.app.shealth,Sleep.Goal,2020-06-22 06:25:00.000,965d2334-6100-4ee0-8196-8fc02b63c3b4,0,
,2020-06-12 12:42:00.000,,,,2021-01-30 23:46:40.618,2021-01-30 23:46:40.618,,,goal_sleep_TYPE_GOAL_DAILY_WAKEUP_TIME,UTC-0600,5,jBfEgmLJSx,com.sec.android.app.shealth,Sleep.Goal,2020-06-12 07:54:00.000,f4a31074-c210-46d1-adc3-220bb5457429,0,
,2020-06-02 13:59:00.000,,,,2021-01-30 23:46:40.618,2021-01-30 23:46:40.618,,,goal_sleep_TYPE_GOAL_DAILY_WAKEUP_TIME,UTC-0700,4,jBfEgmLJSx,com.sec.android.app.shealth,Sleep.Goal,2020-06-02 04:52:00.000,682966e4-ee4e-455c-84bb-8d36501be9d2,0,
,2020-05-14 10:35:00.000,,,,2021-01-30 23:46:40.618,2021-01-30 23:46:40.618,,,goal_sleep_TYPE_GOAL_DAILY_WAKEUP_TIME,UTC-0400,3,jBfEgmLJSx,com.sec.android.app.shealth,Sleep.Goal,2020-05-14 07:01:00.000,709110fc-d7f3-421a-a410-452f7f6e1b33,0,
,2020-04-25 11:00:00.000,,,,2021-01-30 23:46:40.619,2021-01-30 23:46:40.619,,,goal_sleep_TYPE_GOAL_DAILY_BED_TIME,UTC-0700,5,jBfEgmLJSx,com.sec.android.app.shealth,Sleep.Goal,2020-04-25 05:49:00.000,30f3d234-5df3-4238-ab9b-42760b2510f9,0,
,2020-04-09 12:20:00.000,,,,2021-01-30 23:46:40.619,2021-01-30 23:46:40.619,,,goal_sleep_TYPE_GOAL_DAILY_BED_TIME,UTC-0700,4,jBfEgmLJSx,com.sec.android.app.shealth,Sleep.Goal,2020-04-09 05:30:00.000,d6f7c49c-2ae9-4c94-bb51-0c8a5320a376,0,
,2020-03-30 07:49:00.000,,,,2021-01-30 23:46:40.619,2021-01-30 23:46:40.619,,,goal_sleep_TYPE_GOAL_DAILY_BED_TIME,UTC-0700,3,jBfEgmLJSx,com.sec.android.app.shealth,Sleep.Goal,2020-03-30 06:02:00.000,79136cd1-4130-467b-aaa1-09ea2885c7ed,0,
,2020-03-24 13:19:00.000,,,,2021-01-30 23:46:40.619,2021-01-30 23:46:40.619,,,goal_sleep_TYPE_GOAL_DAILY_WAKEUP_TIME,UTC-0600,2,jBfEgmLJSx,com.sec.android.app.shealth,Sleep.Goal,2020-03-24 08:00:00.000,1a5ae7f1-6201-450b-8409-60933d1c4038,0,
,2019-11-06 09:45:00.000,,,,2021-01-30 23:46:40.620,2021-01-30 23:46:40.620,,,goal_sleep_TYPE_GOAL_DAILY_BED_TIME,UTC-0700,2,jBfEgmLJSx,com.sec.android.app.shealth,Sleep.Goal,2019-11-06 06:13:00.000,a85da8be-c921-4ca3-a396-bf8ca4cde29a,0,
,2019-11-03 15:03:00.000,,,,2021-01-30 23:46:40.620,2021-01-30 23:46:40.620,,,goal_sleep_TYPE_GOAL_DAILY_BED_TIME,UTC-0700,1,jBfEgmLJSx,com.sec.android.app.shealth,Sleep.Goal,2019-11-03 05:47:00.000,5e046da9-71a3-457e-b469-51decceb83b0,0,
,2019-11-01 13:35:00.000,,,,2021-01-30 23:46:40.620,2021-01-30 23:46:40.620,,,goal_sleep_TYPE_GOAL_DAILY_WAKEUP_TIME,UTC-0700,1,jBfEgmLJSx,com.sec.android.app.shealth,Sleep.Goal,2019-11-01 05:05:00.000,eea85c50-b20b-4686-8b2a-7815591f6f2f,0,
,2021-02-22 06:59:59.999,,,,2021-03-02 09:27:06.357,2021-02-22 07:15:27.436,,,goal_activity_reward_goal_achieved,UTC-0700,"{""mIsCompleted"":true,""mValue"":64,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2021-02-22 06:59:59.999,2845085c-901b-4707-9688-298c57255f01,0,
,2021-03-02 09:27:06.331,,,,2021-03-09 04:02:36.320,2021-03-02 09:27:06.370,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":false,""mValue"":117,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2021-03-02 09:27:06.331,a7e282ee-58a5-4ec2-98ad-1ad75dab13a4,0,
,2021-03-02 07:00:00.000,,10009,,2021-03-09 01:22:21.517,2021-03-03 05:00:02.042,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":10085}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-03-02 07:00:00.000,1e6d1041-ec05-4552-951c-98a90ea0293e,1,
,2021-03-09 04:02:36.278,,,,2021-04-04 04:53:00.188,2021-03-09 04:02:36.334,,,goal_activity_reward_goal_achieved,UTC-0800,"{""mIsCompleted"":false,""mValue"":61,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2021-03-09 04:02:36.278,c9400430-fcbb-49d1-ba1b-5e703013da0a,0,
,2021-04-04 04:53:00.149,,,,2021-04-15 08:45:13.446,2021-04-04 04:53:00.191,,,goal_activity_reward_goal_achieved,UTC-0700,"{""mIsCompleted"":true,""mValue"":66,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2021-04-04 04:53:00.149,cb9e15d1-e2fe-4bcb-a08b-494011e7e3c2,0,
,2021-04-13 01:55:06.063,,,,2021-04-19 19:55:36.080,2021-04-13 01:55:06.123,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":false,""mValue"":70,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2021-04-13 01:55:06.063,1e8b9b8d-a14c-46a0-9468-70fabc54820e,0,
,2021-04-12 05:00:00.000,,10009,,2021-04-18 10:13:24.547,2021-04-13 05:00:03.304,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6541}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-04-12 05:00:00.000,3eee5a6a-0745-45f0-91d9-a784b8fc19e7,1,
,2021-04-19 19:55:36.066,,,,2021-06-07 02:38:01.403,2021-04-19 19:55:36.087,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":66,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2021-04-19 19:55:36.066,105b4efc-2814-4336-a22a-12e9a2c162f5,0,
,2021-04-19 05:00:00.000,,10009,,2021-04-25 05:48:51.624,2021-04-20 05:30:41.894,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6087}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-04-19 05:00:00.000,2609f36d-b543-462a-9ec3-642c8353555f,1,
,2021-06-07 02:38:01.360,,,,2021-06-09 00:15:08.709,2021-06-07 02:38:01.405,,,goal_activity_reward_goal_achieved,UTC-0700,"{""mIsCompleted"":false,""mValue"":68,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2021-06-07 02:38:01.360,073133fc-9adc-4e2d-aa44-da73364c6b39,0,
,2021-06-09 00:15:08.543,,,,2021-06-11 04:55:25.578,2021-06-09 00:15:08.712,,,goal_activity_reward_goal_achieved,UTC-0700,"{""mIsCompleted"":false,""mValue"":77,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2021-06-09 00:15:08.543,0f6afcb3-6d09-4e21-bf37-be0c853519bf,0,
,2021-06-11 04:55:25.544,,,,2021-06-12 05:35:01.118,2021-06-11 04:55:25.580,,,goal_activity_reward_goal_achieved,UTC-0700,"{""mIsCompleted"":false,""mValue"":67,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2021-06-11 04:55:25.544,39cd94bd-05ae-4232-bea9-d975a824cf30,0,
,2021-06-10 05:00:00.000,,10009,,2021-06-17 04:28:15.741,2021-06-11 07:00:01.827,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6208}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-06-10 05:00:00.000,2efa1f81-5c4a-4c11-b896-686ae7f963cf,1,
,2021-06-12 05:35:01.065,,,,2021-07-12 04:55:38.074,2021-06-12 05:35:01.124,,,goal_activity_reward_goal_achieved,UTC-0700,"{""mIsCompleted"":false,""mValue"":64,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2021-06-12 05:35:01.065,ada04446-dc51-4700-860a-7317f0b91284,0,
,2021-06-11 05:00:00.000,,10009,,2021-06-17 09:07:41.147,2021-06-12 07:00:01.647,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6006}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-06-11 05:00:00.000,7f2a5266-b0c7-4379-8c03-b10a56494fe9,1,
,2021-07-12 04:55:38.019,,,,2021-07-13 21:11:00.541,2021-07-12 04:55:38.076,,,goal_activity_reward_goal_achieved,UTC-0700,"{""mIsCompleted"":false,""mValue"":64,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2021-07-12 04:55:38.019,26ae8c44-ae67-4584-b696-c464b64ea0e8,0,
,2021-07-13 21:11:00.496,,,,2021-07-15 21:53:00.438,2021-07-13 21:11:00.544,,,goal_activity_reward_goal_achieved,UTC-0700,"{""mIsCompleted"":false,""mValue"":77,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2021-07-13 21:11:00.496,6a9a3846-8ba9-4972-9769-8dd536c28730,0,
,2021-07-13 07:00:00.000,,10009,,2021-07-19 07:00:08.511,2021-07-14 07:00:01.849,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":7057}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-07-13 07:00:00.000,acf41cec-5322-4b1f-9d30-90cd4548103d,1,
,2021-07-15 21:53:00.412,,,,2021-07-16 16:55:01.582,2021-07-15 21:53:00.443,,,goal_activity_reward_goal_achieved,UTC-0700,"{""mIsCompleted"":false,""mValue"":146,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2021-07-15 21:53:00.412,0659f5dc-bee2-438c-9ffa-28849efae6d9,0,
,2021-07-15 07:00:00.000,,10009,,2021-07-21 07:00:08.799,2021-07-16 13:05:03.358,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":13940}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-07-15 07:00:00.000,93793491-5b0b-4107-8491-b3e4294a9634,1,
,2021-07-15 07:00:00.000,,10009,,2021-07-16 13:05:03.378,2021-07-16 13:05:03.378,,,tracker_pedometer_reward_most_walking_day,UTC-0700,"{""mTarget"":-1,""mValue"":13940}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-07-15 07:00:00.000,9de60f12-31eb-413b-a96b-b4631286b647,1,
