com.samsung.shealth.rewards,6305105,5
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,2021-07-16 16:55:01.544,,,,2021-07-17 06:15:29.970,2021-07-16 16:55:01.584,,,goal_activity_reward_goal_achieved,UTC-0700,"{""mIsCompleted"":false,""mValue"":105,""mValue2"":60}",jBfEgmLJSx,com.sec.android.app.shealth,goal.activity,2021-07-16 16:55:01.544,7ec9a319-d621-4b80-a4ef-769ea94e9f7a,1,
,2021-07-16 07:00:00.000,,10009,,2021-07-22 08:35:03.472,2021-07-17 07:00:01.914,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":9756}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-07-16 07:00:00.000,40e2135a-8c15-4608-8818-fe9f092e547c,1,
,2021-08-25 05:00:00.000,,10009,,2021-08-31 05:49:54.863,2021-08-26 06:00:02.494,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":9535}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-08-25 05:00:00.000,8e63e5a7-b956-4f36-9863-0af7bead97c8,1,
,2021-09-18 06:00:00.000,,10009,,2021-09-24 06:00:51.491,2021-09-19 07:00:03.256,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":7536}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-09-18 06:00:00.000,8dd37916-e434-45c5-b58a-082f747143e5,1,
,2021-09-22 04:00:00.000,,10009,,2021-09-28 04:00:05.240,2021-09-23 07:00:01.820,,,tracker_pedometer_reward_target_achieved,UTC-0400,"{""mTarget"":6000,""mValue"":6173}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-09-22 04:00:00.000,7169158c-4514-46b9-a323-84a1262a056d,1,
,2021-10-05 07:00:00.000,,10009,,2021-10-11 07:00:29.433,2021-10-06 07:00:04.376,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6096}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-10-05 07:00:00.000,46a06a81-5668-457e-a6ec-952490065197,1,
,2021-10-11 07:00:00.000,,10009,,2021-10-17 07:00:02.561,2021-10-12 07:00:02.128,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":7240}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-10-11 07:00:00.000,1ac91bfa-1795-4340-8b77-8665525db700,1,
,2021-10-12 07:00:00.000,,10009,,2021-10-18 07:00:44.731,2021-10-13 07:00:02.370,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":8662}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-10-12 07:00:00.000,a159e718-8819-4a0f-9608-5ab605dd74f5,1,
,2021-12-11 07:00:00.000,,10009,,2021-12-17 08:25:47.066,2021-12-12 07:00:03.434,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6818}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-12-11 07:00:00.000,13821016-178f-4b3c-9427-0d67f28b91af,1,
,2021-12-12 07:00:00.000,,10009,,2021-12-18 07:15:28.617,2021-12-13 07:00:01.801,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":8456}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-12-12 07:00:00.000,bc254259-1474-4dd8-b3de-828f7b990a89,1,
,2021-12-13 07:00:00.000,,10009,,2021-12-19 08:36:20.737,2021-12-14 07:00:03.132,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":10831}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-12-13 07:00:00.000,1165ceb0-94ee-49af-8b39-b21b29cad480,1,
,2021-12-15 07:00:00.000,,10009,,2021-12-21 07:00:06.731,2021-12-16 07:33:44.849,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6588}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-12-15 07:00:00.000,d43037ba-9590-422d-83d5-49ad1fc8e153,1,
,2021-12-18 07:00:00.000,,10009,,2021-12-24 07:03:01.793,2021-12-19 08:36:14.923,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":7203}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-12-18 07:00:00.000,0a8cce06-a0ed-4e5b-8597-5e0a17346443,1,
,2021-12-23 07:00:00.000,,10009,,2021-12-29 07:00:07.705,2021-12-24 07:00:03.005,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":7671}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-12-23 07:00:00.000,5938fd40-9d34-45be-b7e8-ec399be9e9f5,1,
,2021-12-27 07:00:00.000,,10009,,2022-01-02 07:00:06.832,2021-12-28 07:39:32.858,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6670}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-12-27 07:00:00.000,e2e2a82d-e39b-41c2-90ec-aff6f34f4a8f,1,
,2021-12-28 07:00:00.000,,10009,,2022-01-03 07:00:12.409,2021-12-29 07:00:02.096,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":7348}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2021-12-28 07:00:00.000,4c78b550-769e-4d42-8670-4c42251c9a85,1,
,2022-01-01 07:00:00.000,,10009,,2022-01-07 07:00:16.688,2022-01-02 07:00:01.716,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6046}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2022-01-01 07:00:00.000,4a5006ff-eb21-408d-9ffd-87263f38a8e8,1,
,2022-01-15 07:00:00.000,,10009,,2022-01-21 07:00:06.578,2022-01-16 07:00:03.215,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":7923}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2022-01-15 07:00:00.000,5457a23e-8c57-47b1-849c-d6fb75b3eb62,1,
,2022-01-16 06:00:00.000,,10009,,2022-01-22 06:00:18.640,2022-01-17 07:00:02.561,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":7481}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2022-01-16 06:00:00.000,f6bf5808-b1a2-49a0-abfe-1892473f69de,1,
,2022-01-18 07:00:00.000,,10009,,2022-01-24 09:14:11.843,2022-01-19 07:00:02.495,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6028}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2022-01-18 07:00:00.000,f0c590d4-38b1-4507-9c25-04f6dfe64ab0,1,
,2022-05-16 07:00:00.000,,1899999,,2022-05-22 07:00:52.889,2022-05-17 07:00:05.399,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6069}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2022-05-16 07:00:00.000,624a064e-672e-45c7-aa65-c2b0a83815ee,1,
,2022-06-02 07:00:00.000,,10009,,2022-06-08 07:02:38.530,2022-06-03 07:00:03.396,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6341}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2022-06-02 07:00:00.000,3a5353e2-d35c-40f0-8b96-85b315b75ad6,1,
,2022-07-01 07:00:00.000,,10009,,2022-07-07 07:01:02.610,2022-07-02 05:00:01.683,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":7781}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2022-07-01 07:00:00.000,c7a713bb-4876-4832-9c3e-73c83a939211,1,
,2022-07-03 05:00:00.000,,10009,,2022-07-09 05:00:04.972,2022-07-04 07:25:45.454,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6955}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2022-07-03 05:00:00.000,4187efe6-0335-4e09-b0b2-3451a45d2b93,1,
,2023-05-13 07:00:00.000,,10009,,2023-05-19 07:04:32.584,2023-05-14 07:00:03.300,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6154}",jBfEgmLJSx,com.sec.android.app.shealth,tracker.pedometer,2023-05-13 07:00:00.000,181a6c46-6355-4d25-a582-0d07c3c7fba0,1,
,2019-10-12 05:00:00.000,,100003,,2023-09-15 15:57:10.933,2023-09-15 15:57:10.933,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6887}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2019-10-12 05:00:00.000,3e6a80b7-be05-4da6-9a1f-31213cfb6861,1,
,2019-10-13 05:00:00.000,,100003,,2023-09-15 15:57:10.933,2023-09-15 15:57:10.933,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7925}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2019-10-13 05:00:00.000,d7997c65-9225-4b14-94b9-cfed2f79b149,1,
,2019-10-17 05:00:00.000,,100003,,2023-09-15 15:57:10.933,2023-09-15 15:57:10.933,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6837}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2019-10-17 05:00:00.000,5939ac98-47e2-4f16-9474-1b473cee2ea9,1,
,2019-10-18 05:00:00.000,,100003,,2023-09-15 15:57:10.933,2023-09-15 15:57:10.933,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6982}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2019-10-18 05:00:00.000,bd18b5fa-de17-4e1a-bc91-be31ebe9540b,1,
,2019-10-20 05:00:00.000,,100003,,2023-09-15 15:57:10.933,2023-09-15 15:57:10.933,,,tracker_pedometer_reward_most_walking_day,UTC-0500,"{""mTarget"":-1,""mValue"":12222}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2019-10-20 05:00:00.000,d80b3163-ca67-4597-8465-962f91175f01,1,
,2019-10-20 05:00:00.000,,100003,,2023-09-15 15:57:10.934,2023-09-15 15:57:10.934,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":12222}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2019-10-20 05:00:00.000,e2399848-d325-48bf-b044-99005c4e1c3c,1,
,2019-10-21 05:00:00.000,,100003,,2023-09-15 15:57:10.934,2023-09-15 15:57:10.934,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":8558}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2019-10-21 05:00:00.000,fd6c4128-6fa8-4c20-ba73-df9848beba74,1,
,2019-10-23 05:00:00.000,,100003,,2023-09-15 15:57:10.934,2023-09-15 15:57:10.934,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6942}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2019-10-23 05:00:00.000,c4a71715-3f6e-4dd0-99a5-4b7a222332c1,1,
,2019-10-24 05:00:00.000,,100003,,2023-09-15 15:57:10.934,2023-09-15 15:57:10.934,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":8497}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2019-10-24 05:00:00.000,358e86ae-c3ca-4281-be65-1f7b2c7d98e2,1,
,2019-10-25 05:00:00.000,,100003,,2023-09-15 15:57:10.934,2023-09-15 15:57:10.934,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7465}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2019-10-25 05:00:00.000,2303fb2d-4fd8-4312-a8f5-47330e4fc339,1,
,2019-10-29 05:00:00.000,,100003,,2023-09-15 15:57:10.934,2023-09-15 15:57:10.934,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7740}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2019-10-29 05:00:00.000,0da9b749-47da-4e7a-b137-40eb863140d9,1,
,2019-10-31 05:00:00.000,,100003,,2023-09-15 15:57:10.934,2023-09-15 15:57:10.934,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6632}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2019-10-31 05:00:00.000,1f8f2d34-124d-43a5-85d6-b2bca78bb156,1,
,2019-11-01 05:00:00.000,,100003,,2023-09-15 15:57:10.934,2023-09-15 15:57:10.934,,,tracker_pedometer_reward_most_walking_day,UTC-0500,"{""mTarget"":-1,""mValue"":15259}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2019-11-01 05:00:00.000,1cfb48ff-9702-4d5a-8df1-ebb122b26511,1,
,2019-11-01 05:00:00.000,,100003,,2023-09-15 15:57:10.934,2023-09-15 15:57:10.934,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":15259}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2019-11-01 05:00:00.000,66c1e822-627b-4988-9554-d335c87ea7f0,1,
,2019-11-05 06:00:00.000,,100003,,2023-09-15 15:57:10.935,2023-09-15 15:57:10.935,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":6031}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2019-11-05 06:00:00.000,e41460ac-b996-4b49-b1d7-2d3dc9ef0800,1,
,2019-11-07 06:00:00.000,,100003,,2023-09-15 15:57:10.935,2023-09-15 15:57:10.935,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":6923}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2019-11-07 06:00:00.000,6aed0d66-e2d3-461f-9b2b-f5782cf5363e,1,
,2020-03-25 05:00:00.000,,100003,,2023-09-15 15:57:10.935,2023-09-15 15:57:10.935,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":9763}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-03-25 05:00:00.000,e868bb44-6509-4e76-a536-bbae6a6940c1,1,
,2020-03-27 05:00:00.000,,100003,,2023-09-15 15:57:10.935,2023-09-15 15:57:10.935,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":10043}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-03-27 05:00:00.000,940a827c-2b38-4b5a-847d-8531e5649b13,1,
,2020-03-29 05:00:00.000,,100003,,2023-09-15 15:57:10.935,2023-09-15 15:57:10.935,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":9716}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-03-29 05:00:00.000,19d1da72-ca90-4f92-a910-bd7af8cd68e5,1,
,2020-03-31 05:00:00.000,,100003,,2023-09-15 15:57:10.935,2023-09-15 15:57:10.935,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6721}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-03-31 05:00:00.000,2dfc09d0-1ac5-4151-a44b-e0f48ca3af81,1,
,2020-04-01 05:00:00.000,,100003,,2023-09-15 15:57:10.935,2023-09-15 15:57:10.935,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":14060}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-04-01 05:00:00.000,90fd3a4f-3cd3-4a29-821f-10020546c1b4,1,
,2020-04-02 05:00:00.000,,100003,,2023-09-15 15:57:10.935,2023-09-15 15:57:10.935,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":13708}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-04-02 05:00:00.000,126a6b75-7b50-44c9-9e48-2e46c3d1c3dc,1,
,2020-04-03 05:00:00.000,,100003,,2023-09-15 15:57:10.935,2023-09-15 15:57:10.935,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7683}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-04-03 05:00:00.000,7382b70c-14c9-4e2f-927c-415d9ff5a4df,1,
,2020-04-04 05:00:00.000,,100003,,2023-09-15 15:57:10.936,2023-09-15 15:57:10.936,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":13489}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-04-04 05:00:00.000,86804283-cb08-4e75-963c-5a43031ef280,1,
,2020-04-06 05:00:00.000,,100003,,2023-09-15 15:57:10.936,2023-09-15 15:57:10.936,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":8556}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-04-06 05:00:00.000,c0c3431c-e7ce-4893-8f27-25296b2dd9ca,1,
,2020-04-13 05:00:00.000,,100003,,2023-09-15 15:57:10.936,2023-09-15 15:57:10.936,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6586}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-04-13 05:00:00.000,ebf44177-3443-47bb-b249-ea228a3772f2,1,
,2020-04-14 05:00:00.000,,100003,,2023-09-15 15:57:10.936,2023-09-15 15:57:10.936,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":9300}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-04-14 05:00:00.000,d4a9779f-b318-40ad-b469-352fe2caee20,1,
,2020-04-16 05:00:00.000,,100003,,2023-09-15 15:57:10.936,2023-09-15 15:57:10.936,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":8617}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-04-16 05:00:00.000,ed2a7c76-8550-48c8-b231-d3addcf33a45,1,
,2020-04-25 05:00:00.000,,100003,,2023-09-15 15:57:10.936,2023-09-15 15:57:10.936,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":8344}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-04-25 05:00:00.000,54866a17-6b7b-4f9b-a61d-f5e2364b8af8,1,
,2020-05-01 05:00:00.000,,100003,,2023-09-15 15:57:10.936,2023-09-15 15:57:10.936,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6701}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-05-01 05:00:00.000,76aafb2e-e168-47f3-b66d-edb2c681ac53,1,
,2020-05-02 05:00:00.000,,100003,,2023-09-15 15:57:10.936,2023-09-15 15:57:10.936,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7317}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-05-02 05:00:00.000,2daa71aa-0ff6-49c0-9b23-c6aad3b5074f,1,
,2020-05-09 05:00:00.000,,100003,,2023-09-15 15:57:10.936,2023-09-15 15:57:10.936,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":10919}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-05-09 05:00:00.000,48ffbd1a-c881-41fe-ab61-f63537da63bc,1,
,2020-05-12 05:00:00.000,,100003,,2023-09-15 15:57:10.937,2023-09-15 15:57:10.937,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6108}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-05-12 05:00:00.000,80d420f6-d42d-4aa9-88fa-9a119ad9ef77,1,
,2020-05-20 05:00:00.000,,100003,,2023-09-15 15:57:10.937,2023-09-15 15:57:10.937,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7295}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-05-20 05:00:00.000,e14d4f62-c966-4a6e-af2f-fefc0d8f4827,1,
,2020-05-22 05:00:00.000,,100003,,2023-09-15 15:57:10.937,2023-09-15 15:57:10.937,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6541}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-05-22 05:00:00.000,0b3d1d6d-506f-4c05-950a-7ce9289b6172,1,
,2020-06-10 05:00:00.000,,100003,,2023-09-15 15:57:10.937,2023-09-15 15:57:10.937,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6257}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-06-10 05:00:00.000,aa3f1d29-5902-4584-937b-9b77fa96032b,1,
,2020-06-11 05:00:00.000,,100003,,2023-09-15 15:57:10.937,2023-09-15 15:57:10.937,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6548}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-06-11 05:00:00.000,de614af9-4553-4206-9628-af92f2083fdc,1,
,2020-06-22 05:00:00.000,,100003,,2023-09-15 15:57:10.937,2023-09-15 15:57:10.937,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":13705}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-06-22 05:00:00.000,aa808eca-164f-4f3a-b02b-04b799ffa680,1,
,2020-07-01 05:00:00.000,,100003,,2023-09-15 15:57:10.937,2023-09-15 15:57:10.937,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6368}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-07-01 05:00:00.000,c33e9772-ff2d-4fd9-8bd3-6f4a79c87c5b,1,
,2020-07-02 05:00:00.000,,100003,,2023-09-15 15:57:10.938,2023-09-15 15:57:10.938,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7402}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-07-02 05:00:00.000,c722e255-ffa9-4dea-84f9-be18f987c901,1,
,2020-07-13 05:00:00.000,,100003,,2023-09-15 15:57:10.938,2023-09-15 15:57:10.938,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7563}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-07-13 05:00:00.000,301298b7-f2fb-4865-8bf8-d77310e44750,1,
,2020-08-06 05:00:00.000,,100003,,2023-09-15 15:57:10.938,2023-09-15 15:57:10.938,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":9595}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-08-06 05:00:00.000,6eb7bc56-35ec-48fb-a3ed-010fcbe9b6f1,1,
,2020-09-17 05:00:00.000,,100003,,2023-09-15 15:57:10.938,2023-09-15 15:57:10.938,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":12484}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-09-17 05:00:00.000,b6e6672d-201e-44b8-a236-ce42bb9b8a14,1,
,2020-09-19 05:00:00.000,,100003,,2023-09-15 15:57:10.938,2023-09-15 15:57:10.938,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":8009}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-09-19 05:00:00.000,9511ca21-3fd1-41f3-9552-62bed2f4f9ab,1,
,2020-09-23 05:00:00.000,,100003,,2023-09-15 15:57:10.938,2023-09-15 15:57:10.938,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7153}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-09-23 05:00:00.000,addf2472-9b7a-4bde-ab72-ca5b8e4423e8,1,
,2020-09-26 05:00:00.000,,100003,,2023-09-15 15:57:10.938,2023-09-15 15:57:10.938,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6306}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-09-26 05:00:00.000,8d23fd99-2369-46f9-9827-ac4315a520a8,1,
,2020-09-27 05:00:00.000,,100003,,2023-09-15 15:57:10.938,2023-09-15 15:57:10.938,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7110}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-09-27 05:00:00.000,ad846b5d-0b5c-4500-a56f-c77677d1287e,1,
,2020-11-02 06:00:00.000,,100003,,2023-09-15 15:57:10.938,2023-09-15 15:57:10.938,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":6632}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2020-11-02 06:00:00.000,b82b762b-5afb-4e3d-90ce-fceae92dc1b9,1,
,2021-03-02 06:00:00.000,,100003,,2023-09-15 15:57:10.939,2023-09-15 15:57:10.939,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":11659}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-03-02 06:00:00.000,a46fb592-4c33-44fe-b5ed-b76d1114c2f8,1,
,2021-04-12 05:00:00.000,,100003,,2023-09-15 15:57:10.939,2023-09-15 15:57:10.939,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6541}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-04-12 05:00:00.000,ea945aa9-106a-44f9-80b8-5043392a35f9,1,
,2021-04-19 05:00:00.000,,100003,,2023-09-15 15:57:10.939,2023-09-15 15:57:10.939,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6087}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-04-19 05:00:00.000,7e367a07-6e40-4f30-9f6e-f6c96eff0d38,1,
,2021-06-06 05:00:00.000,,100003,,2023-09-15 15:57:10.939,2023-09-15 15:57:10.939,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6264}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-06-06 05:00:00.000,1b56007d-985f-4ebc-96fe-7912d1cb55cd,1,
,2021-06-08 05:00:00.000,,100003,,2023-09-15 15:57:10.939,2023-09-15 15:57:10.939,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7032}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-06-08 05:00:00.000,09f3c1bb-4331-4fc5-b7a8-0ca9fe6f7945,1,
